,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
84174,MT,33540,"Missoula, MT",29-0000,Healthcare Practitioners and Technical Occupations,major,3990,2.8,68.884,1.16,33.38,69430,4.1,15.15,20.25,28.77,37.79,51.48,31510,42120,59830,78600,107080,,
84199,MT,33540,"Missoula, MT",31-0000,Healthcare Support Occupations,major,1290,5,22.303,0.77,13.68,28460,2.4,9.87,10.72,12.15,15.99,19.1,20520,22290,25270,33250,39730,,
84208,MT,33540,"Missoula, MT",33-0000,Protective Service Occupations,major,950,5.9,16.358,0.68,21.63,45000,5.2,9.22,12.08,20.52,28.76,35.69,19180,25130,42680,59810,74240,,
84215,MT,33540,"Missoula, MT",35-0000,Food Preparation and Serving Related Occupations,major,6630,4.2,114.328,1.24,10.51,21860,1.4,8.5,8.87,9.52,11.58,14.02,17670,18440,19800,24080,29160,,
84231,MT,33540,"Missoula, MT",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2390,8.9,41.21,1.31,12.57,26150,3.4,8.74,9.42,11.26,14.61,18.76,18170,19590,23420,30390,39020,,
84237,MT,33540,"Missoula, MT",39-0000,Personal Care and Service Occupations,major,2410,7.9,41.557,1.29,11.39,23680,2.6,8.6,9.09,10.15,11.86,16.9,17890,18900,21120,24670,35150,,
84246,MT,33540,"Missoula, MT",41-0000,Sales and Related Occupations,major,6910,3.1,119.23,1.15,16.8,34940,3.2,8.73,9.47,11.82,18.56,29.1,18170,19690,24580,38610,60540,,
84259,MT,33540,"Missoula, MT",43-0000,Office and Administrative Support Occupations,major,9750,2.3,168.097,1.07,15.24,31710,2.1,9.02,10.56,13.92,18.17,23.69,18750,21970,28960,37800,49280,,
84292,MT,33540,"Missoula, MT",45-0000,"Farming, Fishing, and Forestry Occupations",major,170,32.5,2.999,0.91,17.69,36790,7.5,10.18,13.2,18.84,21.93,23.96,21180,27450,39190,45620,49830,,
84295,MT,33540,"Missoula, MT",47-0000,Construction and Extraction Occupations,major,2340,6,40.322,1.01,21.81,45370,2.5,11.79,16.05,20.98,27.79,32.07,24510,33390,43640,57790,66710,,
84308,MT,33540,"Missoula, MT",49-0000,"Installation, Maintenance, and Repair Occupations",major,2260,6.5,38.965,1,19.13,39790,2.3,9.65,13.09,17.21,23.89,30.08,20070,27230,35800,49690,62570,,
84324,MT,33540,"Missoula, MT",51-0000,Production Occupations,major,1820,7.7,31.466,0.49,15.96,33200,2.2,9.76,11.77,14.5,18.74,23.96,20300,24480,30150,38980,49830,,
84344,MT,33540,"Missoula, MT",53-0000,Transportation and Material Moving Occupations,major,3290,8.6,56.742,0.82,15.47,32190,3.3,8.78,9.87,13.34,18.9,25.23,18250,20530,27750,39300,52470,,
84357,NC,11700,"Asheville, NC",11-0000,Management Occupations,major,5760,3.8,31.063,0.62,49.36,102670,2,23.15,30.63,41.92,57.95,87.03,48160,63700,87200,120540,181020,,
84379,NC,11700,"Asheville, NC",13-0000,Business and Financial Operations Occupations,major,5630,3.1,30.375,0.59,30.36,63150,2.1,15.73,20.2,26.59,35.27,47.58,32730,42010,55310,73370,98970,,
84405,NC,11700,"Asheville, NC",15-0000,Computer and Mathematical Occupations,major,1940,3.6,10.439,0.35,32.14,66850,4.4,15.86,20.18,27.8,38.29,52.77,33000,41980,57830,79650,109760,,
84416,NC,11700,"Asheville, NC",17-0000,Architecture and Engineering Occupations,major,2580,5.7,13.92,0.78,30.4,63230,2.6,16.36,20.6,28.33,37.25,47.42,34020,42850,58920,77480,98630,,
84434,NC,11700,"Asheville, NC",19-0000,"Life, Physical, and Social Science Occupations",major,1010,9.9,5.445,0.66,30.45,63330,5.6,15.56,19.06,26.38,38.98,48.65,32370,39640,54860,81080,101190,,
84445,NC,11700,"Asheville, NC",21-0000,Community and Social Service Occupations,major,2680,5.1,14.467,1.01,19.98,41560,3.8,11.48,15.3,18.92,24.43,29.43,23880,31820,39350,50820,61220,,
84457,NC,11700,"Asheville, NC",23-0000,Legal Occupations,major,910,8.7,4.885,0.64,29.63,61630,8.6,14.42,17.1,22.02,34.65,56.11,30000,35570,45810,72080,116710,,
84460,NC,11700,"Asheville, NC",25-0000,"Education, Training, and Library Occupations",major,10160,3,54.802,0.89,20.08,41760,3.8,10.49,14.14,19.46,24.14,30.5,21810,29420,40480,50210,63440,,
84492,NC,11700,"Asheville, NC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1520,6.7,8.224,0.61,19.43,40400,3.1,9.22,12.92,17.66,23.93,31.15,19170,26870,36730,49780,64780,,
84507,NC,11700,"Asheville, NC",29-0000,Healthcare Practitioners and Technical Occupations,major,16170,1.9,87.219,1.47,37.74,78490,5.7,15.87,21.38,28.41,39.57,69.02,33010,44480,59090,82300,143550,,
84549,NC,11700,"Asheville, NC",31-0000,Healthcare Support Occupations,major,9240,6.4,49.826,1.73,13.86,28830,1.8,9.36,10.75,12.84,15.43,19.55,19470,22370,26700,32100,40660,,
84563,NC,11700,"Asheville, NC",33-0000,Protective Service Occupations,major,4110,3.3,22.146,0.92,17.22,35810,2.6,9.37,11.88,16,20.97,27.05,19490,24720,33270,43620,56270,,
84579,NC,11700,"Asheville, NC",35-0000,Food Preparation and Serving Related Occupations,major,24240,1.7,130.714,1.41,10.56,21970,2.2,7.87,8.41,9.32,11.58,14.96,16360,17490,19380,24100,31120,,
84595,NC,11700,"Asheville, NC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,7120,2.4,38.374,1.22,11.79,24520,3.1,8.13,9.05,10.88,13.42,16.63,16920,18820,22640,27910,34590,,
84603,NC,11700,"Asheville, NC",39-0000,Personal Care and Service Occupations,major,4890,5.8,26.357,0.82,12.81,26640,2.2,8.21,9.26,11.5,14.83,19.83,17070,19250,23920,30840,41240,,
84620,NC,11700,"Asheville, NC",41-0000,Sales and Related Occupations,major,20880,3.5,112.594,1.09,16.64,34620,2.8,8.31,9.46,12.11,18.63,29.62,17280,19680,25200,38740,61610,,
84640,NC,11700,"Asheville, NC",43-0000,Office and Administrative Support Occupations,major,27120,1.9,146.251,0.93,15.95,33180,0.7,9.6,11.89,14.95,18.89,23.94,19970,24720,31090,39300,49790,,
84684,NC,11700,"Asheville, NC",45-0000,"Farming, Fishing, and Forestry Occupations",major,410,22.2,2.2,0.67,11.25,23400,3.2,8,8.8,10.28,12.61,16.76,16640,18300,21370,26230,34860,,
84688,NC,11700,"Asheville, NC",47-0000,Construction and Extraction Occupations,major,5650,5.2,30.488,0.77,17.24,35870,1.8,10.88,13.24,16.37,20.48,24.81,22640,27540,34040,42600,51610,,
84710,NC,11700,"Asheville, NC",49-0000,"Installation, Maintenance, and Repair Occupations",major,7120,4.6,38.388,0.99,19.98,41550,1.8,10.84,14.33,18.52,24.53,30.97,22550,29810,38520,51020,64420,,
84736,NC,11700,"Asheville, NC",51-0000,Production Occupations,major,14900,4.6,80.35,1.24,16.32,33940,1.7,9.94,11.83,15.02,20.01,24.03,20680,24610,31250,41610,49970,,
84785,NC,11700,"Asheville, NC",53-0000,Transportation and Material Moving Occupations,major,11400,2.9,61.471,0.89,15.41,32050,2.3,9.05,10.91,13.9,18.07,23.74,18820,22690,28920,37580,49390,,
84806,NC,15500,"Burlington, NC",11-0000,Management Occupations,major,2030,3.2,34.301,0.68,52.58,109370,2.3,24.53,33.33,45.9,63.12,89.64,51010,69330,95460,131280,186440,,
84821,NC,15500,"Burlington, NC",13-0000,Business and Financial Operations Occupations,major,1380,5,23.332,0.45,30.2,62820,2.6,15.86,20.74,27.45,36.92,48.2,32990,43140,57100,76800,100260,,
