,AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
134057,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,2950,5.8,47.698,0.81,,40.47,84180,4.6,15.07,22.02,33.86,46.29,73.71,31340,45800,70440,96280,153310,,
134078,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,2020,12.4,32.666,0.74,,14.47,30100,2.6,11.33,11.81,13.25,15.67,19.28,23570,24570,27550,32600,40110,,
134084,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,3180,2.9,51.335,2.15,,24.28,50510,8.2,14.34,17.53,19.89,28.79,41.15,29830,36470,41360,59870,85600,,
134094,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,5550,4.5,89.549,0.97,,13.48,28030,2.1,11.11,11.44,12.06,14.1,18.21,23100,23800,25080,29330,37880,,
134107,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1870,5.5,30.252,1,,13.27,27610,1.7,11.2,11.55,12.24,14.17,16.88,23290,24030,25470,29470,35120,,
134113,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,910,17.1,14.752,0.66,,13.89,28880,3.8,11.01,11.29,11.75,14.28,19.87,22900,23480,24450,29710,41330,,
134121,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,5570,9.7,89.853,0.92,,15.4,32040,2.1,11.09,11.47,12.24,15.75,23.37,23070,23850,25460,32760,48610,,
134134,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,9540,2.2,154.009,1.16,,16.24,33780,2.7,11.28,11.87,14.54,18.54,23.94,23450,24690,30240,38560,49800,,
134165,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,6990,10.1,112.865,34.2,,13.13,27300,2.4,11.01,11.22,12.01,13.86,15.72,22890,23330,24970,28830,32700,,
134170,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2520,6.4,40.652,0.96,,18.57,38620,2.2,11.94,13.86,17.06,21.3,27.09,24840,28830,35490,44300,56360,,
134186,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,2770,6.6,44.74,1.15,,20.35,42340,2.3,11.75,13.71,18.19,25.5,31.48,24430,28510,37830,53040,65490,,
134204,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,2200,11.9,35.548,0.57,,17.99,37420,5,11.51,12.39,15.74,21.91,28.71,23940,25770,32730,45580,59710,,
134216,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,4600,7.4,74.319,0.87,,15.34,31910,2.7,11.13,11.73,13.37,17.2,21.39,23160,24400,27800,35770,44480,,
134230,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,3470,3.8,52.668,0.96,,44.14,91820,2.3,20.77,29.11,39.75,54.21,71.8,43210,60540,82680,112760,149340,,
134252,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1920,3.9,29.151,0.52,,32.23,67040,2.5,19.32,23.2,29.2,37.37,49.17,40180,48250,60730,77730,102270,,
134267,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,860,4.2,13.104,0.42,,32.67,67960,3.7,18.28,23.69,30.57,39.52,50.22,38030,49270,63580,82200,104460,,
134278,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,600,11.8,9.073,0.51,,33.51,69700,2.6,20.25,24.43,31.21,40.99,50.23,42110,50820,64920,85260,104480,,
134285,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,450,7.8,6.842,0.78,,32.87,68370,6.1,17.56,21.76,26.7,35.55,51.59,36520,45250,55530,73940,107310,,
134290,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,1490,5.9,22.578,1.48,,22.32,46430,2.4,14.42,16.9,21.1,26.65,32.71,30000,35150,43890,55420,68040,,
134299,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,290,25.4,4.463,0.57,,35.09,72980,3.8,18.74,23.3,29.4,40.08,59.59,38980,48470,61160,83370,123940,,
134302,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,5080,5,77.144,1.28,,23.15,48150,4.2,11.62,13.86,20.92,28.83,37.89,24170,28830,43520,59970,78810,,
134324,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,680,14.9,10.395,0.76,,20.54,42730,3.5,11.6,13.6,17.95,24.87,31.46,24130,28280,37340,51740,65430,,
134332,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,6300,4.7,95.789,1.62,,43.09,89630,5.2,16.6,24.05,34.17,46.64,83.28,34530,50030,71080,97000,173220,,
134358,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,4470,5.4,67.879,1.53,,14.52,30210,1.6,11.38,11.98,13.66,16.4,19.01,23670,24920,28410,34120,39550,,
134365,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,1480,5.2,22.465,0.94,,18.61,38710,5.3,11.45,12.44,17.48,22.13,27.63,23810,25870,36350,46030,57470,,
134375,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,5810,4.3,88.307,0.96,,13.09,27220,1.4,11.01,11.13,11.77,13.87,17.2,22890,23150,24480,28850,35770,,
134390,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2520,5.8,38.236,1.27,,14.22,29580,1.5,11.09,11.7,13.29,15.69,18.8,23070,24340,27650,32630,39110,,
134397,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,1600,7.1,24.315,1.08,,13.95,29010,2.3,11.01,11.26,11.84,15.53,20.3,22900,23410,24630,32290,42230,,
134406,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,6490,9.4,98.605,1.01,,17.69,36790,3,11.03,11.47,12.7,19.48,30.25,22940,23860,26420,40520,62910,,
134419,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,9040,3.4,137.295,1.03,,17.6,36620,0.9,11.94,13.8,16.79,19.96,24.83,24830,28700,34920,41520,51640,,
134453,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,150,11.5,2.299,0.7,,19.43,40410,15.2,11.68,13.61,17.99,24.13,30.72,24300,28310,37420,50190,63910,,
134455,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2990,4.6,45.46,1.08,,21,43680,1.6,14.21,16.43,19.57,24.59,29.76,29550,34180,40710,51150,61890,,
134471,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,2950,6.1,44.853,1.15,,22.01,45770,2,13.11,16.51,21.02,26.67,32.27,27280,34330,43720,55480,67120,,
134491,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,1980,13,30.038,0.48,,19.84,41260,3.2,12.12,14.28,17.79,23.15,30.12,25210,29700,37000,48140,62660,,
134507,70750,"Bangor, ME",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,5200,5.2,79.041,0.93,,16.88,35110,2.9,11.32,11.98,15.21,19.4,25.33,23540,24920,31630,40360,52690,,
134522,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,6490,4.1,62.321,1.14,,48.88,101680,2.4,23.09,31.16,41.69,57.4,81.7,48020,64810,86710,119390,169930,,
134547,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,3170,5.5,30.495,0.55,,37.22,77410,2.8,18.49,25.43,32.53,43.77,58.66,38460,52900,67660,91040,122010,,
134568,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,1030,5.6,9.933,0.32,,40.74,84740,3.4,21.84,27.74,38.06,49.41,63.77,45430,57700,79160,102770,132650,,
134577,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,1320,5.9,12.687,0.72,,40.77,84800,2.7,22.84,28.89,37.96,48.96,62.6,47510,60100,78960,101840,130210,,
134591,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,1400,3.6,13.458,1.53,,40.89,85060,5.1,19.9,26.2,35.63,50.67,71.76,41390,54490,74110,105400,149260,,
134599,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,1630,9.7,15.698,1.03,,26.06,54210,2.9,15.24,17.78,23.6,32.06,42.42,31700,36980,49100,66690,88240,,
134610,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,570,18.8,5.456,0.7,,44.35,92240,14.7,20.86,24.06,30.16,63.28,76.57,43380,50050,62720,131620,159270,,
134613,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,6290,5.4,60.465,1,,30.89,64240,2.3,13.23,18.68,28.89,41.16,48.67,27530,38850,60100,85610,101230,,
134631,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1000,8.5,9.575,0.7,,24.9,51790,2.4,12.73,16.81,23.11,29.84,38.66,26490,34970,48070,62070,80410,,
134641,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,7560,3.8,72.662,1.23,,43.36,90180,3.8,20.13,27.86,37.94,51.34,63.72,41860,57950,78910,106780,132530,,
134668,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,5640,4.9,54.139,1.22,,17.66,36730,2,13.15,14.36,16.37,19.1,25.01,27360,29860,34060,39720,52020,,
134677,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,2530,9.9,24.312,1.02,,31.39,65280,3,14,19.69,31.27,39.72,49.52,29110,40950,65050,82620,102990,,
134687,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,13600,2.9,130.618,1.42,,15.82,32910,1.2,12.04,12.38,14.08,17.56,22.42,25050,25740,29290,36520,46630,,
134703,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,5270,6.2,50.673,1.68,,18.82,39140,2.2,12.46,14.71,18.21,22.1,25.41,25920,30610,37880,45960,52860,,
134711,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,2520,9.5,24.166,1.07,,19.78,41150,3.6,12.13,13.28,16.05,24.57,31.94,25230,27630,33380,51100,66430,,
134722,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,12800,4.3,122.933,1.26,,19.63,40830,2.9,12.14,12.58,14.77,20.82,31.5,25250,26160,30720,43310,65520,,
134736,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,12600,2.9,121.082,0.91,,21.67,45060,0.9,13.11,16.22,20.55,25.81,31.07,27270,33730,42750,53690,64620,,
134769,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,60,35.4,0.603,0.18,,23.69,49270,14,15.11,16.81,20.4,29.46,38.02,31420,34970,42420,61280,79090,,
134771,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,5430,6.3,52.152,1.24,,28.39,59050,2.3,17.15,21.21,26.77,32.7,43.54,35660,44110,55680,68010,90570,,
134793,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,3710,5.8,35.629,0.92,,27.96,58150,3.2,15.1,19.31,26.06,34.21,45.39,31400,40160,54210,71160,94410,,
134812,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,2250,7.6,21.609,0.35,,21.34,44390,2.4,12.3,14.51,19,25.85,31.68,25580,30190,39520,53760,65890,,
134828,70900,"Barnstable Town, MA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,7220,6.2,69.333,0.81,,20.5,42630,3.5,12.19,13.2,16.88,23.15,31.42,25360,27460,35110,48160,65350,,
134846,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,256620,1.1,91.716,1.67,,67.91,141250,0.8,30.49,42.09,60.02,83.62,#,63430,87540,124840,173940,#,,
134880,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,191310,1.3,68.374,1.23,,43.35,90160,0.8,22.87,29.11,38.23,50.8,69.51,47570,60560,79510,105660,144580,,
134909,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,136850,1.4,48.909,1.58,,49.34,102630,0.7,26.56,35.01,47.33,61.64,76,55240,72820,98440,128220,158070,,
134926,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,67370,2,24.077,1.36,,47.21,98200,1,25.67,33.09,44.25,58.62,74.33,53390,68820,92050,121930,154610,,
134959,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,51200,6.8,18.299,2.09,,44.04,91610,2.7,20.22,27.11,38.98,54.62,74.6,42060,56390,81080,113610,155170,,
134998,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,54710,2.3,19.552,1.28,,24.64,51250,2.2,13.22,16.07,22.4,30.79,39.03,27490,33430,46600,64030,81170,,
135014,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,25900,2.2,9.256,1.18,,65.79,136840,3.1,24.07,33.96,53.07,87.36,#,50060,70640,110390,181710,#,,
135021,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,178700,1.5,63.866,1.06,,33.92,70550,2.3,13.5,18.77,30.12,43.33,57.6,28070,39030,62640,90140,119800,,
135079,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,42820,2.6,15.302,1.11,,33.22,69090,1.3,14.82,20.56,29.3,40.81,53.83,30820,42770,60940,84880,111960,,
135118,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,177210,4.3,63.335,1.07,,48.74,101380,2.1,20.69,29.08,39.94,58.12,81.54,43040,60490,83070,120880,169610,,
135174,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,125480,2.1,44.845,1.01,,17.41,36220,0.9,13.05,14.22,16.08,18.79,23.97,27150,29570,33440,39070,49870,,
135192,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,59880,3.9,21.403,0.9,,28.49,59260,4,13.77,17.14,26.71,36.7,47.3,28640,35650,55560,76330,98380,,
135210,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,231990,0.9,82.914,0.9,,15.63,32500,0.7,12.03,12.32,13.91,17.26,22.11,25020,25620,28930,35900,45990,,
135227,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,80960,2.5,28.937,0.96,,18.6,38690,1.2,12.26,13.77,17.36,22.29,27.53,25500,28640,36110,46370,57250,,
135238,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,66360,2.2,23.716,1.05,,19.02,39560,1.4,12.05,12.67,15.81,22.61,30.66,25070,26350,32880,47030,63770,,
135263,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,245960,1.1,87.904,0.9,,25.63,53320,1.3,12.07,12.54,16.6,30.87,49.76,25110,26080,34530,64210,103490,,
135284,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,345570,1.2,123.507,0.93,,23.61,49100,0.4,13.83,17.17,22.08,28.66,35.52,28760,35700,45920,59610,73890,,
135337,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,1200,18.6,0.43,0.13,,17.57,36550,3.4,12.03,12.72,15.89,20.74,27.48,25020,26460,33050,43150,57170,,
135342,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,98350,2,35.149,0.83,,32.36,67310,1,17.16,21.99,29.92,40.87,51.81,35690,45750,62240,85000,107760,,
135389,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,78530,2,28.068,0.72,,28.23,58710,0.8,15.58,19.94,26.68,35.22,44.55,32400,41480,55490,73260,92670,,
135432,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,107040,2.3,38.256,0.61,,21.44,44590,0.8,12.59,14.7,19.05,25.89,33.83,26190,30570,39620,53850,70370,,
135527,71650,"Boston-Cambridge-Nashua, MA-NH",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,174000,1.5,62.187,0.73,,20.02,41630,2.2,12.16,13.18,16.84,23.65,31.27,25290,27420,35030,49190,65050,,
135565,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,35780,2.3,86.458,1.58,,84,174720,1.3,38.92,53.32,75.46,#,#,80960,110900,156960,#,#,,
135594,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,30830,2.7,74.48,1.34,,48.1,100050,1.8,24.15,31.07,41.72,57.05,79.41,50230,64630,86780,118670,165180,,
135621,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,11480,4.4,27.746,0.9,,51.75,107630,2.1,27.02,36.49,48,63.3,79.52,56210,75890,99840,131670,165390,,
135637,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,7270,7.1,17.554,0.99,,47.39,98580,1.4,28.08,35.96,45.92,57.81,70.48,58400,74800,95520,120240,146600,,
135656,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,2560,6.9,6.174,0.7,,46.95,97670,5.4,22.24,30.24,42.62,57.3,74.99,46250,62900,88650,119190,155980,,
135668,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,6840,4.9,16.518,1.08,,29.28,60910,2.9,15.71,19.66,25.96,37.01,47.18,32670,40890,54000,76980,98140,,
135682,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,3800,9.2,9.174,1.17,,67.45,140290,6,25.69,33.58,51.42,92.48,#,53430,69840,106960,192360,#,,
135687,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,28820,3.3,69.622,1.15,,32.35,67290,2.5,13.62,19.35,30.26,43.24,52.51,28330,40240,62940,89950,109210,,
135727,71950,"Bridgeport-Stamford-Norwalk, CT",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6930,6.3,16.749,1.22,,36.73,76400,4.8,12.42,21.1,31.89,45.3,62.25,25830,43880,66330,94210,129490,,
