,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
110688,RI,77200,"Providence-Warwick, RI-MA",53-0000,Transportation and Material Moving Occupations,major,33580,6,58.111,0.82,17.28,35950,1.4,10.86,11.78,14.84,21.07,26.74,22580,24500,30870,43820,55630,2018
110712,SC,16700,"Charleston-North Charleston, SC",11-0000,Management Occupations,major,14840,3.1,42.658,0.81,51.82,107780,1.8,22.24,32.54,46.13,63.32,84.79,46260,67690,95950,131710,176360,2018
110739,SC,16700,"Charleston-North Charleston, SC",13-0000,Business and Financial Operations Occupations,major,16180,2.7,46.514,0.87,32.42,67430,1.6,16.68,22.1,29.53,39.4,50.7,34690,45980,61420,81940,105450,2018
110764,SC,16700,"Charleston-North Charleston, SC",15-0000,Computer and Mathematical Occupations,major,10260,5.5,29.492,0.97,38.72,80530,2.2,20.63,28.18,37.68,48.74,58.78,42920,58610,78370,101380,122260,2018
110778,SC,16700,"Charleston-North Charleston, SC",17-0000,Architecture and Engineering Occupations,major,7290,3.8,20.975,1.19,38.27,79590,3.5,19.21,26.89,36.72,48.04,57.81,39960,55940,76380,99920,120240,2018
110798,SC,16700,"Charleston-North Charleston, SC",19-0000,"Life, Physical, and Social Science Occupations",major,1670,6.2,4.804,0.59,31.05,64580,4.7,15.29,20.3,27.65,39.12,51.76,31790,42220,57500,81370,107670,2018
110812,SC,16700,"Charleston-North Charleston, SC",21-0000,Community and Social Service Occupations,major,3480,5.4,10.014,0.67,21.98,45710,4.3,11.66,15.78,20.07,26.88,35.31,24250,32810,41750,55900,73450,2018
110823,SC,16700,"Charleston-North Charleston, SC",23-0000,Legal Occupations,major,3030,11.9,8.719,1.12,31.71,65950,5.4,14.06,18.31,24.24,39.98,61.1,29240,38080,50420,83160,127080,2018
110828,SC,16700,"Charleston-North Charleston, SC",25-0000,"Education, Training, and Library Occupations",major,16840,4.4,48.417,0.8,23.72,49330,5.4,9.84,14.92,21.7,28.12,35.79,20460,31030,45140,58500,74450,2018
110853,SC,16700,"Charleston-North Charleston, SC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3620,8.3,10.418,0.77,23.44,48760,3.2,10.38,14.45,18.88,28.69,39.66,21590,30060,39280,59660,82500,2018
110875,SC,16700,"Charleston-North Charleston, SC",29-0000,Healthcare Practitioners and Technical Occupations,major,24010,2,69.032,1.16,37.39,77770,3.3,15.92,22.75,31.93,42.8,62.9,33110,47320,66420,89020,130840,2018
110914,SC,16700,"Charleston-North Charleston, SC",31-0000,Healthcare Support Occupations,major,8630,4.2,24.819,0.87,15.41,32060,1.9,10.17,11.95,14.78,18.19,21.75,21150,24860,30730,37830,45240,2018
110928,SC,16700,"Charleston-North Charleston, SC",33-0000,Protective Service Occupations,major,7660,6.2,22.02,0.93,20.02,41640,2.8,9.94,14.03,18.69,23.9,30.46,20680,29170,38880,49710,63360,2018
110942,SC,16700,"Charleston-North Charleston, SC",35-0000,Food Preparation and Serving Related Occupations,major,38380,2.2,110.354,1.19,11.21,23320,1.5,7.95,8.52,9.54,12.76,16.73,16530,17730,19840,26550,34800,2018
110958,SC,16700,"Charleston-North Charleston, SC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,13820,5,39.748,1.3,12.07,25100,2.4,8.22,9.13,10.84,13.59,17.7,17090,18980,22550,28270,36810,2018
110966,SC,16700,"Charleston-North Charleston, SC",39-0000,Personal Care and Service Occupations,major,10210,5.8,29.371,0.78,12.4,25780,2.7,8.04,8.72,10.04,13.27,20.72,16730,18140,20880,27590,43090,2018
110984,SC,16700,"Charleston-North Charleston, SC",41-0000,Sales and Related Occupations,major,37900,2.8,108.991,1.08,17.49,36380,2.5,8.59,9.99,12.68,19.95,30.57,17860,20780,26370,41490,63590,2018
111003,SC,16700,"Charleston-North Charleston, SC",43-0000,Office and Administrative Support Occupations,major,53180,2.6,152.93,1.01,17.45,36300,1.2,9.95,12.69,16.14,20.67,27,20700,26390,33570,42990,56160,2018
111050,SC,16700,"Charleston-North Charleston, SC",45-0000,"Farming, Fishing, and Forestry Occupations",major,410,28.4,1.18,0.36,20.2,42010,7,9.65,12.07,18.8,23.89,35.16,20070,25110,39100,49690,73140,2018
111054,SC,16700,"Charleston-North Charleston, SC",47-0000,Construction and Extraction Occupations,major,16900,2.9,48.587,1.18,20.65,42960,2.9,10.87,14.23,18.58,24.7,32.02,22610,29590,38650,51370,66600,2018
111081,SC,16700,"Charleston-North Charleston, SC",49-0000,"Installation, Maintenance, and Repair Occupations",major,15560,4.2,44.748,1.15,22.29,46360,1.6,12.56,15.93,21.12,27.59,34.11,26120,33130,43920,57390,70950,2018
111112,SC,16700,"Charleston-North Charleston, SC",51-0000,Production Occupations,major,19580,3.8,56.314,0.89,20.39,42410,2.8,10.79,14.23,19.54,25.22,30.3,22440,29610,40650,52450,63020,2018
111160,SC,16700,"Charleston-North Charleston, SC",53-0000,Transportation and Material Moving Occupations,major,24310,3.6,69.894,0.99,18.24,37930,3.1,8.88,11.19,15.23,22.23,32.69,18470,23280,31670,46230,67990,2018
111182,SC,17900,"Columbia, SC",11-0000,Management Occupations,major,17030,2,44.854,0.85,51.99,108150,1.9,24.55,33.64,45.08,62.61,84.91,51070,69960,93760,130230,176620,2018
111211,SC,17900,"Columbia, SC",13-0000,Business and Financial Operations Occupations,major,18020,2.1,47.45,0.89,30.59,63640,1.8,16.14,20.84,27.99,37.07,47.57,33570,43340,58210,77110,98940,2018
111239,SC,17900,"Columbia, SC",15-0000,Computer and Mathematical Occupations,major,10980,3.4,28.907,0.95,34.33,71400,2.7,17.22,23.7,32.41,44.22,55.1,35820,49290,67420,91970,114610,2018
111253,SC,17900,"Columbia, SC",17-0000,Architecture and Engineering Occupations,major,5300,4,13.947,0.79,35.95,74770,1.9,19.89,26.18,34.82,44.94,54.54,41360,54440,72430,93470,113440,2018
111278,SC,17900,"Columbia, SC",19-0000,"Life, Physical, and Social Science Occupations",major,2010,7.2,5.305,0.66,30.48,63400,3.3,15.51,20.17,28.8,37.73,47.5,32250,41950,59900,78480,98810,2018
111294,SC,17900,"Columbia, SC",21-0000,Community and Social Service Occupations,major,6890,4.1,18.149,1.21,20.66,42970,4.2,11.67,14.63,18.52,25.04,33.43,24270,30420,38510,52080,69540,2018
111307,SC,17900,"Columbia, SC",23-0000,Legal Occupations,major,4230,4.4,11.134,1.43,37.68,78360,6.4,15.38,20.22,28.31,42.35,72.03,31980,42050,58890,88080,149810,2018
111314,SC,17900,"Columbia, SC",25-0000,"Education, Training, and Library Occupations",major,21250,2,55.949,0.92,23.09,48020,7.3,9.49,12.95,21.75,29.06,37.01,19740,26930,45230,60440,76980,2018
111350,SC,17900,"Columbia, SC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3780,5.5,9.963,0.74,24.24,50430,7.4,9.14,13.47,18.46,28.23,45.52,19010,28020,38400,58720,94670,2018
111370,SC,17900,"Columbia, SC",29-0000,Healthcare Practitioners and Technical Occupations,major,23200,2.6,61.083,1.02,35.06,72910,2.9,14.9,20.79,28.4,38.13,59.15,30990,43250,59060,79300,123020,2018
111409,SC,17900,"Columbia, SC",31-0000,Healthcare Support Occupations,major,9880,5.5,26.02,0.91,13.73,28550,2.3,8.88,10.57,12.61,15.92,19.57,18470,21980,26230,33110,40700,2018
111423,SC,17900,"Columbia, SC",33-0000,Protective Service Occupations,major,13330,9.4,35.089,1.48,18.7,38890,3.5,10.27,12.25,17.18,22.56,30.75,21360,25480,35730,46920,63970,2018
111439,SC,17900,"Columbia, SC",35-0000,Food Preparation and Serving Related Occupations,major,33990,2.4,89.492,0.97,10.17,21150,1.2,7.88,8.36,9.15,11.04,14.1,16380,17380,19030,22960,29330,2018
111455,SC,17900,"Columbia, SC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,10010,4.1,26.349,0.86,12.73,26480,2.1,8.28,9.38,11.52,14.69,18.64,17230,19520,23960,30550,38780,2018
111464,SC,17900,"Columbia, SC",39-0000,Personal Care and Service Occupations,major,11230,6.2,29.578,0.79,12.07,25100,2.4,8.13,8.95,10.54,13.27,18.85,16900,18610,21930,27590,39220,2018
111483,SC,17900,"Columbia, SC",41-0000,Sales and Related Occupations,major,40530,3.5,106.726,1.06,17.48,36370,3,8.42,9.67,12.13,19.93,31.37,17510,20120,25240,41460,65260,2018
111502,SC,17900,"Columbia, SC",43-0000,Office and Administrative Support Occupations,major,63060,1.7,166.047,1.1,17.34,36060,1.1,10.12,12.65,16.15,20.34,26.37,21050,26310,33590,42300,54840,2018
111548,SC,17900,"Columbia, SC",45-0000,"Farming, Fishing, and Forestry Occupations",major,760,9.4,2.004,0.6,14.24,29610,6.8,8.29,9.19,11.67,17.14,23.27,17240,19120,24280,35650,48390,2018
111554,SC,17900,"Columbia, SC",47-0000,Construction and Extraction Occupations,major,14850,4.4,39.101,0.95,20.37,42370,2.1,11.09,14.05,18.24,25.63,32.98,23060,29210,37950,53320,68610,2018
111577,SC,17900,"Columbia, SC",49-0000,"Installation, Maintenance, and Repair Occupations",major,17370,3.3,45.732,1.18,22.14,46040,1.8,12.08,15.28,20.34,27.69,34.64,25120,31770,42300,57590,72050,2018
111607,SC,17900,"Columbia, SC",51-0000,Production Occupations,major,24490,3.6,64.481,1.02,19.33,40200,2.8,10.55,13.04,17.79,23.97,30.32,21950,27120,37000,49860,63070,2018
111666,SC,17900,"Columbia, SC",53-0000,Transportation and Material Moving Occupations,major,27590,6.2,72.641,1.03,15.58,32400,2.3,8.93,10.57,13.48,18.36,25.69,18580,21980,28040,38200,53430,2018
111687,SC,22500,"Florence, SC",11-0000,Management Occupations,major,3250,4.3,37.547,0.71,51.42,106950,4.3,17.96,29.27,42.13,62.3,96.85,37350,60890,87620,129590,201440,2018
111711,SC,22500,"Florence, SC",13-0000,Business and Financial Operations Occupations,major,2300,6.5,26.609,0.5,28.71,59720,2.7,14.87,18.62,26.1,35.03,47.28,30930,38720,54290,72860,98330,2018
111726,SC,22500,"Florence, SC",15-0000,Computer and Mathematical Occupations,major,1160,7.2,13.465,0.44,31.48,65470,2.6,15.7,20.23,29.33,39.22,50.17,32660,42070,61010,81570,104360,2018
111735,SC,22500,"Florence, SC",17-0000,Architecture and Engineering Occupations,major,1290,5.4,14.915,0.84,36.92,76790,4.3,17.04,24.76,35.11,47.62,60.53,35440,51510,73030,99050,125910,2018
111745,SC,22500,"Florence, SC",19-0000,"Life, Physical, and Social Science Occupations",major,480,24.3,5.569,0.69,33.55,69770,4.9,16.44,22.91,29.67,41.02,56.06,34190,47650,61710,85330,116600,2018
111747,SC,22500,"Florence, SC",21-0000,Community and Social Service Occupations,major,1530,6.1,17.668,1.18,17.55,36500,5,10.28,11.55,14.94,21.76,29.44,21390,24030,31080,45250,61230,2018
111755,SC,22500,"Florence, SC",23-0000,Legal Occupations,major,470,8.8,5.474,0.7,28.31,58890,8.9,9.06,13.39,19.19,35.48,67.56,18850,27850,39910,73800,140530,2018
111759,SC,22500,"Florence, SC",25-0000,"Education, Training, and Library Occupations",major,4660,5,53.906,0.89,20.5,42650,4,8.52,10.95,19.67,27.48,33.98,17720,22780,40910,57160,70670,2018
111774,SC,22500,"Florence, SC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,330,6.3,3.766,0.28,23.64,49170,4.9,9.74,14.05,18.73,29.47,44.68,20260,29230,38960,61300,92930,2018
111776,SC,22500,"Florence, SC",29-0000,Healthcare Practitioners and Technical Occupations,major,7440,3.4,85.985,1.44,34.21,71160,3,12.29,18.07,27.1,36.6,60.78,25560,37590,56370,76130,126420,2018
111806,SC,22500,"Florence, SC",31-0000,Healthcare Support Occupations,major,4050,6.9,46.817,1.65,13.05,27140,3.4,9.07,10.22,11.44,13.33,18.55,18870,21260,23790,27720,38590,2018
111816,SC,22500,"Florence, SC",33-0000,Protective Service Occupations,major,1730,10,19.96,0.84,16.54,34400,5.5,8.92,10.78,14.8,19.31,26.09,18550,22430,30790,40160,54260,2018
111825,SC,22500,"Florence, SC",35-0000,Food Preparation and Serving Related Occupations,major,8320,4.1,96.216,1.04,9.94,20670,2.4,7.91,8.37,9.13,10.4,13.2,16460,17400,18980,21630,27460,2018
111840,SC,22500,"Florence, SC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2910,7.9,33.645,1.1,11.07,23030,2,8.03,8.66,9.76,12.16,15.38,16700,18020,20300,25290,31990,2018
111847,SC,22500,"Florence, SC",39-0000,Personal Care and Service Occupations,major,2130,9.2,24.615,0.65,10.37,21570,3,7.83,8.35,9.19,11.3,14.38,16280,17360,19120,23490,29900,2018
111859,SC,22500,"Florence, SC",41-0000,Sales and Related Occupations,major,9330,5.6,107.837,1.07,16.46,34240,4.5,8.13,9,11.24,18.36,30.26,16900,18720,23370,38190,62940,2018
111872,SC,22500,"Florence, SC",43-0000,Office and Administrative Support Occupations,major,12970,7.1,150.014,0.99,16.54,34410,1.4,9.22,11.56,14.77,19.12,26.1,19170,24050,30720,39760,54290,2018
111906,SC,22500,"Florence, SC",45-0000,"Farming, Fishing, and Forestry Occupations",major,230,6,2.671,0.81,14.61,30380,2.7,10.06,11.71,12.79,17.13,19.89,20930,24360,26600,35620,41360,2018
111909,SC,22500,"Florence, SC",47-0000,Construction and Extraction Occupations,major,2640,6.4,30.534,0.74,18.02,37470,2.2,10.18,13.12,16.9,21.9,27.39,21170,27280,35150,45550,56970,2018
111921,SC,22500,"Florence, SC",49-0000,"Installation, Maintenance, and Repair Occupations",major,4220,5.2,48.822,1.26,21.45,44620,2.7,11.13,14.55,19.38,25.89,35.34,23140,30270,40310,53850,73510,2018
111941,SC,22500,"Florence, SC",51-0000,Production Occupations,major,7160,5.5,82.748,1.31,18.03,37510,3.7,9.2,11.88,15.78,21.07,30.1,19130,24720,32820,43820,62620,2018
111967,SC,22500,"Florence, SC",53-0000,Transportation and Material Moving Occupations,major,7890,5.7,91.215,1.29,15.17,31550,3.3,8.5,9.72,13.14,19.2,24.78,17680,20220,27330,39940,51540,2018
111982,SC,24860,"Greenville-Anderson-Mauldin, SC",11-0000,Management Occupations,major,18610,2.7,45.038,0.86,50.39,104810,1.9,18.35,29.28,43.55,62.73,88.45,38160,60910,90590,130480,183980,2018
112010,SC,24860,"Greenville-Anderson-Mauldin, SC",13-0000,Business and Financial Operations Occupations,major,15380,2.9,37.209,0.7,30.99,64460,2.1,15.95,20.72,27.89,37.38,48.76,33180,43090,58020,77760,101410,2018
112038,SC,24860,"Greenville-Anderson-Mauldin, SC",15-0000,Computer and Mathematical Occupations,major,8170,5.3,19.766,0.65,34.45,71660,2.7,17.97,23.46,31.4,41.47,53.03,37380,48800,65320,86250,110310,2018
112052,SC,24860,"Greenville-Anderson-Mauldin, SC",17-0000,Architecture and Engineering Occupations,major,10920,4.7,26.421,1.5,40.47,84180,3.1,20.85,28.23,37.96,49.76,64.28,43360,58710,78950,103500,133690,2018
112077,SC,24860,"Greenville-Anderson-Mauldin, SC",19-0000,"Life, Physical, and Social Science Occupations",major,1400,6.2,3.383,0.42,29.25,60850,2.7,16.46,20.78,25.92,34.73,47,34240,43230,53920,72230,97750,2018
112086,SC,24860,"Greenville-Anderson-Mauldin, SC",21-0000,Community and Social Service Occupations,major,4200,4.4,10.151,0.68,20.8,43250,4.2,10.74,13.95,18.57,25.36,32.86,22340,29010,38620,52760,68350,2018
112098,SC,24860,"Greenville-Anderson-Mauldin, SC",23-0000,Legal Occupations,major,2200,12.8,5.326,0.68,37.92,78860,6.6,10.94,18.29,30.11,46.66,77.79,22750,38040,62630,97050,161800,2018
112103,SC,24860,"Greenville-Anderson-Mauldin, SC",25-0000,"Education, Training, and Library Occupations",major,22290,4.7,53.931,0.89,24.27,50480,9.5,9.6,14.68,22.01,29.93,40.54,19980,30540,45780,62260,84330,2018
112136,SC,24860,"Greenville-Anderson-Mauldin, SC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,4120,9.4,9.958,0.74,25.66,53360,5.6,10.06,14.77,21.23,31.68,41.79,20920,30720,44160,65880,86930,2018
112158,SC,24860,"Greenville-Anderson-Mauldin, SC",29-0000,Healthcare Practitioners and Technical Occupations,major,25970,2.7,62.847,1.05,34.05,70820,2.8,14.87,20.1,27.21,36.76,58.83,30940,41820,56590,76450,122370,2018
112204,SC,24860,"Greenville-Anderson-Mauldin, SC",31-0000,Healthcare Support Occupations,major,10650,4.2,25.778,0.91,14.15,29430,2.4,9.15,10.52,12.57,15.69,21.28,19040,21870,26140,32640,44250,2018
112218,SC,24860,"Greenville-Anderson-Mauldin, SC",33-0000,Protective Service Occupations,major,6900,4.9,16.695,0.7,17.23,35850,4.8,9.66,11.38,15.99,20.76,27.17,20100,23670,33260,43180,56510,2018
112234,SC,24860,"Greenville-Anderson-Mauldin, SC",35-0000,Food Preparation and Serving Related Occupations,major,38360,2.1,92.812,1,10.48,21810,1.8,7.9,8.41,9.25,11.26,14.97,16420,17490,19250,23420,31140,2018
112250,SC,24860,"Greenville-Anderson-Mauldin, SC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,12850,3.1,31.089,1.02,11.82,24600,2,8.25,9.25,11.11,13.76,16.41,17150,19240,23100,28620,34140,2018
112258,SC,24860,"Greenville-Anderson-Mauldin, SC",39-0000,Personal Care and Service Occupations,major,11350,5.2,27.453,0.73,11.26,23430,2.1,7.99,8.63,9.72,11.93,17.21,16620,17940,20230,24820,35800,2018
112275,SC,24860,"Greenville-Anderson-Mauldin, SC",41-0000,Sales and Related Occupations,major,42440,4,102.676,1.02,17.56,36530,2.4,8.35,9.51,12.7,20.28,31.88,17360,19790,26410,42190,66310,2018
112295,SC,24860,"Greenville-Anderson-Mauldin, SC",43-0000,Office and Administrative Support Occupations,major,57940,1.8,140.179,0.93,16.96,35280,0.8,10.02,12.5,15.77,19.66,25.64,20850,25990,32800,40900,53340,2018
112342,SC,24860,"Greenville-Anderson-Mauldin, SC",45-0000,"Farming, Fishing, and Forestry Occupations",major,230,31.1,0.564,0.17,14.44,30040,7.5,8.25,9.72,13.31,17.75,22.92,17160,20220,27680,36930,47670,2018
112344,SC,24860,"Greenville-Anderson-Mauldin, SC",47-0000,Construction and Extraction Occupations,major,14290,5,34.584,0.84,19.52,40600,1.8,11.22,13.93,17.86,23.4,30.64,23350,28980,37150,48660,63730,2018
112370,SC,24860,"Greenville-Anderson-Mauldin, SC",49-0000,"Installation, Maintenance, and Repair Occupations",major,18100,3.4,43.8,1.13,22.09,45940,1.4,12.29,16.06,21.22,27.32,33.24,25570,33400,44150,56830,69140,2018
112399,SC,24860,"Greenville-Anderson-Mauldin, SC",51-0000,Production Occupations,major,54930,2.3,132.917,2.11,17.91,37260,1.9,10.62,12.77,16.48,21.1,28.12,22100,26550,34270,43890,58490,2018
112460,SC,24860,"Greenville-Anderson-Mauldin, SC",53-0000,Transportation and Material Moving Occupations,major,32000,3.8,77.424,1.09,15.87,33000,1.7,9.28,11.29,14.96,18.24,23.71,19290,23480,31110,37940,49310,2018
112480,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",11-0000,Management Occupations,major,3170,4,41.965,0.8,47.72,99260,2.6,21.64,29.19,40.43,58.19,84.22,45000,60710,84090,121040,175170,2018
112497,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",13-0000,Business and Financial Operations Occupations,major,2090,6.1,27.642,0.52,29.99,62380,3.5,14.17,19.99,27.69,35.41,45.74,29470,41580,57600,73650,95150,2018
112510,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",15-0000,Computer and Mathematical Occupations,major,750,15.2,9.983,0.33,36.7,76330,6.1,19.14,26,34.11,43.95,57.82,39810,54070,70950,91420,120260,2018
112517,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",17-0000,Architecture and Engineering Occupations,major,580,7,7.748,0.44,31.38,65270,6,16.17,21.74,29.14,38.1,50.97,33630,45230,60620,79240,106020,2018
112523,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",19-0000,"Life, Physical, and Social Science Occupations",major,**,**,**,**,36.47,75860,3,21.27,29.2,35.28,42.77,51.22,44230,60730,73380,88950,106530,2018
112525,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",21-0000,Community and Social Service Occupations,major,680,4.9,9.052,0.6,22.92,47660,5.6,14.07,16.79,20.94,27.98,36.45,29260,34930,43550,58200,75820,2018
112531,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",23-0000,Legal Occupations,major,590,8.7,7.848,1.01,35.45,73740,13.6,16.26,18.67,26.66,35.99,56.6,33830,38840,55450,74850,117740,2018
112535,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",25-0000,"Education, Training, and Library Occupations",major,3900,2.1,51.593,0.85,27.11,56390,7.1,11.55,16.61,27.52,36.23,44.13,24030,34550,57250,75370,91790,2018
112552,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,750,8.2,9.938,0.74,24.99,51990,8.3,10.29,14.21,20.41,29.81,54.41,21400,29550,42450,62010,113180,2018
112559,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",29-0000,Healthcare Practitioners and Technical Occupations,major,3900,4.6,51.715,0.87,36.58,76080,4.1,15.01,20.76,28.84,38.27,61.24,31220,43170,59980,79600,127380,2018
112584,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",31-0000,Healthcare Support Occupations,major,2220,9.4,29.443,1.03,15.33,31880,2.8,10.42,12.19,14.46,17.61,21.88,21680,25350,30080,36630,45510,2018
112593,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",33-0000,Protective Service Occupations,major,2230,7.3,29.564,1.24,20.03,41650,4.1,11.05,13.92,18.44,24.43,30.99,22990,28960,38350,50810,64460,2018
112602,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",35-0000,Food Preparation and Serving Related Occupations,major,12080,3.7,159.997,1.73,11.08,23050,2.3,7.98,8.56,9.6,12.78,16.31,16590,17810,19970,26580,33930,2018
112618,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4770,5.2,63.2,2.07,14.48,30120,5.4,8.86,10.42,12.82,15.7,23.75,18420,21680,26660,32660,49410,2018
