,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
84840,36140,"Ocean City, NJ",4,NJ,23-0000,major,200,29.1,5.601,0.67,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
84841,36140,"Ocean City, NJ",4,NJ,25-0000,major,2300,17.6,66.017,1.09,25.92,53920,3.3,12.55,14.26,23.11,35.84,46.84,26110,29650,48080,74550,97430,2020
84853,36140,"Ocean City, NJ",4,NJ,27-0000,major,200,24.4,5.822,0.44,30.2,62820,12.2,14.28,17.41,24.05,38.71,59.04,29690,36200,50020,80520,122810,2020
84855,36140,"Ocean City, NJ",4,NJ,29-0000,major,2010,24,57.653,0.93,43.56,90610,6.7,18.46,27.18,36.35,45.06,81.35,38400,56530,75610,93720,169200,2020
84867,36140,"Ocean City, NJ",4,NJ,31-0000,major,1730,9.2,49.621,1.07,17.54,36490,3,12.13,13.82,16.59,20.07,24.83,25220,28750,34500,41750,51650,2020
84873,36140,"Ocean City, NJ",4,NJ,33-0000,major,830,10.4,23.683,0.98,30.63,63710,4.1,13.18,17.11,25.33,43.27,55.48,27410,35590,52680,90010,115390,2020
84880,36140,"Ocean City, NJ",4,NJ,35-0000,major,4910,10.1,140.753,1.74,14.3,29740,2.2,11.01,11.3,12.64,15.72,19.38,22890,23510,26290,32700,40300,2020
84895,36140,"Ocean City, NJ",4,NJ,37-0000,major,2330,6.7,67.002,2.28,15.96,33200,3.2,11.31,12.03,14.5,18.39,23.31,23530,25010,30160,38250,48480,2020
84900,36140,"Ocean City, NJ",4,NJ,39-0000,major,990,8.8,28.538,1.47,17.7,36810,4.5,11.01,11.76,14.35,23.29,30.15,22900,24450,29860,48440,62710,2020
84909,36140,"Ocean City, NJ",4,NJ,41-0000,major,4480,8.2,128.586,1.36,18.21,37870,3.2,11.09,11.93,14.19,19.71,30.92,23070,24820,29510,41000,64320,2020
84919,36140,"Ocean City, NJ",4,NJ,43-0000,major,4700,5.3,134.83,1.01,19.47,40510,1.6,12.02,14.09,18.1,23.68,29.76,25000,29300,37650,49250,61910,2020
84943,36140,"Ocean City, NJ",4,NJ,47-0000,major,1620,9,46.435,1.09,25.04,52080,3.4,13.53,16.94,23.23,30.33,38.96,28130,35240,48330,63080,81040,2020
84954,36140,"Ocean City, NJ",4,NJ,49-0000,major,1580,5.3,45.46,1.15,24.56,51090,3.5,13.27,16.73,22.79,30.34,38.99,27590,34790,47410,63100,81100,2020
84964,36140,"Ocean City, NJ",4,NJ,51-0000,major,860,14.7,24.753,0.4,20.82,43310,4.4,11.01,13.76,18.85,25.4,32.43,22900,28620,39200,52830,67450,2020
84973,36140,"Ocean City, NJ",4,NJ,53-0000,major,2490,5.5,71.515,0.82,16.85,35050,2.7,11.37,12.24,14.76,19.08,24.92,23640,25450,30690,39700,51820,2020
84988,36220,"Odessa, TX",4,TX,11-0000,major,3730,4.3,50.596,0.89,54.24,112820,2.4,21.17,32.72,47.8,67.72,96.71,44030,68070,99430,140850,201150,2020
85008,36220,"Odessa, TX",4,TX,13-0000,major,2090,9.6,28.416,0.47,35.87,74610,3.4,19.14,23.74,31.2,41.62,61.34,39810,49370,64900,86580,127590,2020
85022,36220,"Odessa, TX",4,TX,15-0000,major,600,18.1,8.18,0.25,35.08,72960,4.1,16.93,23.61,32.41,44.89,57.92,35210,49120,67420,93360,120470,2020
85028,36220,"Odessa, TX",4,TX,17-0000,major,1120,12.3,15.211,0.84,44,91520,4.9,21.06,28.31,38.71,54.61,69.47,43810,58880,80510,113600,144490,2020
85037,36220,"Odessa, TX",4,TX,19-0000,major,690,12.3,9.364,1.01,32.34,67260,8,15.2,18.68,26.8,38.22,52.99,31620,38860,55740,79490,110220,2020
85044,36220,"Odessa, TX",4,TX,21-0000,major,640,3.7,8.632,0.54,22.68,47170,2.1,12.18,17.18,22.23,28.23,34.45,25330,35740,46250,58710,71650,2020
85048,36220,"Odessa, TX",4,TX,23-0000,major,280,31.1,3.812,0.46,37.19,77350,21.3,14.45,17.01,28.14,46.93,63.06,30060,35390,58530,97600,131170,2020
85051,36220,"Odessa, TX",4,TX,25-0000,major,3500,0.7,47.444,0.78,24.37,50700,3,9.76,19.26,24.12,28.64,32.59,20310,40050,50160,59580,67790,2020
85061,36220,"Odessa, TX",4,TX,27-0000,major,470,9.5,6.322,0.47,23.05,47940,4.1,10.94,14.86,21.33,28.08,34.73,22740,30920,44380,58400,72250,2020
85065,36220,"Odessa, TX",4,TX,29-0000,major,2880,5,39.012,0.63,38.04,79120,5.7,16.91,22.93,31.19,40.1,62.37,35170,47700,64870,83400,129730,2020
85083,36220,"Odessa, TX",4,TX,31-0000,major,1920,22.9,26.062,0.56,13.71,28510,6.2,8.45,9.7,12.06,16.26,20.48,17570,20180,25090,33830,42600,2020
85089,36220,"Odessa, TX",4,TX,33-0000,major,830,4.1,11.264,0.47,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
85093,36220,"Odessa, TX",4,TX,35-0000,major,7640,3.3,103.682,1.28,11.78,24500,1.6,8.27,9.25,11.08,13.47,15.99,17210,19240,23040,28010,33250,2020
85106,36220,"Odessa, TX",4,TX,37-0000,major,1630,5.6,22.111,0.75,14.51,30190,5.7,9.3,10.63,12.54,17.15,23.27,19350,22100,26080,35660,48410,2020
85111,36220,"Odessa, TX",4,TX,39-0000,major,1090,7.7,14.824,0.76,13.29,27650,4.1,8.52,9.76,11.84,15.02,19.51,17720,20300,24640,31240,40590,2020
85120,36220,"Odessa, TX",4,TX,41-0000,major,7620,5.9,103.373,1.1,23.49,48850,5,10.26,12.63,16.19,25.87,43.97,21350,26270,33670,53810,91460,2020
85134,36220,"Odessa, TX",4,TX,43-0000,major,8390,3.6,113.813,0.85,19.18,39880,1.5,10.44,13.75,17.79,23.33,29.79,21700,28600,37010,48530,61960,2020
85162,36220,"Odessa, TX",4,TX,47-0000,major,10190,4.7,138.174,3.24,24.02,49950,2,15.87,17.92,21.82,27.38,35.55,33010,37280,45390,56940,73950,2020
85185,36220,"Odessa, TX",4,TX,49-0000,major,4490,6.6,60.888,1.54,24.81,51600,2,14.43,18.01,23.17,29.89,38.71,30010,37460,48190,62180,80510,2020
85204,36220,"Odessa, TX",4,TX,51-0000,major,5050,6,68.489,1.12,26.22,54540,5.8,13.3,17.08,23.18,30.82,48.16,27660,35530,48210,64100,100160,2020
85228,36220,"Odessa, TX",4,TX,53-0000,major,8860,6.5,120.237,1.38,22.27,46330,1.9,13.21,16.72,20.63,26.91,32.32,27480,34770,42920,55980,67230,2020
85243,36260,"Ogden-Clearfield, UT",4,UT,11-0000,major,15810,2.5,60.759,1.06,42.69,88800,2,16.71,24.21,36.71,55.72,75.93,34770,50360,76350,115900,157940,2020
85269,36260,"Ogden-Clearfield, UT",4,UT,13-0000,major,17900,2.1,68.801,1.14,32.47,67540,4.5,16.64,21.13,29.93,40.58,50.25,34620,43960,62260,84400,104510,2020
85293,36260,"Ogden-Clearfield, UT",4,UT,15-0000,major,7550,5.3,29,0.88,39.07,81270,2,18.95,27.74,38.57,49.08,59.86,39420,57690,80220,102080,124500,2020
85308,36260,"Ogden-Clearfield, UT",4,UT,17-0000,major,7860,3,30.218,1.67,39.27,81690,2.3,21.25,28.52,37.9,49.33,57.5,44210,59310,78820,102610,119600,2020
85333,36260,"Ogden-Clearfield, UT",4,UT,19-0000,major,1350,5.6,5.195,0.56,33.69,70080,3.3,16.06,22.51,30.99,43.65,55.58,33400,46820,64450,90780,115600,2020
85345,36260,"Ogden-Clearfield, UT",4,UT,21-0000,major,3040,5,11.696,0.73,23.48,48830,3.5,12.71,15.39,20.6,28.11,37.17,26440,32000,42840,58460,77320,2020
85357,36260,"Ogden-Clearfield, UT",4,UT,23-0000,major,820,15.9,3.161,0.38,32.64,67890,3.4,16.76,20.35,28.38,40.07,55.39,34860,42330,59030,83350,115220,2020
85364,36260,"Ogden-Clearfield, UT",4,UT,25-0000,major,17220,2.1,66.167,1.09,21.32,44350,7.1,8.84,11.17,17.07,28.87,39.1,18380,23220,35510,60050,81320,2020
85386,36260,"Ogden-Clearfield, UT",4,UT,27-0000,major,2700,5.8,10.382,0.78,21.55,44820,4.9,8.42,10.87,17.6,28.54,38.93,17520,22620,36600,59360,80980,2020
85405,36260,"Ogden-Clearfield, UT",4,UT,29-0000,major,11620,4.2,44.64,0.72,38.58,80250,4,16.26,22.35,30.38,40.19,68.13,33820,46500,63190,83600,141700,2020
85443,36260,"Ogden-Clearfield, UT",4,UT,31-0000,major,9370,4,36.022,0.78,15.04,31280,1.7,10.56,12.44,14.48,17.22,19.66,21960,25870,30120,35810,40900,2020
85458,36260,"Ogden-Clearfield, UT",4,UT,33-0000,major,3380,2.5,12.978,0.54,21.54,44800,2.4,9.54,13.61,20.43,27.63,34.82,19850,28310,42500,57470,72430,2020
85471,36260,"Ogden-Clearfield, UT",4,UT,35-0000,major,18700,3.4,71.86,0.89,11.26,23420,1.6,8.13,8.78,10,12.47,16.01,16910,18270,20810,25940,33300,2020
85487,36260,"Ogden-Clearfield, UT",4,UT,37-0000,major,7600,4.2,29.22,0.99,14.37,29890,3.1,8.99,10.41,12.97,16.47,22.42,18710,21660,26980,34260,46620,2020
85494,36260,"Ogden-Clearfield, UT",4,UT,39-0000,major,5070,10.7,19.493,1.01,12.89,26820,3.7,8.13,8.83,10.35,15.5,22.22,16910,18370,21530,32250,46220,2020
85508,36260,"Ogden-Clearfield, UT",4,UT,41-0000,major,23080,4,88.702,0.94,17.26,35910,2.2,8.96,10.53,13.28,18.55,31.37,18630,21890,27620,38580,65260,2020
85526,36260,"Ogden-Clearfield, UT",4,UT,43-0000,major,33980,1.7,130.562,0.98,18.22,37890,1.3,11.1,13.74,16.82,20.8,27.13,23090,28570,34980,43260,56430,2020
85567,36260,"Ogden-Clearfield, UT",4,UT,45-0000,major,50,28.2,0.204,0.06,18.72,38930,9.2,9.79,12.62,16.22,24.25,33.78,20350,26250,33730,50450,70260,2020
85568,36260,"Ogden-Clearfield, UT",4,UT,47-0000,major,17730,4,68.118,1.6,22.71,47240,1.4,14.26,17.33,21.82,27.29,32.33,29670,36050,45390,56770,67240,2020
85601,36260,"Ogden-Clearfield, UT",4,UT,49-0000,major,11350,3.6,43.6,1.11,24.37,50690,3.3,12.92,17.46,24.68,29.78,35.26,26860,36310,51340,61950,73340,2020
85633,36260,"Ogden-Clearfield, UT",4,UT,51-0000,major,22340,3.3,85.855,1.4,19.85,41290,1.9,12.51,14.41,17.76,23.52,30.64,26020,29970,36940,48920,63730,2020
85678,36260,"Ogden-Clearfield, UT",4,UT,53-0000,major,21690,5.2,83.367,0.95,17.82,37070,1.6,10.55,13.32,16.73,21.44,26.61,21930,27700,34790,44600,55350,2020
85697,36420,"Oklahoma City, OK",4,OK,11-0000,major,32170,2.4,52.65,0.92,52.74,109690,1.4,23.07,31.47,44.95,64.81,92.64,47980,65460,93490,134810,192700,2020
85730,36420,"Oklahoma City, OK",4,OK,13-0000,major,36970,3.1,60.513,1,33.6,69880,2.1,17.92,23.16,30.78,40.68,50.96,37270,48170,64020,84610,106000,2020
85758,36420,"Oklahoma City, OK",4,OK,15-0000,major,15770,3.9,25.815,0.78,36.85,76640,1.6,20.31,26,34.73,46.1,57.59,42250,54080,72240,95890,119780,2020
85773,36420,"Oklahoma City, OK",4,OK,17-0000,major,12520,2.8,20.494,1.13,42.96,89360,2.4,20.94,29.31,38.97,53.38,69.11,43560,60970,81070,111030,143750,2020
85803,36420,"Oklahoma City, OK",4,OK,19-0000,major,4550,6.9,7.451,0.8,38.54,80160,4.5,16.71,21.95,31.65,47.62,65.13,34760,45660,65830,99040,135470,2020
85827,36420,"Oklahoma City, OK",4,OK,21-0000,major,9280,3.5,15.19,0.95,23.17,48190,4.2,14.45,17.17,20.84,26.41,36.46,30060,35710,43340,54930,75830,2020
85843,36420,"Oklahoma City, OK",4,OK,23-0000,major,7060,6.6,11.556,1.39,47.17,98110,9.2,17.13,24.71,36.37,60.55,94.86,35630,51390,75650,125950,197300,2020
85851,36420,"Oklahoma City, OK",4,OK,25-0000,major,33660,3.3,55.084,0.91,22.86,47550,3.5,9.75,15.66,21.35,28.38,36.9,20280,32560,44420,59030,76750,2020
85898,36420,"Oklahoma City, OK",4,OK,27-0000,major,7820,11.6,12.804,0.96,22.2,46170,2.8,8.89,13.16,19.21,28.09,37.98,18490,27370,39960,58430,78990,2020
85928,36420,"Oklahoma City, OK",4,OK,29-0000,major,43200,9.6,70.705,1.15,36.28,75470,2.8,16.08,21.6,30.02,39.7,60.58,33450,44930,62440,82570,126000,2020
85973,36420,"Oklahoma City, OK",4,OK,31-0000,major,22630,7.1,37.031,0.8,14.35,29860,1.6,9.16,11.14,13.65,16.3,20.03,19050,23180,28400,33900,41670,2020
85990,36420,"Oklahoma City, OK",4,OK,33-0000,major,13440,4.1,22.001,0.91,24.39,50730,6.4,11.39,15.15,20.99,31.49,43,23690,31520,43670,65510,89430,2020
86008,36420,"Oklahoma City, OK",4,OK,35-0000,major,61180,1.8,100.128,1.24,11.64,24200,1.6,8.17,8.9,10.34,12.67,16.74,16990,18520,21500,26350,34820,2020
86024,36420,"Oklahoma City, OK",4,OK,37-0000,major,16100,3.8,26.35,0.9,13.49,28050,2,9.07,10.44,12.48,15.1,18.95,18870,21710,25950,31410,39430,2020
86034,36420,"Oklahoma City, OK",4,OK,39-0000,major,10070,6.3,16.48,0.85,13.44,27960,2.3,8.39,9.45,11.69,15.33,21.62,17450,19650,24320,31880,44970,2020
86055,36420,"Oklahoma City, OK",4,OK,41-0000,major,58050,3.2,95.01,1.01,20.16,41940,2.8,8.89,10.44,13.94,22.71,38.61,18490,21720,28990,47230,80320,2020
86076,36420,"Oklahoma City, OK",4,OK,43-0000,major,86080,1.9,140.888,1.06,18.36,38180,0.7,10.76,13.46,16.99,21.97,28.49,22380,27990,35340,45700,59260,2020
86127,36420,"Oklahoma City, OK",4,OK,45-0000,major,680,14.8,1.105,0.32,18.15,37760,5.1,9.21,12.02,17.32,22.2,26.52,19160,24990,36030,46170,55160,2020
86132,36420,"Oklahoma City, OK",4,OK,47-0000,major,33130,3.4,54.22,1.27,23.5,48880,1.8,13.75,16.86,21.37,28.34,36.11,28600,35060,44450,58940,75110,2020
86172,36420,"Oklahoma City, OK",4,OK,49-0000,major,26720,4.1,43.729,1.11,23.6,49100,1.5,13.16,16.88,22.87,29.37,35.44,27380,35100,47580,61100,73710,2020
86207,36420,"Oklahoma City, OK",4,OK,51-0000,major,28010,4.3,45.846,0.75,19.68,40920,1.6,10.81,13.72,17.77,23.91,30.68,22480,28550,36960,49730,63820,2020
86276,36420,"Oklahoma City, OK",4,OK,53-0000,major,51910,2.4,84.95,0.97,18.53,38540,1.8,9.92,12.52,17.04,21.58,30.47,20640,26040,35450,44880,63370,2020
86305,36500,"Olympia-Tumwater, WA",4,WA,11-0000,major,7630,1.8,70.023,1.23,52.86,109960,2.7,34.17,41.18,49.57,60.44,74.98,71080,85660,103110,125720,155960,2020
86330,36500,"Olympia-Tumwater, WA",4,WA,13-0000,major,9450,1.6,86.655,1.44,34.24,71220,2.9,21.54,26.26,32.58,38.95,48.77,44800,54630,67770,81020,101450,2020
86351,36500,"Olympia-Tumwater, WA",4,WA,15-0000,major,5400,2.4,49.578,1.5,44.48,92510,2.9,28.62,36.04,43.71,50.28,58.51,59520,74960,90910,104580,121690,2020
86365,36500,"Olympia-Tumwater, WA",4,WA,17-0000,major,1600,2.7,14.678,0.81,39.95,83090,2.2,25.34,32.66,39.8,47.3,52.23,52710,67940,82780,98390,108630,2020
86375,36500,"Olympia-Tumwater, WA",4,WA,19-0000,major,2440,3.2,22.375,2.4,36.42,75750,2.3,24.24,29.74,36.97,42.71,48.02,50420,61860,76900,88840,99880,2020
86387,36500,"Olympia-Tumwater, WA",4,WA,21-0000,major,2880,4.3,26.387,1.65,27.7,57620,4,16.33,19.93,27.48,34.3,38.82,33970,41450,57160,71350,80750,2020
86399,36500,"Olympia-Tumwater, WA",4,WA,23-0000,major,1190,4.4,10.929,1.32,41.44,86190,2.6,22.56,26.18,38.35,51.71,64.49,46930,54450,79770,107570,134140,2020
86403,36500,"Olympia-Tumwater, WA",4,WA,25-0000,major,6560,8.8,60.169,0.99,29.11,60540,3,15.11,19.06,26.91,37.06,46.65,31430,39650,55980,77090,97040,2020
86426,36500,"Olympia-Tumwater, WA",4,WA,27-0000,major,1980,6.3,18.198,1.36,29.15,60630,4.9,14.19,17.21,28.13,36.84,43.85,29520,35790,58520,76620,91200,2020
86435,36500,"Olympia-Tumwater, WA",4,WA,29-0000,major,5730,3.8,52.57,0.85,45.54,94720,5.9,21.97,30.24,41.39,52.7,67.15,45700,62890,86100,109620,139670,2020
86463,36500,"Olympia-Tumwater, WA",4,WA,31-0000,major,4850,6.6,44.475,0.96,18.16,37780,2.3,13.89,14.59,15.9,20.7,25.75,28900,30360,33070,43050,53570,2020
86474,36500,"Olympia-Tumwater, WA",4,WA,33-0000,major,2280,3.6,20.923,0.87,31.03,64550,4.6,15,19.47,30.38,39.95,48.42,31210,40510,63180,83090,100710,2020
86487,36500,"Olympia-Tumwater, WA",4,WA,35-0000,major,8690,7.4,79.74,0.98,16.37,34040,1.3,13.52,13.99,14.97,17.12,21.71,28120,29100,31150,35610,45160,2020
86500,36500,"Olympia-Tumwater, WA",4,WA,37-0000,major,3030,8.8,27.769,0.94,17.62,36650,2,13.72,14.47,15.81,19.72,23.78,28530,30100,32880,41020,49460,2020
86507,36500,"Olympia-Tumwater, WA",4,WA,39-0000,major,2670,8.7,24.534,1.27,18.89,39290,5.1,13.51,13.52,15.43,20.2,28.21,28110,28120,32100,42010,58670,2020
86518,36500,"Olympia-Tumwater, WA",4,WA,41-0000,major,10200,3.9,93.587,0.99,22.25,46290,3.7,13.52,14.29,16.05,23.8,36.67,28120,29730,33390,49500,76280,2020
86532,36500,"Olympia-Tumwater, WA",4,WA,43-0000,major,14350,3,131.672,0.99,21.88,45520,1.9,14.61,16.94,20.59,25.08,31.03,30390,35240,42820,52160,64530,2020
86564,36500,"Olympia-Tumwater, WA",4,WA,45-0000,major,460,8.3,4.182,1.21,19.77,41130,5.1,13.82,14.75,17.4,24.16,29.75,28750,30680,36190,50260,61880,2020
86569,36500,"Olympia-Tumwater, WA",4,WA,47-0000,major,4270,5.2,39.212,0.92,30.75,63950,3.3,16.53,20.97,28.39,38.69,50.22,34380,43610,59050,80480,104460,2020
86588,36500,"Olympia-Tumwater, WA",4,WA,49-0000,major,3610,6.5,33.162,0.84,28,58240,2.5,15.95,19.8,27.2,34.07,40.78,33170,41180,56580,70870,84830,2020
86607,36500,"Olympia-Tumwater, WA",4,WA,51-0000,major,2540,5.5,23.274,0.38,21.38,44480,1.7,14.24,15.51,18.92,25.14,31.99,29620,32270,39350,52290,66540,2020
86628,36500,"Olympia-Tumwater, WA",4,WA,53-0000,major,7180,6.9,65.911,0.75,20.26,42130,1.7,13.85,15.09,18.98,24.01,28.96,28800,31380,39480,49950,60230,2020
86644,36540,"Omaha-Council Bluffs, NE-IA",4,NE,11-0000,major,27810,2.2,58.748,1.03,52.98,110190,1.1,24.51,33.7,47.03,64.13,87.95,50980,70100,97810,133380,182930,2020
86676,36540,"Omaha-Council Bluffs, NE-IA",4,NE,13-0000,major,28750,2.5,60.742,1.01,34.58,71920,1.7,18.96,23.99,30.89,40.45,51.72,39430,49890,64260,84140,107570,2020
86703,36540,"Omaha-Council Bluffs, NE-IA",4,NE,15-0000,major,20290,3.7,42.873,1.3,40.65,84550,1.1,22.22,29.6,40.06,50.61,61.25,46220,61570,83320,105260,127400,2020
86719,36540,"Omaha-Council Bluffs, NE-IA",4,NE,17-0000,major,5700,4.8,12.05,0.67,37.22,77420,1.7,19.87,26.1,35.14,46.75,58.09,41340,54290,73100,97230,120830,2020
86744,36540,"Omaha-Council Bluffs, NE-IA",4,NE,19-0000,major,3670,7.4,7.763,0.83,34.77,72310,3.8,17.53,22.84,31.81,42.31,54.27,36470,47500,66160,88010,112890,2020
86769,36540,"Omaha-Council Bluffs, NE-IA",4,NE,21-0000,major,6330,7.2,13.373,0.83,23.56,49010,2.6,13.77,16.95,21.77,29.04,36.84,28650,35250,45270,60400,76630,2020
86784,36540,"Omaha-Council Bluffs, NE-IA",4,NE,23-0000,major,3030,7.8,6.391,0.77,43.55,90580,4.3,20.17,26.1,35.35,54.78,77.24,41960,54280,73540,113950,160650,2020
86789,36540,"Omaha-Council Bluffs, NE-IA",4,NE,25-0000,major,29500,3.4,62.332,1.03,27.7,57610,3.6,12.87,16.91,25.61,34.71,44.65,26770,35170,53270,72190,92880,2020
86838,36540,"Omaha-Council Bluffs, NE-IA",4,NE,27-0000,major,5430,6.8,11.482,0.86,24.64,51250,2.4,10.58,16.12,22.33,30.74,40.75,22020,33540,46440,63930,84750,2020
86864,36540,"Omaha-Council Bluffs, NE-IA",4,NE,29-0000,major,33770,5.4,71.349,1.16,39.65,82470,3.6,18.16,25.22,32.06,41.41,63.05,37770,52450,66680,86130,131130,2020
86911,36540,"Omaha-Council Bluffs, NE-IA",4,NE,31-0000,major,17140,4.8,36.202,0.78,15.45,32130,1.5,10.53,12.6,14.64,17.78,21.39,21910,26210,30450,36980,44480,2020
86927,36540,"Omaha-Council Bluffs, NE-IA",4,NE,33-0000,major,7690,3.9,16.236,0.67,25.2,52410,4.3,12.41,16.39,23.48,32.65,40.06,25810,34080,48830,67910,83320,2020
86939,36540,"Omaha-Council Bluffs, NE-IA",4,NE,35-0000,major,38580,1.6,81.499,1.01,12.52,26050,1.1,9.49,10.01,11.72,14.14,16.92,19750,20810,24370,29410,35200,2020
86955,36540,"Omaha-Council Bluffs, NE-IA",4,NE,37-0000,major,13070,3.6,27.605,0.94,15.48,32200,1.9,10.52,12.05,14.62,18.13,21.91,21870,25070,30420,37700,45570,2020
86962,36540,"Omaha-Council Bluffs, NE-IA",4,NE,39-0000,major,11250,5.9,23.773,1.23,14.99,31170,3.5,9.83,10.36,12.34,16.32,23.32,20440,21540,25680,33940,48500,2020
86981,36540,"Omaha-Council Bluffs, NE-IA",4,NE,41-0000,major,47430,2.5,100.21,1.06,21.62,44970,2.7,10.29,11.9,15.34,25.29,39.28,21410,24750,31910,52590,81700,2020
87000,36540,"Omaha-Council Bluffs, NE-IA",4,NE,43-0000,major,65190,2,137.728,1.03,19.55,40650,0.9,12.43,15.22,18.42,23.13,29.11,25860,31650,38320,48100,60550,2020
87051,36540,"Omaha-Council Bluffs, NE-IA",4,NE,45-0000,major,590,13.7,1.236,0.36,18.57,38630,7.9,12.95,14.31,16.84,19.79,29.83,26940,29770,35030,41170,62060,2020
87058,36540,"Omaha-Council Bluffs, NE-IA",4,NE,47-0000,major,24550,3.3,51.865,1.21,24.38,50720,1.8,14.15,17.23,22.54,30.64,38.5,29430,35850,46880,63740,80090,2020
87089,36540,"Omaha-Council Bluffs, NE-IA",4,NE,49-0000,major,18230,3.6,38.506,0.98,24.22,50380,1.3,14.09,17.95,23.37,29.48,36.24,29300,37330,48620,61320,75380,2020
87125,36540,"Omaha-Council Bluffs, NE-IA",4,NE,51-0000,major,24660,3.3,52.096,0.85,18.71,38920,1.5,11.87,13.95,17.17,21.78,28.31,24690,29020,35700,45290,58890,2020
87182,36540,"Omaha-Council Bluffs, NE-IA",4,NE,53-0000,major,40680,3.3,85.941,0.98,18.28,38030,3.2,11.12,13.37,17.11,22.3,25.89,23130,27800,35590,46380,53850,2020
87205,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,11-0000,major,64660,3.3,54.189,0.95,52.49,109170,1.4,21.3,29.81,44.24,65.43,95.39,44310,62010,92010,136090,198400,2020
87237,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,13-0000,major,75980,2.6,63.676,1.06,34.31,71370,1.3,15.77,21.5,30.2,42.29,56.65,32790,44720,62820,87960,117830,2020
87265,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,15-0000,major,36840,5.9,30.875,0.94,40.24,83690,1.9,18.29,26.03,38.4,52.09,64.66,38040,54140,79860,108340,134490,2020
87282,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,17-0000,major,18730,6.8,15.694,0.87,39.99,83180,2.5,19.41,27,37.52,50.8,64.84,40370,56160,78030,105670,134870,2020
87311,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,19-0000,major,5770,15,4.839,0.52,32.3,67190,3.6,16.09,19.7,27.72,37.72,56.41,33460,40970,57660,78450,117330,2020
87334,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,21-0000,major,12100,5.6,10.139,0.63,21.83,45400,1.7,13.42,16.51,19.93,25.74,32.19,27910,34350,41450,53550,66950,2020
87352,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,23-0000,major,11010,5.6,9.225,1.11,41.75,86840,4,17.43,22.34,30.34,51.83,83.31,36260,46460,63110,107810,173290,2020
87359,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,25-0000,major,58100,15.2,48.687,0.8,24.72,51430,3.7,10.84,15.38,22.85,31.8,39.51,22540,31990,47530,66140,82180,2020
87407,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,27-0000,major,17550,9.3,14.704,1.1,27.23,56630,3.2,12.03,15.83,22.78,32.5,47.31,25010,32930,47390,67590,98400,2020
87440,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,29-0000,major,65800,2.7,55.147,0.89,35.66,74160,2.5,15.23,20.91,29.92,39.08,59.82,31680,43490,62230,81280,124420,2020
87488,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,31-0000,major,32580,3.7,27.3,0.59,15.16,31520,1.7,10.34,11.65,13.98,17.09,20.39,21500,24230,29080,35540,42410,2020
87505,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,33-0000,major,29760,7.3,24.937,1.04,19.55,40670,3.3,10.43,12.16,16.42,24.57,32.9,21700,25280,34160,51110,68430,2020
87523,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,35-0000,major,133230,3.9,111.655,1.38,12.63,26260,1.6,9.07,9.46,10.8,13.77,17.85,18870,19680,22460,28630,37120,2020
87540,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,37-0000,major,50070,2.8,41.959,1.43,13.72,28540,1.3,9.63,10.75,12.48,15.31,19.14,20020,22370,25960,31840,39820,2020
87550,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,39-0000,major,33030,17.9,27.68,1.43,14.18,29500,1.5,9.39,10.32,11.98,15.22,22.85,19540,21460,24910,31660,47520,2020
87571,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,41-0000,major,134210,2.7,112.478,1.19,19.22,39980,1.9,9.64,10.93,13.95,21.8,35.29,20060,22730,29010,45330,73400,2020
87592,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,43-0000,major,167690,1.9,140.531,1.05,18.68,38860,0.7,11.42,13.75,17.13,21.82,28.85,23750,28610,35630,45380,60010,2020
87643,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,45-0000,major,1020,18.3,0.855,0.25,14.09,29310,6.2,9.44,10.19,11.85,17.6,21.99,19630,21200,24650,36610,45740,2020
87647,36740,"Orlando-Kissimmee-Sanford, FL",4,FL,47-0000,major,58230,3.1,48.798,1.14,20.94,43560,1.2,12.91,15.58,19.07,24.45,31.35,26840,32400,39670,50860,65210,2020
