,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
12018,13740,"Billings, MT",4,MT,37-0000,major,2860,11.9,34.034,1.16,14.85,30900,2.3,10.21,11.74,14,16.98,20.5,21240,24410,29120,35310,42640,2020
12025,13740,"Billings, MT",4,MT,39-0000,major,2110,10.3,25.09,1.29,13.75,28590,2.7,9.29,10.31,12.04,15.29,19.93,19320,21440,25040,31800,41440,2020
12035,13740,"Billings, MT",4,MT,41-0000,major,10240,5.6,121.713,1.29,20.44,42500,3.5,10.02,11.57,15.15,24.28,35.53,20840,24060,31520,50500,73890,2020
12050,13740,"Billings, MT",4,MT,43-0000,major,11420,2.9,135.716,1.02,18.6,38690,1.3,11.59,14.19,17.61,21.9,27.72,24100,29520,36630,45560,57650,2020
12087,13740,"Billings, MT",4,MT,45-0000,major,280,26.9,3.302,0.96,16.15,33600,4.6,9.29,11.37,14.44,18.34,27.17,19330,23660,30030,38140,56500,2020
12089,13740,"Billings, MT",4,MT,47-0000,major,4690,4.4,55.78,1.31,24.65,51260,2.2,14.98,18.09,23.28,29.82,37.42,31160,37630,48410,62030,77830,2020
12109,13740,"Billings, MT",4,MT,49-0000,major,4000,6.5,47.485,1.2,23.66,49210,2.1,13.37,16.97,22.35,29.02,36.18,27810,35290,46480,60360,75260,2020
12130,13740,"Billings, MT",4,MT,51-0000,major,3830,10,45.483,0.74,24.17,50280,6.7,11.56,14.5,19.34,28.74,46.73,24050,30150,40220,59790,97200,2020
12158,13740,"Billings, MT",4,MT,53-0000,major,6730,6.1,79.939,0.91,19.52,40600,2.5,10.86,13.21,17.49,23.77,32.01,22600,27470,36370,49430,66570,2020
12176,13780,"Binghamton, NY",4,NY,11-0000,major,3330,5,36.049,0.63,58.36,121380,2.8,27.36,37.04,49.32,72.6,#,56900,77050,102590,151000,#,2020
12196,13780,"Binghamton, NY",4,NY,13-0000,major,3640,3.8,39.455,0.65,34.53,71830,2.7,18.22,24.24,32.14,41.5,53.68,37890,50420,66860,86320,111660,2020
12218,13780,"Binghamton, NY",4,NY,15-0000,major,2470,5.6,26.78,0.81,42.46,88320,6.4,19.75,27.07,40.08,53.54,71.11,41090,56300,83370,111370,147910,2020
12228,13780,"Binghamton, NY",4,NY,17-0000,major,2190,4,23.739,1.31,39.17,81470,3.9,20.75,26.56,35.97,48.63,64.71,43150,55240,74820,101160,134590,2020
12245,13780,"Binghamton, NY",4,NY,19-0000,major,640,7.1,6.968,0.75,36.62,76160,5.1,14.82,20.46,29.97,43.59,59.82,30830,42560,62330,90660,124430,2020
12250,13780,"Binghamton, NY",4,NY,21-0000,major,2590,12.3,28.035,1.75,23.59,49070,2.9,13.19,16,22.13,29.39,37.02,27440,33280,46040,61140,77000,2020
12264,13780,"Binghamton, NY",4,NY,23-0000,major,600,13.2,6.478,0.78,39.39,81930,5.3,18.07,22.01,31.71,48.6,77.31,37580,45780,65970,101090,160810,2020
12268,13780,"Binghamton, NY",4,NY,25-0000,major,8010,3.2,86.745,1.43,31.69,65910,6.4,12.01,16.21,28.33,40.35,57.41,24980,33720,58930,83920,119420,2020
12295,13780,"Binghamton, NY",4,NY,27-0000,major,1020,8.6,11.015,0.82,23.04,47930,4.8,11.99,13.08,18.83,28.64,38.92,24930,27210,39160,59570,80960,2020
12304,13780,"Binghamton, NY",4,NY,29-0000,major,6850,3.1,74.179,1.2,38.73,80550,3.7,17.65,24.19,31.45,42.45,65.51,36720,50310,65410,88290,136270,2020
12327,13780,"Binghamton, NY",4,NY,31-0000,major,5100,3,55.269,1.19,16.03,33330,3,12.17,12.86,14.6,18.05,23.03,25310,26750,30370,37540,47900,2020
12339,13780,"Binghamton, NY",4,NY,33-0000,major,1900,18.3,20.626,0.86,28.95,60210,6.1,12.76,15.47,27.54,38.12,48.63,26550,32170,57290,79280,101150,2020
12352,13780,"Binghamton, NY",4,NY,35-0000,major,7700,4.6,83.439,1.03,14.65,30480,2.3,11.92,12.09,12.65,15.01,20.2,24790,25150,26310,31220,42020,2020
12367,13780,"Binghamton, NY",4,NY,37-0000,major,2920,5.4,31.672,1.08,14.64,30440,1.6,11.96,12.19,13.22,15.82,19.22,24870,25360,27510,32910,39980,2020
12374,13780,"Binghamton, NY",4,NY,39-0000,major,1920,4.9,20.838,1.07,15.73,32720,3.4,11.94,12.14,13.56,17.46,23.24,24830,25240,28200,36320,48350,2020
12385,13780,"Binghamton, NY",4,NY,41-0000,major,7890,4.4,85.499,0.91,18.62,38720,3.2,11.99,12.27,13.85,18.96,31.41,24930,25520,28810,39430,65330,2020
12397,13780,"Binghamton, NY",4,NY,43-0000,major,12970,4.2,140.491,1.05,19.35,40250,1.5,12.22,13.98,17.63,23.01,29.95,25420,29080,36660,47870,62310,2020
12435,13780,"Binghamton, NY",4,NY,47-0000,major,3620,4.1,39.181,0.92,28.01,58260,3.1,15.52,18.55,24.71,34.36,45.89,32280,38580,51400,71470,95460,2020
12448,13780,"Binghamton, NY",4,NY,49-0000,major,3760,6.7,40.693,1.03,23.13,48110,2.2,13.5,16.5,21.67,28.23,35.46,28080,34330,45080,58710,73750,2020
12467,13780,"Binghamton, NY",4,NY,51-0000,major,5610,5,60.789,0.99,18.49,38450,1.9,12.26,13.51,16.24,21.84,28.41,25490,28100,33780,45430,59100,2020
12495,13780,"Binghamton, NY",4,NY,53-0000,major,7550,6.7,81.763,0.94,18.01,37450,2.1,12.07,12.93,16.31,20.28,26.13,25110,26900,33930,42190,54340,2020
12510,13820,"Birmingham-Hoover, AL",4,AL,11-0000,major,27270,2.8,54.798,0.96,56.86,118260,1.3,25.39,34.53,47.92,68.54,#,52820,71830,99670,142560,#,2020
12540,13820,"Birmingham-Hoover, AL",4,AL,13-0000,major,26930,2.9,54.132,0.9,36.6,76140,1.7,18.85,24.41,32.3,43.66,57.9,39200,50770,67180,90810,120440,2020
12567,13820,"Birmingham-Hoover, AL",4,AL,15-0000,major,12960,4.6,26.039,0.79,40.58,84410,1.9,21.83,28.34,38.46,49.86,63.08,45410,58940,80000,103700,131210,2020
12583,13820,"Birmingham-Hoover, AL",4,AL,17-0000,major,8180,5.6,16.44,0.91,40.5,84240,4,19.45,25.84,35.39,49.53,67.06,40460,53750,73610,103020,139480,2020
12610,13820,"Birmingham-Hoover, AL",4,AL,19-0000,major,3150,6.5,6.329,0.68,32.99,68620,4.8,17.01,22,29.59,39.57,52.78,35390,45750,61550,82300,109780,2020
12626,13820,"Birmingham-Hoover, AL",4,AL,21-0000,major,5450,6.3,10.958,0.68,22.47,46730,2.5,12.42,16.74,22.03,28.41,33.5,25830,34820,45810,59100,69680,2020
12640,13820,"Birmingham-Hoover, AL",4,AL,23-0000,major,4770,8.1,9.583,1.15,44.92,93430,7.4,16.4,22.47,32.3,60.72,87.1,34120,46730,67190,126300,181170,2020
