,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
6235,AZ,22380,"Flagstaff, AZ",15-0000,major,660,12.0,26.86,55860,3.5,14.92,18.60,24.33,33.07,43.62,31040,38690,50620,68780,90720,2007
6243,AZ,22380,"Flagstaff, AZ",17-0000,major,510,29.0,30.31,63040,4.9,15.44,21.55,27.30,34.61,50.06,32120,44820,56790,71980,104130,2007
6248,AZ,22380,"Flagstaff, AZ",19-0000,major,1460,17.3,23.60,49080,3.6,12.55,14.77,20.84,30.26,37.51,26110,30720,43350,62930,78020,2007
6257,AZ,22380,"Flagstaff, AZ",21-0000,major,710,15.1,16.92,35200,4.0,8.32,12.25,16.39,21.67,25.18,17310,25470,34080,45070,52360,2007
6265,AZ,22380,"Flagstaff, AZ",23-0000,major,240,20.6,39.97,83140,10.8,16.01,21.16,32.60,46.56,#,33300,44010,67800,96840,#,2007
6268,AZ,22380,"Flagstaff, AZ",25-0000,major,4760,30.4,18.19,37840,2.1,8.18,12.93,17.42,22.37,28.39,17020,26890,36240,46520,59050,2007
6284,AZ,22380,"Flagstaff, AZ",27-0000,major,650,14.2,17.10,35560,6.3,8.61,10.65,15.83,20.82,28.38,17920,22150,32930,43300,59030,2007
6290,AZ,22380,"Flagstaff, AZ",29-0000,major,2860,5.0,30.67,63790,3.7,12.80,17.66,28.66,36.54,48.26,26620,36740,59610,76010,100380,2007
6308,AZ,22380,"Flagstaff, AZ",31-0000,major,1090,9.0,12.05,25070,4.1,7.96,9.04,11.49,14.32,17.65,16570,18790,23900,29780,36720,2007
6315,AZ,22380,"Flagstaff, AZ",33-0000,major,1260,9.0,19.23,40000,5.2,8.43,13.00,18.49,24.15,29.91,17530,27030,38460,50220,62210,2007
6324,AZ,22380,"Flagstaff, AZ",35-0000,major,8510,3.9,8.64,17960,1.4,6.88,7.07,7.51,9.19,11.83,14310,14710,15620,19110,24600,2007
6341,AZ,22380,"Flagstaff, AZ",37-0000,major,3120,6.9,10.32,21460,2.8,7.05,7.60,9.19,12.15,14.59,14670,15800,19110,25270,30350,2007
6347,AZ,22380,"Flagstaff, AZ",39-0000,major,1270,13.1,11.08,23060,3.4,7.16,7.97,9.66,13.44,16.27,14890,16590,20080,27960,33840,2007
6359,AZ,22380,"Flagstaff, AZ",41-0000,major,5880,4.5,12.48,25960,3.7,7.07,7.60,9.41,13.55,20.06,14700,15800,19570,28190,41720,2007
6372,AZ,22380,"Flagstaff, AZ",43-0000,major,10620,4.0,13.00,27040,2.7,7.35,8.82,12.03,16.03,19.75,15290,18350,25030,33350,41080,2007
6410,AZ,22380,"Flagstaff, AZ",47-0000,major,3420,5.6,16.19,33680,2.4,9.56,11.61,14.71,19.10,24.47,19880,24160,30600,39730,50890,2007
6428,AZ,22380,"Flagstaff, AZ",49-0000,major,2130,8.7,16.50,34320,4.0,7.92,10.70,14.99,21.51,27.58,16470,22260,31170,44750,57370,2007
6441,AZ,22380,"Flagstaff, AZ",51-0000,major,1790,14.2,14.10,29320,3.7,7.26,9.35,12.50,17.88,22.20,15090,19450,26000,37180,46170,2007
6453,AZ,22380,"Flagstaff, AZ",53-0000,major,2850,6.2,14.06,29240,3.2,7.22,9.24,13.18,17.43,22.01,15010,19220,27420,36250,45780,2007
6469,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",11-0000,major,93710,1.4,42.06,87480,0.9,17.93,24.65,36.38,53.41,#,37300,51270,75680,111100,#,2007
6502,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",13-0000,major,92740,2.0,26.83,55800,1.4,14.00,17.85,23.76,32.48,43.66,29120,37120,49420,67570,90820,2007
6533,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",15-0000,major,43250,3.1,31.12,64740,1.6,16.50,21.79,29.55,39.18,48.69,34330,45320,61470,81490,101270,2007
6547,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",17-0000,major,43730,3.1,31.01,64500,1.9,16.11,21.67,29.56,39.09,48.62,33500,45070,61480,81310,101130,2007
6580,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",19-0000,major,10310,4.5,27.25,56670,2.7,14.33,18.39,24.37,33.35,44.63,29810,38250,50690,69380,92830,2007
6611,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",21-0000,major,15720,6.7,19.05,39610,1.7,10.35,13.92,18.26,23.06,29.41,21520,28950,37970,47970,61170,2007
6628,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",23-0000,major,12450,3.6,38.96,81030,3.9,16.34,20.45,31.13,49.92,#,33990,42530,64740,103840,#,2007
6638,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",25-0000,major,86600,8.4,18.10,37650,2.8,9.33,11.97,16.56,22.00,28.68,19400,24900,34430,45770,59650,2007
6686,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",27-0000,major,21230,4.0,20.42,42480,3.0,9.32,12.57,17.27,24.56,33.80,19390,26150,35920,51090,70300,2007
6720,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",29-0000,major,77790,3.8,30.10,62610,1.8,12.40,16.73,25.23,35.72,54.17,25790,34790,52470,74310,112670,2007
6772,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",31-0000,major,38770,4.1,12.34,25670,1.2,8.22,9.61,11.69,14.52,17.71,17100,19980,24300,30200,36840,2007
6788,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",33-0000,major,43240,2.5,17.75,36920,3.9,8.28,10.61,15.88,23.07,30.76,17220,22080,33040,47980,63970,2007
6807,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",35-0000,major,169550,2.5,9.53,19830,1.0,6.92,7.18,8.09,10.39,14.33,14400,14940,16820,21620,29800,2007
6825,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",37-0000,major,71420,2.7,10.53,21900,0.9,7.14,7.88,9.40,11.84,15.42,14860,16390,19550,24620,32070,2007
6835,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",39-0000,major,50380,4.2,13.58,28240,7.3,7.12,7.95,10.23,14.58,24.86,14810,16530,21280,30320,51710,2007
6866,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",41-0000,major,210620,1.4,17.02,35410,1.4,7.45,8.87,12.39,19.90,31.43,15500,18440,25770,41390,65380,2007
6887,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",43-0000,major,382210,1.8,14.46,30080,0.8,8.18,10.08,13.45,17.60,22.36,17010,20960,27990,36610,46510,2007
6942,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",45-0000,major,3180,14.8,10.04,20880,4.0,6.96,7.28,8.39,10.78,15.59,14480,15140,17450,22430,32420,2007
6951,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",47-0000,major,148570,1.6,17.05,35460,0.7,9.51,12.05,15.75,20.67,26.59,19780,25070,32750,42980,55310,2007
6995,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",49-0000,major,68420,2.4,18.90,39300,1.3,9.91,12.79,17.43,23.60,30.10,20620,26600,36260,49090,62610,2007
7038,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",51-0000,major,95340,2.2,14.19,29520,1.4,7.82,9.62,12.83,17.37,22.58,16260,20010,26680,36130,46960,2007
7125,AZ,38060,"Phoenix-Mesa-Scottsdale, AZ",53-0000,major,111980,2.5,15.64,32530,6.5,7.29,9.11,12.18,17.17,23.75,15170,18940,25320,35710,49390,2007
7157,AZ,39140,"Prescott, AZ",11-0000,major,2750,4.8,32.40,67390,2.7,13.11,19.71,28.33,40.28,56.76,27270,40990,58930,83780,118070,2007
7178,AZ,39140,"Prescott, AZ",13-0000,major,1580,5.0,24.95,51900,3.3,13.71,16.79,21.71,30.84,39.43,28510,34920,45160,64140,82020,2007
7190,AZ,39140,"Prescott, AZ",15-0000,major,490,16.6,26.46,55030,6.9,12.73,16.54,24.85,33.41,42.70,26470,34400,51690,69490,88830,2007
7195,AZ,39140,"Prescott, AZ",17-0000,major,550,11.9,26.05,54180,3.2,15.42,18.76,24.31,31.67,38.57,32070,39030,50560,65860,80230,2007
7201,AZ,39140,"Prescott, AZ",19-0000,major,310,11.1,23.50,48880,5.9,11.96,14.72,22.41,29.29,38.57,24880,30610,46610,60920,80230,2007
7204,AZ,39140,"Prescott, AZ",21-0000,major,580,17.4,18.82,39140,2.2,12.55,15.17,18.28,22.10,26.53,26090,31540,38020,45980,55180,2007
7208,AZ,39140,"Prescott, AZ",23-0000,major,270,44.5,25.71,53470,10.5,15.32,17.23,21.92,32.25,43.99,31860,35840,45590,67070,91490,2007
7212,AZ,39140,"Prescott, AZ",25-0000,major,4140,4.2,17.03,35430,4.9,8.74,10.87,15.07,21.53,28.28,18170,22610,31340,44780,58810,2007
7226,AZ,39140,"Prescott, AZ",27-0000,major,490,13.4,16.23,33760,4.0,8.07,10.79,14.71,19.99,25.42,16790,22450,30600,41590,52880,2007
7233,AZ,39140,"Prescott, AZ",29-0000,major,3520,5.2,34.50,71760,6.9,12.80,18.46,27.29,39.13,#,26620,38400,56760,81390,#,2007
7253,AZ,39140,"Prescott, AZ",31-0000,major,1970,9.8,12.75,26520,2.9,8.52,10.16,11.96,14.65,17.91,17720,21130,24880,30470,37260,2007
7260,AZ,39140,"Prescott, AZ",33-0000,major,2070,13.1,16.42,34150,5.2,8.20,10.52,13.91,21.55,27.29,17050,21880,28920,44830,56770,2007
7267,AZ,39140,"Prescott, AZ",35-0000,major,7630,3.1,9.25,19240,1.2,6.93,7.20,8.24,10.18,13.34,14410,14980,17140,21170,27760,2007
7283,AZ,39140,"Prescott, AZ",37-0000,major,3120,4.5,10.47,21770,1.9,7.57,8.41,9.81,11.60,14.24,15740,17480,20400,24140,29620,2007
7290,AZ,39140,"Prescott, AZ",39-0000,major,2050,10.2,11.63,24200,3.1,7.25,8.28,10.22,13.43,18.93,15080,17210,21260,27930,39360,2007
7301,AZ,39140,"Prescott, AZ",41-0000,major,7000,4.6,14.86,30920,7.1,7.27,8.36,10.83,16.48,24.94,15120,17380,22530,34280,51880,2007
7317,AZ,39140,"Prescott, AZ",43-0000,major,10190,3.3,13.23,27510,1.6,7.65,9.71,12.56,15.72,19.51,15920,20200,26120,32700,40580,2007
7351,AZ,39140,"Prescott, AZ",45-0000,major,50,25.9,16.05,33380,13.3,7.54,8.77,14.13,20.01,26.81,15680,18240,29400,41620,55760,2007
7352,AZ,39140,"Prescott, AZ",47-0000,major,7130,4.0,16.49,34310,2.3,9.58,11.79,15.82,19.94,24.72,19930,24510,32900,41470,51420,2007
7376,AZ,39140,"Prescott, AZ",49-0000,major,2280,8.2,18.29,38050,2.2,9.84,13.32,17.91,22.86,27.48,20470,27700,37240,47560,57150,2007
7390,AZ,39140,"Prescott, AZ",51-0000,major,2860,5.3,13.92,28960,2.4,8.33,10.03,12.21,16.97,21.86,17330,20860,25400,35290,45480,2007
7413,AZ,39140,"Prescott, AZ",53-0000,major,3520,6.8,14.04,29190,3.3,7.28,9.02,12.69,17.50,23.29,15150,18770,26390,36390,48440,2007
7430,AZ,46060,"Tucson, AZ",11-0000,major,19150,2.9,39.26,81650,1.8,16.88,22.85,32.77,49.13,#,35110,47540,68170,102190,#,2007
7462,AZ,46060,"Tucson, AZ",13-0000,major,14270,4.2,25.44,52910,3.5,13.22,17.43,22.61,30.21,39.30,27500,36250,47040,62830,81740,2007
7487,AZ,46060,"Tucson, AZ",15-0000,major,9190,4.9,32.27,67120,4.2,16.99,23.03,32.26,40.00,48.74,35330,47900,67090,83190,101390,2007
7500,AZ,46060,"Tucson, AZ",17-0000,major,11470,2.6,31.95,66460,4.9,16.61,21.75,29.73,40.57,52.63,34540,45240,61830,84380,109470,2007
7527,AZ,46060,"Tucson, AZ",19-0000,major,4530,5.3,25.78,53620,3.0,13.63,17.95,23.70,31.11,40.99,28350,37340,49290,64710,85260,2007
7544,AZ,46060,"Tucson, AZ",21-0000,major,6550,8.1,18.75,39010,2.5,10.42,13.48,18.09,22.80,28.51,21670,28040,37620,47430,59300,2007
7559,AZ,46060,"Tucson, AZ",23-0000,major,3010,4.6,38.13,79300,7.7,16.01,20.87,30.56,49.23,#,33300,43420,63570,102410,#,2007
7567,AZ,46060,"Tucson, AZ",25-0000,major,24040,2.0,21.37,44460,10.3,9.62,12.55,17.36,25.11,36.01,20010,26100,36110,52220,74910,2007
7596,AZ,46060,"Tucson, AZ",27-0000,major,4160,5.6,19.15,39840,3.0,8.78,12.75,17.08,22.78,30.50,18250,26520,35520,47380,63450,2007
7620,AZ,46060,"Tucson, AZ",29-0000,major,20350,5.5,31.42,65350,3.4,12.26,17.83,25.54,35.60,58.33,25500,37080,53120,74040,121330,2007
7662,AZ,46060,"Tucson, AZ",31-0000,major,12980,5.5,11.64,24210,1.3,8.33,9.85,11.09,13.02,15.81,17330,20480,23070,27090,32880,2007
7676,AZ,46060,"Tucson, AZ",33-0000,major,10900,3.3,18.82,39160,5.6,8.03,10.95,17.76,24.71,30.98,16700,22770,36950,51400,64440,2007
7689,AZ,46060,"Tucson, AZ",35-0000,major,33560,2.3,9.10,18940,1.2,6.89,7.10,7.67,9.67,13.60,14330,14760,15950,20110,28300,2007
7705,AZ,46060,"Tucson, AZ",37-0000,major,13210,3.1,10.23,21280,1.8,7.11,7.76,9.22,11.52,14.83,14790,16140,19190,23960,30850,2007
7713,AZ,46060,"Tucson, AZ",39-0000,major,10240,6.2,11.20,23300,2.5,7.14,7.95,9.68,12.57,18.18,14850,16530,20140,26150,37820,2007
7738,AZ,46060,"Tucson, AZ",41-0000,major,36230,2.6,14.14,29400,2.1,7.25,8.28,10.82,16.67,25.00,15080,17230,22500,34670,52000,2007
7758,AZ,46060,"Tucson, AZ",43-0000,major,70590,2.0,13.72,28530,1.2,8.27,9.99,12.57,16.47,21.03,17200,20770,26160,34260,43750,2007
7807,AZ,46060,"Tucson, AZ",45-0000,major,250,22.9,11.74,24410,5.9,7.24,7.95,10.51,13.70,18.56,15070,16540,21870,28500,38610,2007
7810,AZ,46060,"Tucson, AZ",47-0000,major,24320,3.5,16.56,34450,1.5,9.50,11.87,15.30,19.90,25.54,19770,24680,31820,41390,53130,2007
7847,AZ,46060,"Tucson, AZ",49-0000,major,15390,3.6,18.00,37450,2.3,9.18,12.59,17.48,22.59,28.07,19100,26190,36360,46980,58390,2007
7879,AZ,46060,"Tucson, AZ",51-0000,major,15890,4.1,14.32,29780,2.4,7.86,9.67,12.98,17.87,22.82,16360,20120,26990,37170,47470,2007
7938,AZ,46060,"Tucson, AZ",53-0000,major,19280,3.2,13.06,27160,2.6,7.15,8.24,11.15,15.49,21.61,14870,17130,23200,32210,44950,2007
7960,AZ,49740,"Yuma, AZ",11-0000,major,2110,4.9,33.60,69880,2.6,16.92,21.65,29.28,40.55,55.78,35190,45040,60900,84340,116020,2007
7977,AZ,49740,"Yuma, AZ",13-0000,major,1580,7.1,24.52,51000,3.8,13.52,16.88,24.26,30.16,37.53,28130,35120,50460,62730,78060,2007
7988,AZ,49740,"Yuma, AZ",15-0000,major,350,6.1,26.67,55470,6.1,13.35,17.30,24.31,34.22,43.45,27770,35980,50560,71170,90380,2007
7993,AZ,49740,"Yuma, AZ",17-0000,major,1110,2.9,25.47,52980,9.8,13.79,16.77,22.61,32.65,41.73,28690,34890,47030,67910,86810,2007
8000,AZ,49740,"Yuma, AZ",19-0000,major,260,9.3,24.08,50090,5.4,12.96,17.04,24.25,30.45,35.96,26960,35440,50450,63330,74790,2007
8002,AZ,49740,"Yuma, AZ",21-0000,major,920,12.8,16.88,35100,6.1,9.65,12.00,16.12,20.87,26.17,20070,24960,33540,43400,54430,2007
8010,AZ,49740,"Yuma, AZ",23-0000,major,270,23.5,27.21,56590,10.1,11.31,16.55,25.06,36.89,47.28,23520,34430,52120,76740,98340,2007
8014,AZ,49740,"Yuma, AZ",25-0000,major,3560,5.8,16.55,34410,3.5,8.75,12.00,16.50,20.72,24.32,18210,24970,34320,43100,50580,2007
8026,AZ,49740,"Yuma, AZ",27-0000,major,550,13.5,13.03,27110,13.3,6.90,7.12,8.73,17.00,25.63,14350,14810,18150,35350,53320,2007
8029,AZ,49740,"Yuma, AZ",29-0000,major,2090,7.9,26.88,55900,4.0,10.64,15.48,25.25,32.73,41.52,22140,32190,52510,68070,86370,2007
8039,AZ,49740,"Yuma, AZ",31-0000,major,1400,4.8,11.67,24270,3.5,8.07,9.39,11.16,13.44,16.74,16780,19540,23220,27950,34830,2007
8046,AZ,49740,"Yuma, AZ",33-0000,major,2750,7.0,18.37,38220,8.0,7.36,13.23,18.01,22.87,28.90,15300,27520,37460,47570,60120,2007
8055,AZ,49740,"Yuma, AZ",35-0000,major,4720,3.8,8.56,17800,1.4,6.88,7.08,7.60,9.13,11.44,14310,14730,15800,18990,23800,2007
8071,AZ,49740,"Yuma, AZ",37-0000,major,2380,7.6,9.87,20530,1.8,7.06,7.71,8.97,11.06,13.85,14690,16040,18660,23000,28810,2007
8078,AZ,49740,"Yuma, AZ",39-0000,major,640,12.6,10.47,21780,4.1,6.99,7.43,9.00,11.41,15.32,14550,15450,18730,23730,31860,2007
8084,AZ,49740,"Yuma, AZ",41-0000,major,5810,4.0,14.11,29340,4.5,7.12,8.02,10.62,15.79,24.71,14800,16680,22090,32830,51390,2007
8095,AZ,49740,"Yuma, AZ",43-0000,major,8780,4.5,12.97,26980,1.8,7.52,9.44,12.29,15.43,19.46,15650,19640,25570,32090,40480,2007
8131,AZ,49740,"Yuma, AZ",45-0000,major,8700,8.7,8.78,18250,2.3,6.98,7.32,8.12,8.98,9.74,14520,15230,16900,18680,20250,2007
8138,AZ,49740,"Yuma, AZ",47-0000,major,4180,7.5,14.88,30960,2.7,8.56,10.36,13.56,17.94,23.24,17810,21550,28210,37310,48340,2007
8160,AZ,49740,"Yuma, AZ",49-0000,major,2690,6.5,17.07,35500,3.9,8.67,11.39,15.78,22.03,27.41,18030,23690,32820,45820,57010,2007
8175,AZ,49740,"Yuma, AZ",51-0000,major,2630,5.4,12.12,25200,3.0,7.25,8.56,10.59,13.69,19.98,15090,17800,22020,28490,41560,2007
8193,AZ,49740,"Yuma, AZ",53-0000,major,4250,6.5,12.05,25070,2.5,7.21,8.43,11.25,13.84,17.94,14990,17530,23400,28800,37310,2007
8209,CA,12540,"Bakersfield, CA",11-0000,major,9420,5.0,41.99,87330,1.4,17.69,25.47,38.06,51.40,#,36800,52970,79160,106910,#,2007
8235,CA,12540,"Bakersfield, CA",13-0000,major,8080,4.2,30.36,63150,3.2,15.96,21.01,28.55,37.74,47.16,33200,43700,59380,78490,98090,2007
8257,CA,12540,"Bakersfield, CA",15-0000,major,2900,9.6,34.77,72310,3.6,17.70,24.65,33.77,44.52,54.24,36820,51270,70250,92600,112820,2007
8270,CA,12540,"Bakersfield, CA",17-0000,major,6430,5.1,38.50,80070,3.2,19.92,28.18,37.80,47.35,59.70,41440,58610,78630,98480,124180,2007
8295,CA,12540,"Bakersfield, CA",19-0000,major,1730,7.8,30.21,62840,3.6,12.72,15.36,26.75,40.52,51.73,26450,31940,55640,84280,107590,2007
8309,CA,12540,"Bakersfield, CA",21-0000,major,2660,10.0,23.63,49150,9.2,10.05,14.64,20.91,31.75,42.54,20910,30460,43490,66030,88480,2007
8323,CA,12540,"Bakersfield, CA",23-0000,major,530,20.4,48.32,100510,4.7,20.65,24.27,39.15,68.39,#,42950,50480,81440,142250,#,2007
8327,CA,12540,"Bakersfield, CA",25-0000,major,20730,11.8,22.06,45890,2.2,10.59,13.91,20.99,28.58,36.06,22030,28930,43670,59440,75010,2007
8347,CA,12540,"Bakersfield, CA",27-0000,major,1900,11.0,19.11,39750,5.9,9.94,11.97,15.34,23.85,33.97,20670,24910,31910,49610,70660,2007
8361,CA,12540,"Bakersfield, CA",29-0000,major,8750,7.7,34.45,71660,3.0,14.18,19.46,29.79,41.40,59.92,29490,40480,61950,86110,124630,2007
8395,CA,12540,"Bakersfield, CA",31-0000,major,6460,6.1,12.26,25500,3.1,8.10,9.14,11.02,13.80,17.68,16850,19010,22930,28710,36770,2007
8407,CA,12540,"Bakersfield, CA",33-0000,major,7200,5.4,25.93,53940,11.4,9.18,17.70,27.68,35.41,38.71,19100,36820,57570,73640,80520,2007
8418,CA,12540,"Bakersfield, CA",35-0000,major,19120,2.7,9.36,19460,1.3,7.59,7.74,8.48,9.60,12.48,15780,16100,17640,19960,25960,2007
8434,CA,12540,"Bakersfield, CA",37-0000,major,7180,5.5,11.46,23840,1.8,7.74,8.47,10.17,13.64,17.52,16090,17620,21160,28370,36450,2007
8442,CA,12540,"Bakersfield, CA",39-0000,major,4430,10.9,10.17,21160,1.8,7.67,8.11,8.95,11.01,14.33,15950,16870,18620,22900,29820,2007
8457,CA,12540,"Bakersfield, CA",41-0000,major,21710,3.8,14.49,30140,2.4,7.72,8.46,10.25,16.51,27.25,16060,17600,21320,34340,56670,2007
8476,CA,12540,"Bakersfield, CA",43-0000,major,35160,4.3,14.55,30270,1.4,8.45,10.25,13.47,17.78,22.57,17580,21320,28020,36990,46940,2007
8522,CA,12540,"Bakersfield, CA",45-0000,major,28300,1.5,8.28,17220,1.1,7.55,7.63,7.86,8.63,9.17,15700,15860,16350,17950,19080,2007
8528,CA,12540,"Bakersfield, CA",47-0000,major,22920,6.1,20.33,42290,1.7,10.95,14.08,19.22,24.73,31.40,22780,29290,39970,51440,65320,2007
8562,CA,12540,"Bakersfield, CA",49-0000,major,12810,7.9,20.11,41830,3.0,9.92,12.39,18.98,26.44,32.42,20630,25770,39480,55000,67440,2007
8591,CA,12540,"Bakersfield, CA",51-0000,major,10530,6.1,17.92,37280,3.0,8.23,10.12,14.97,24.87,32.03,17120,21050,31130,51730,66620,2007
8631,CA,12540,"Bakersfield, CA",53-0000,major,26820,18.9,15.28,31770,5.6,7.84,9.03,14.46,19.41,24.13,16310,18780,30080,40370,50180,2007
8656,CA,17020,"Chico, CA",11-0000,major,3450,5.3,34.26,71260,3.3,12.49,18.82,30.96,44.17,60.84,25980,39150,64410,91860,126540,2007
8676,CA,17020,"Chico, CA",13-0000,major,2380,7.2,23.01,47860,2.5,9.69,15.83,21.53,28.58,37.74,20150,32920,44780,59440,78490,2007
8692,CA,17020,"Chico, CA",15-0000,major,600,6.6,27.73,57680,4.5,13.71,18.01,25.50,35.59,46.64,28520,37460,53040,74020,97000,2007
8700,CA,17020,"Chico, CA",17-0000,major,610,9.6,26.35,54800,4.3,15.18,18.25,24.77,32.87,40.33,31560,37960,51510,68360,83890,2007
8707,CA,17020,"Chico, CA",19-0000,major,410,9.4,25.32,52660,5.6,13.09,17.20,23.73,30.86,41.22,27230,35770,49350,64190,85730,2007
8710,CA,17020,"Chico, CA",21-0000,major,1600,7.7,18.65,38800,5.5,10.09,12.12,17.86,23.43,28.62,20980,25210,37140,48730,59540,2007
8718,CA,17020,"Chico, CA",23-0000,major,440,5.2,33.83,70360,20.0,15.70,18.34,22.49,47.19,#,32660,38140,46780,98150,#,2007
8721,CA,17020,"Chico, CA",25-0000,major,6360,8.0,23.90,49720,9.7,9.24,13.50,21.38,32.46,42.70,19220,28080,44470,67520,88820,2007
8736,CA,17020,"Chico, CA",27-0000,major,720,13.9,22.64,47080,11.2,9.91,12.31,17.59,28.83,35.94,20610,25600,36590,59960,74760,2007
8742,CA,17020,"Chico, CA",29-0000,major,4460,4.0,31.40,65310,2.6,15.57,20.11,29.01,39.14,48.98,32380,41840,60350,81410,101870,2007
8763,CA,17020,"Chico, CA",31-0000,major,3560,4.2,11.89,24730,3.2,8.18,9.08,10.76,13.25,16.06,17020,18880,22390,27550,33400,2007
8776,CA,17020,"Chico, CA",33-0000,major,1080,5.6,21.16,44010,5.6,8.80,12.00,20.16,28.49,35.35,18310,24960,41930,59270,73520,2007
8779,CA,17020,"Chico, CA",35-0000,major,7510,4.4,9.10,18920,1.2,7.58,7.72,8.34,9.15,11.94,15770,16050,17340,19030,24840,2007
8795,CA,17020,"Chico, CA",37-0000,major,2450,7.9,11.38,23670,2.2,7.92,8.69,10.37,13.19,16.63,16480,18070,21570,27430,34600,2007
8803,CA,17020,"Chico, CA",39-0000,major,2470,9.5,11.35,23620,4.5,7.70,8.31,9.47,11.93,17.79,16010,17280,19710,24820,37000,2007
8814,CA,17020,"Chico, CA",41-0000,major,8110,4.7,14.87,30920,4.0,7.77,8.57,10.81,16.80,25.56,16160,17820,22480,34940,53160,2007
8830,CA,17020,"Chico, CA",43-0000,major,13140,3.6,13.86,28830,1.4,8.52,10.18,12.89,16.36,20.95,17720,21170,26820,34030,43570,2007
8868,CA,17020,"Chico, CA",45-0000,major,1000,11.5,12.35,25690,6.7,8.07,8.71,10.04,15.45,19.78,16780,18120,20890,32140,41150,2007
8875,CA,17020,"Chico, CA",47-0000,major,3620,6.5,19.61,40780,2.5,10.92,13.72,17.85,24.07,31.73,22720,28540,37140,50060,66000,2007
8895,CA,17020,"Chico, CA",49-0000,major,2900,8.4,18.44,38360,3.5,10.12,12.94,16.47,22.72,29.98,21050,26910,34250,47260,62350,2007
8914,CA,17020,"Chico, CA",51-0000,major,3320,5.2,14.89,30970,3.6,8.15,9.53,13.26,17.85,23.27,16960,19820,27570,37130,48400,2007
8943,CA,17020,"Chico, CA",53-0000,major,3770,7.8,13.22,27490,2.8,7.95,8.78,11.17,16.30,21.49,16530,18250,23230,33900,44690,2007
8958,CA,20940,"El Centro, CA",11-0000,major,1930,8.1,36.73,76400,2.9,16.89,24.15,33.04,47.49,58.50,35130,50240,68730,98790,121680,2007
8974,CA,20940,"El Centro, CA",13-0000,major,2080,8.4,24.88,51750,2.8,13.71,18.66,24.48,29.62,36.63,28520,38820,50920,61620,76180,2007
8986,CA,20940,"El Centro, CA",15-0000,major,250,13.4,26.32,54740,4.5,14.30,19.28,24.21,33.16,41.27,29740,40100,50360,68970,85840,2007
8990,CA,20940,"El Centro, CA",17-0000,major,400,18.7,29.44,61240,3.9,15.11,20.08,26.82,37.75,47.29,31430,41770,55790,78520,98360,2007
8994,CA,20940,"El Centro, CA",19-0000,major,300,12.5,30.72,63890,5.7,17.29,22.49,29.01,36.61,49.58,35970,46780,60340,76150,103120,2007
8996,CA,20940,"El Centro, CA",21-0000,major,790,5.0,24.60,51160,5.4,10.82,15.87,22.76,33.33,41.77,22500,33010,47340,69330,86880,2007
9001,CA,20940,"El Centro, CA",23-0000,major,150,9.6,41.42,86140,2.2,17.03,21.66,41.23,60.51,#,35420,45040,85760,125850,#,2007
9004,CA,20940,"El Centro, CA",25-0000,major,4280,3.3,25.68,53420,6.0,10.30,15.53,24.89,34.05,42.19,21420,32290,51780,70820,87750,2007
9017,CA,20940,"El Centro, CA",27-0000,major,230,9.6,17.06,35490,10.6,8.06,8.87,12.84,18.21,30.71,16760,18450,26700,37880,63870,2007
9018,CA,20940,"El Centro, CA",29-0000,major,1580,8.4,36.17,75230,16.6,12.38,17.90,27.56,43.00,#,25760,37230,57330,89450,#,2007
9028,CA,20940,"El Centro, CA",31-0000,major,820,3.9,12.50,25990,2.3,8.04,8.79,10.66,14.03,18.66,16730,18280,22170,29190,38810,2007
9034,CA,20940,"El Centro, CA",33-0000,major,3370,2.3,27.20,56580,7.9,11.22,20.53,28.67,35.43,38.88,23330,42710,59630,73700,80880,2007
9041,CA,20940,"El Centro, CA",35-0000,major,3540,9.2,9.14,19010,1.8,7.57,7.67,8.27,9.17,11.82,15740,15960,17200,19080,24590,2007
