,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
128445,TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",49-0000,major,40080,3.6,18.26,37970,2.2,9.15,12.32,16.93,23.72,28.81,19030,25620,35220,49330,59920,2007
128484,TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",51-0000,major,70310,2.4,14.66,30500,3.8,7.71,9.48,12.65,18.05,26.33,16040,19720,26320,37540,54770,2007
128573,TX,23104,"Fort Worth-Arlington, TX Metropolitan Division",53-0000,major,71430,3.0,16.89,35140,8.8,6.77,8.79,11.77,16.62,26.09,14090,18280,24470,34570,54260,2007
128604,TX,26420,"Houston-Sugar Land-Baytown, TX",11-0000,major,119840,1.3,48.85,101610,0.8,20.26,29.10,42.60,63.01,#,42140,60530,88610,131050,#,2007
128636,TX,26420,"Houston-Sugar Land-Baytown, TX",13-0000,major,106020,2.4,30.77,64010,1.0,15.63,20.34,27.49,37.40,50.03,32500,42310,57170,77800,104060,2007
128667,TX,26420,"Houston-Sugar Land-Baytown, TX",15-0000,major,61570,4.1,34.23,71190,1.6,17.03,23.40,32.63,43.13,52.75,35410,48670,67860,89710,109730,2007
128682,TX,26420,"Houston-Sugar Land-Baytown, TX",17-0000,major,77500,2.9,38.02,79090,1.8,16.81,24.74,34.94,48.65,62.87,34970,51450,72680,101200,130770,2007
128716,TX,26420,"Houston-Sugar Land-Baytown, TX",19-0000,major,29400,3.7,32.89,68420,3.2,13.75,18.56,27.02,41.25,63.41,28610,38610,56200,85800,131890,2007
128747,TX,26420,"Houston-Sugar Land-Baytown, TX",21-0000,major,17780,4.8,19.87,41320,2.5,11.01,14.11,18.28,25.34,30.97,22910,29350,38020,52700,64410,2007
128763,TX,26420,"Houston-Sugar Land-Baytown, TX",23-0000,major,18640,8.6,43.63,90740,3.3,15.60,21.15,33.34,62.14,#,32440,43990,69350,129260,#,2007
128772,TX,26420,"Houston-Sugar Land-Baytown, TX",25-0000,major,144650,2.0,21.73,45210,2.9,8.11,13.81,20.86,25.21,31.58,16870,28730,43380,52440,65680,2007
128824,TX,26420,"Houston-Sugar Land-Baytown, TX",27-0000,major,23260,4.7,20.92,43520,2.8,7.98,11.36,17.35,25.65,36.26,16610,23620,36080,53360,75430,2007
128857,TX,26420,"Houston-Sugar Land-Baytown, TX",29-0000,major,115200,2.6,30.74,63930,1.6,13.48,18.73,26.69,35.67,49.97,28030,38960,55520,74180,103940,2007
128908,TX,26420,"Houston-Sugar Land-Baytown, TX",31-0000,major,47540,3.0,11.75,24430,1.3,6.90,8.80,11.15,13.90,17.02,14350,18310,23200,28920,35390,2007
128924,TX,26420,"Houston-Sugar Land-Baytown, TX",33-0000,major,52460,7.3,16.95,35270,6.6,8.11,10.05,14.88,22.68,28.94,16880,20910,30960,47170,60200,2007
128942,TX,26420,"Houston-Sugar Land-Baytown, TX",35-0000,major,192740,0.8,8.44,17550,0.7,5.76,6.36,7.39,9.30,12.38,11980,13230,15370,19350,25760,2007
128960,TX,26420,"Houston-Sugar Land-Baytown, TX",37-0000,major,77320,2.2,9.22,19180,1.4,5.93,6.77,8.29,10.54,13.94,12330,14080,17240,21920,29000,2007
128970,TX,26420,"Houston-Sugar Land-Baytown, TX",39-0000,major,60910,3.4,9.35,19440,3.8,5.77,6.37,7.40,9.66,14.83,12010,13250,15380,20090,30840,2007
128999,TX,26420,"Houston-Sugar Land-Baytown, TX",41-0000,major,252100,1.5,17.58,36560,1.6,6.61,8.17,11.29,20.73,36.73,13740,16990,23490,43110,76410,2007
129020,TX,26420,"Houston-Sugar Land-Baytown, TX",43-0000,major,433990,1.2,14.99,31170,0.6,8.13,10.53,13.91,18.30,23.40,16900,21900,28930,38060,48660,2007
129074,TX,26420,"Houston-Sugar Land-Baytown, TX",45-0000,major,1690,17.2,11.10,23100,6.8,6.08,6.91,8.52,13.02,22.27,12640,14380,17720,27080,46320,2007
129082,TX,26420,"Houston-Sugar Land-Baytown, TX",47-0000,major,171700,2.8,15.99,33260,1.1,8.82,11.10,14.48,19.40,24.90,18350,23090,30120,40350,51790,2007
129132,TX,26420,"Houston-Sugar Land-Baytown, TX",49-0000,major,103180,2.1,17.92,37280,0.8,9.38,12.06,16.55,22.74,28.84,19510,25080,34420,47310,59980,2007
129177,TX,26420,"Houston-Sugar Land-Baytown, TX",51-0000,major,196520,2.8,15.57,32380,1.3,7.74,9.72,13.43,19.32,27.57,16100,20210,27940,40190,57340,2007
129276,TX,26420,"Houston-Sugar Land-Baytown, TX",53-0000,major,179690,2.5,14.42,30000,3.8,6.76,8.79,11.87,16.73,23.52,14050,18290,24680,34790,48920,2007
129319,TX,28660,"Killeen-Temple-Fort Hood, TX",11-0000,major,3920,5.0,34.21,71150,2.1,15.84,20.95,29.98,42.70,58.67,32940,43580,62350,88810,122030,2007
129336,TX,28660,"Killeen-Temple-Fort Hood, TX",13-0000,major,4530,8.0,24.90,51800,4.5,13.24,16.92,23.39,30.83,38.95,27550,35200,48640,64120,81020,2007
129355,TX,28660,"Killeen-Temple-Fort Hood, TX",15-0000,major,2490,15.6,28.03,58310,3.8,14.00,19.26,26.94,35.58,44.89,29110,40050,56030,74000,93370,2007
129366,TX,28660,"Killeen-Temple-Fort Hood, TX",17-0000,major,1290,10.9,26.22,54530,4.8,12.95,18.91,24.83,33.47,41.65,26940,39340,51650,69630,86620,2007
129376,TX,28660,"Killeen-Temple-Fort Hood, TX",19-0000,major,**,**,22.53,46860,9.8,7.62,16.04,20.00,28.33,37.96,15850,33360,41590,58930,78960,2007
129381,TX,28660,"Killeen-Temple-Fort Hood, TX",21-0000,major,1350,3.9,18.84,39200,4.1,11.28,13.57,17.40,23.98,29.00,23460,28230,36200,49870,60330,2007
129390,TX,28660,"Killeen-Temple-Fort Hood, TX",23-0000,major,360,25.4,23.33,48530,8.3,10.90,13.21,18.02,30.08,46.53,22660,27480,37490,62560,96780,2007
129395,TX,28660,"Killeen-Temple-Fort Hood, TX",25-0000,major,10610,3.2,17.17,35710,1.7,6.51,9.84,17.80,22.39,26.76,13530,20470,37030,46570,55670,2007
129417,TX,28660,"Killeen-Temple-Fort Hood, TX",27-0000,major,750,14.2,15.69,32630,5.0,7.64,9.50,13.39,19.36,27.31,15880,19750,27860,40270,56800,2007
129425,TX,28660,"Killeen-Temple-Fort Hood, TX",29-0000,major,6790,11.0,29.08,60480,4.0,13.56,18.03,24.21,31.69,47.43,28210,37500,50360,65920,98660,2007
129452,TX,28660,"Killeen-Temple-Fort Hood, TX",31-0000,major,3860,3.3,10.24,21290,6.3,6.06,7.18,9.09,12.10,15.98,12600,14940,18910,25160,33240,2007
129460,TX,28660,"Killeen-Temple-Fort Hood, TX",33-0000,major,4530,3.4,15.07,31350,3.2,10.25,12.39,14.21,16.97,21.72,21320,25760,29550,35310,45170,2007
129469,TX,28660,"Killeen-Temple-Fort Hood, TX",35-0000,major,10710,2.0,7.79,16190,1.9,5.69,6.15,6.93,8.31,11.44,11830,12800,14420,17290,23790,2007
129485,TX,28660,"Killeen-Temple-Fort Hood, TX",37-0000,major,3680,5.8,9.22,19180,1.9,6.02,7.04,8.63,10.62,13.13,12520,14650,17950,22090,27310,2007
129492,TX,28660,"Killeen-Temple-Fort Hood, TX",39-0000,major,3270,4.6,8.14,16940,4.7,5.72,6.20,7.01,8.84,12.39,11900,12900,14570,18400,25780,2007
129505,TX,28660,"Killeen-Temple-Fort Hood, TX",41-0000,major,12890,3.5,12.90,26830,3.1,6.17,7.42,9.33,14.48,23.42,12830,15430,19400,30120,48710,2007
129521,TX,28660,"Killeen-Temple-Fort Hood, TX",43-0000,major,18810,3.0,12.34,25660,2.4,7.18,8.73,11.37,15.02,19.06,14940,18150,23650,31240,39650,2007
129566,TX,28660,"Killeen-Temple-Fort Hood, TX",45-0000,major,50,34.5,10.35,21520,12.4,5.88,6.70,8.84,13.92,16.66,12240,13930,18390,28960,34660,2007
129568,TX,28660,"Killeen-Temple-Fort Hood, TX",47-0000,major,4340,5.7,14.53,30230,2.1,8.60,10.28,13.41,17.57,22.73,17890,21370,27900,36540,47280,2007
129588,TX,28660,"Killeen-Temple-Fort Hood, TX",49-0000,major,6400,4.3,16.55,34430,2.7,8.02,11.26,16.23,21.47,24.61,16690,23430,33770,44660,51180,2007
129612,TX,28660,"Killeen-Temple-Fort Hood, TX",51-0000,major,7330,8.6,13.03,27100,2.5,8.03,9.66,12.28,15.09,19.08,16700,20090,25540,31380,39690,2007
129647,TX,28660,"Killeen-Temple-Fort Hood, TX",53-0000,major,8150,5.1,11.83,24610,2.6,6.40,8.09,10.95,14.33,17.90,13320,16830,22770,29800,37240,2007
129665,TX,29700,"Laredo, TX",11-0000,major,2640,5.9,39.37,81890,2.8,16.88,24.66,34.14,47.05,68.91,35110,51300,71010,97860,143340,2007
129680,TX,29700,"Laredo, TX",13-0000,major,2600,9.1,27.36,56910,5.0,14.27,17.54,24.73,30.93,44.81,29690,36480,51440,64330,93210,2007
129697,TX,29700,"Laredo, TX",15-0000,major,620,24.7,26.10,54280,8.6,11.00,16.09,22.91,33.01,46.42,22870,33460,47660,68660,96560,2007
129703,TX,29700,"Laredo, TX",17-0000,major,490,16.7,22.59,46980,11.9,6.78,11.14,18.93,31.31,44.11,14100,23180,39380,65130,91750,2007
129708,TX,29700,"Laredo, TX",19-0000,major,310,16.6,25.01,52020,6.8,11.47,14.82,21.46,30.17,43.50,23870,30830,44630,62760,90480,2007
129710,TX,29700,"Laredo, TX",21-0000,major,610,5.8,20.86,43380,8.7,10.33,13.63,20.50,27.79,33.13,21480,28350,42630,57790,68900,2007
129717,TX,29700,"Laredo, TX",23-0000,major,**,**,34.17,71070,12.5,13.36,21.24,28.18,36.81,#,27780,44170,58620,76570,#,2007
129720,TX,29700,"Laredo, TX",25-0000,major,7980,5.7,19.96,41520,3.0,6.78,11.66,21.13,24.95,29.54,14100,24250,43950,51890,61450,2007
129730,TX,29700,"Laredo, TX",27-0000,major,610,16.2,18.27,37990,5.9,7.62,11.55,18.94,22.99,29.58,15850,24030,39400,47820,61520,2007
129733,TX,29700,"Laredo, TX",29-0000,major,2900,22.5,27.77,57760,5.3,10.92,15.44,21.06,29.08,54.93,22710,32110,43790,60500,114250,2007
129749,TX,29700,"Laredo, TX",31-0000,major,1500,12.2,10.81,22490,5.0,6.44,7.85,9.67,12.46,16.35,13390,16340,20110,25910,34010,2007
129757,TX,29700,"Laredo, TX",33-0000,major,3510,2.1,18.93,39370,7.5,6.47,9.62,19.72,25.74,30.36,13460,20000,41010,53540,63140,2007
129761,TX,29700,"Laredo, TX",35-0000,major,7470,4.3,7.68,15970,2.1,5.73,6.21,7.03,8.45,10.77,11910,12930,14620,17570,22400,2007
129774,TX,29700,"Laredo, TX",37-0000,major,2210,4.6,8.41,17490,2.6,5.86,6.55,7.80,9.30,11.58,12180,13620,16220,19330,24090,2007
129780,TX,29700,"Laredo, TX",39-0000,major,5560,2.9,7.14,14840,3.3,5.69,6.13,6.86,7.66,8.79,11820,12740,14270,15920,18280,2007
129790,TX,29700,"Laredo, TX",41-0000,major,11510,8.9,10.76,22390,2.8,5.87,6.68,8.29,11.87,18.80,12210,13900,17240,24680,39110,2007
129804,TX,29700,"Laredo, TX",43-0000,major,18520,6.0,11.65,24230,1.5,6.60,8.19,10.53,13.84,18.33,13740,17030,21910,28780,38120,2007
129841,TX,29700,"Laredo, TX",47-0000,major,3150,9.9,12.87,26780,4.4,7.40,8.79,11.40,15.12,21.06,15400,18280,23720,31440,43810,2007
129857,TX,29700,"Laredo, TX",49-0000,major,2590,4.8,13.39,27850,3.0,7.24,8.90,11.79,15.98,22.76,15050,18510,24530,33240,47350,2007
129875,TX,29700,"Laredo, TX",51-0000,major,1500,11.9,10.60,22050,6.3,5.93,6.84,8.61,11.66,17.17,12330,14220,17910,24250,35710,2007
129888,TX,29700,"Laredo, TX",53-0000,major,9850,6.8,12.39,25780,4.4,6.41,7.89,9.64,16.18,22.20,13340,16420,20050,33660,46180,2007
129906,TX,30980,"Longview, TX",11-0000,major,3670,5.5,38.11,79280,2.4,16.72,23.54,33.77,46.81,64.21,34770,48960,70230,97360,133550,2007
129924,TX,30980,"Longview, TX",13-0000,major,2090,9.5,25.18,52380,5.5,12.12,15.62,21.61,29.63,39.95,25220,32500,44960,61630,83100,2007
129939,TX,30980,"Longview, TX",15-0000,major,660,8.7,24.83,51640,4.1,13.31,17.89,23.44,31.38,38.59,27670,37220,48750,65270,80270,2007
129945,TX,30980,"Longview, TX",17-0000,major,990,11.3,26.79,55720,4.9,12.69,17.11,26.26,34.35,43.66,26400,35580,54620,71460,90810,2007
129958,TX,30980,"Longview, TX",19-0000,major,450,19.4,24.29,50530,5.0,13.97,16.73,21.28,29.45,37.84,29060,34790,44260,61260,78710,2007
129963,TX,30980,"Longview, TX",21-0000,major,990,18.4,18.13,37700,4.4,10.75,13.86,18.04,21.99,26.86,22370,28830,37520,45750,55860,2007
129974,TX,30980,"Longview, TX",23-0000,major,380,7.0,35.29,73400,16.3,13.91,17.25,23.63,37.21,#,28930,35880,49150,77390,#,2007
129977,TX,30980,"Longview, TX",25-0000,major,5890,5.6,17.06,35480,1.5,6.86,11.21,17.87,22.14,25.17,14270,23320,37170,46060,52350,2007
129992,TX,30980,"Longview, TX",27-0000,major,670,32.8,13.05,27140,4.9,6.97,8.48,11.08,15.97,21.92,14500,17640,23040,33210,45600,2007
129998,TX,30980,"Longview, TX",29-0000,major,4280,11.7,25.63,53300,3.5,12.68,15.96,20.82,27.56,42.59,26380,33190,43300,57330,88590,2007
130019,TX,30980,"Longview, TX",31-0000,major,2250,9.8,10.68,22210,4.4,7.24,8.32,9.66,11.68,15.32,15050,17310,20090,24300,31870,2007
130027,TX,30980,"Longview, TX",33-0000,major,1550,6.1,15.59,32440,4.5,8.05,10.61,15.06,19.68,24.57,16740,22070,31310,40940,51110,2007
130034,TX,30980,"Longview, TX",35-0000,major,7510,3.3,7.67,15950,1.4,5.70,6.21,7.06,8.43,10.55,11860,12920,14690,17540,21930,2007
130049,TX,30980,"Longview, TX",37-0000,major,2400,4.1,9.17,19080,2.2,6.05,7.00,8.61,10.81,13.10,12580,14550,17910,22490,27240,2007
130057,TX,30980,"Longview, TX",39-0000,major,2120,6.3,7.49,15590,4.7,5.71,6.19,6.98,8.03,10.02,11880,12870,14520,16710,20840,2007
130068,TX,30980,"Longview, TX",41-0000,major,9590,4.8,14.85,30880,7.4,6.07,7.18,9.97,17.23,30.59,12630,14930,20740,35830,63630,2007
130082,TX,30980,"Longview, TX",43-0000,major,14350,3.0,12.28,25540,1.4,7.22,8.82,11.15,14.47,19.31,15030,18340,23190,30100,40170,2007
130119,TX,30980,"Longview, TX",45-0000,major,90,42.0,12.11,25190,15.6,7.33,8.32,9.50,15.22,20.55,15240,17310,19760,31650,42740,2007
130121,TX,30980,"Longview, TX",47-0000,major,7710,7.9,15.05,31310,2.5,8.99,10.58,13.33,17.38,23.34,18700,22010,27740,36140,48540,2007
130144,TX,30980,"Longview, TX",49-0000,major,4850,7.0,15.73,32710,1.7,9.18,11.53,14.70,18.71,24.24,19100,23980,30590,38920,50410,2007
130165,TX,30980,"Longview, TX",51-0000,major,10210,5.5,14.09,29320,2.0,8.03,10.24,13.02,16.74,21.67,16700,21300,27090,34810,45070,2007
130211,TX,30980,"Longview, TX",53-0000,major,6940,7.6,12.38,25750,2.4,6.87,8.82,11.32,14.46,19.52,14290,18350,23550,30070,40600,2007
130229,TX,31180,"Lubbock, TX",11-0000,major,4200,5.0,36.33,75570,2.0,16.08,22.21,30.78,44.29,64.23,33440,46200,64020,92130,133590,2007
130247,TX,31180,"Lubbock, TX",13-0000,major,3460,9.5,24.43,50820,2.0,13.00,16.76,22.08,29.10,39.18,27030,34860,45930,60530,81500,2007
130269,TX,31180,"Lubbock, TX",15-0000,major,1230,14.5,23.88,49680,2.2,13.13,15.99,21.31,28.16,39.85,27310,33260,44320,58570,82890,2007
130278,TX,31180,"Lubbock, TX",17-0000,major,930,10.0,23.99,49900,5.4,9.22,14.03,21.16,31.11,42.94,19180,29180,44020,64710,89310,2007
130292,TX,31180,"Lubbock, TX",19-0000,major,910,16.8,35.40,73640,24.5,10.88,15.95,22.54,40.97,#,22630,33170,46880,85210,#,2007
130296,TX,31180,"Lubbock, TX",21-0000,major,1140,11.5,17.11,35580,4.2,11.10,13.25,15.59,20.55,25.93,23090,27550,32430,42750,53930,2007
130305,TX,31180,"Lubbock, TX",23-0000,major,500,15.7,29.78,61930,15.1,8.72,13.40,26.06,38.13,65.74,18130,27880,54200,79300,136750,2007
130310,TX,31180,"Lubbock, TX",25-0000,major,11070,35.8,33.84,70380,21.7,8.02,16.03,24.00,45.28,#,16670,33340,49920,94180,#,2007
130328,TX,31180,"Lubbock, TX",27-0000,major,1420,11.2,15.39,32000,4.3,7.19,9.09,12.55,18.96,26.05,14960,18910,26100,39430,54190,2007
130341,TX,31180,"Lubbock, TX",29-0000,major,9470,25.7,27.41,57010,6.1,12.47,16.48,20.96,29.61,48.11,25940,34280,43600,61590,100070,2007
130367,TX,31180,"Lubbock, TX",31-0000,major,4030,13.7,9.98,20760,1.9,7.56,8.22,9.19,11.01,13.36,15730,17100,19120,22900,27780,2007
130378,TX,31180,"Lubbock, TX",33-0000,major,2400,11.9,17.20,35770,7.5,7.43,10.72,14.93,23.82,29.76,15450,22300,31050,49550,61890,2007
130384,TX,31180,"Lubbock, TX",35-0000,major,13070,2.8,7.98,16590,1.7,5.74,6.27,7.14,8.76,11.25,11940,13030,14850,18210,23410,2007
130400,TX,31180,"Lubbock, TX",37-0000,major,3390,8.3,8.92,18540,2.8,5.96,6.82,8.17,9.61,12.78,12400,14180,16990,19980,26580,2007
130407,TX,31180,"Lubbock, TX",39-0000,major,4190,11.3,7.94,16520,3.2,5.74,6.24,7.06,8.94,11.46,11940,12970,14690,18590,23840,2007
130419,TX,31180,"Lubbock, TX",41-0000,major,13940,3.7,14.11,29340,3.5,6.10,7.22,9.79,17.11,26.16,12680,15030,20370,35600,54420,2007
130437,TX,31180,"Lubbock, TX",43-0000,major,23730,7.6,12.12,25210,1.8,6.92,8.61,10.98,14.46,19.04,14400,17920,22830,30070,39600,2007
130480,TX,31180,"Lubbock, TX",45-0000,major,520,10.7,10.45,21740,5.9,6.25,7.44,10.01,11.46,15.77,13010,15470,20820,23830,32810,2007
130482,TX,31180,"Lubbock, TX",47-0000,major,4000,7.9,13.63,28350,2.1,8.14,10.13,12.84,16.34,20.07,16920,21080,26700,33990,41750,2007
130499,TX,31180,"Lubbock, TX",49-0000,major,4930,5.6,16.14,33570,3.1,8.79,10.90,14.65,20.38,26.80,18280,22670,30480,42390,55740,2007
130519,TX,31180,"Lubbock, TX",51-0000,major,5120,5.9,11.79,24530,1.9,7.05,8.35,10.51,13.95,18.23,14670,17370,21850,29020,37930,2007
130555,TX,31180,"Lubbock, TX",53-0000,major,7620,6.2,11.75,24440,2.3,6.33,7.78,10.22,14.00,19.68,13160,16180,21250,29130,40930,2007
130573,TX,32580,"McAllen-Edinburg-Mission, TX",11-0000,major,6330,5.6,35.29,73410,2.2,16.85,22.26,30.45,41.34,60.55,35040,46310,63340,85980,125940,2007
130592,TX,32580,"McAllen-Edinburg-Mission, TX",13-0000,major,4390,6.5,22.59,46980,3.3,11.33,15.22,20.30,28.02,35.28,23580,31660,42220,58290,73390,2007
130613,TX,32580,"McAllen-Edinburg-Mission, TX",15-0000,major,940,12.7,20.47,42570,2.7,11.64,14.26,18.42,25.86,32.16,24200,29660,38310,53780,66880,2007
130620,TX,32580,"McAllen-Edinburg-Mission, TX",17-0000,major,1090,8.5,19.31,40160,5.0,7.18,10.83,16.88,25.04,34.76,14940,22520,35110,52090,72290,2007
130631,TX,32580,"McAllen-Edinburg-Mission, TX",19-0000,major,910,18.3,20.18,41970,4.7,8.35,12.59,18.21,26.34,34.71,17370,26190,37870,54780,72190,2007
130638,TX,32580,"McAllen-Edinburg-Mission, TX",21-0000,major,2080,8.1,19.91,41410,2.9,8.93,14.04,19.91,25.83,30.84,18580,29210,41420,53730,64140,2007
130649,TX,32580,"McAllen-Edinburg-Mission, TX",23-0000,major,780,15.7,24.70,51370,7.7,11.56,14.33,20.70,30.26,40.44,24050,29810,43050,62940,84120,2007
130654,TX,32580,"McAllen-Edinburg-Mission, TX",25-0000,major,22900,3.4,18.96,39430,2.3,7.66,11.91,18.95,24.19,29.13,15920,24770,39420,50310,60590,2007
130674,TX,32580,"McAllen-Edinburg-Mission, TX",27-0000,major,1230,12.3,16.15,33580,6.6,6.78,8.87,12.79,19.60,29.61,14110,18450,26590,40770,61590,2007
130683,TX,32580,"McAllen-Edinburg-Mission, TX",29-0000,major,11720,9.4,27.35,56890,3.1,10.59,14.95,23.54,31.66,49.45,22040,31090,48970,65860,102850,2007
130710,TX,32580,"McAllen-Edinburg-Mission, TX",31-0000,major,7760,15.9,10.04,20880,5.0,6.07,7.27,8.86,11.12,14.86,12630,15120,18430,23120,30900,2007
130722,TX,32580,"McAllen-Edinburg-Mission, TX",33-0000,major,5420,3.3,15.90,33070,6.5,6.44,9.51,14.68,19.75,27.55,13390,19770,30540,41080,57310,2007
130733,TX,32580,"McAllen-Edinburg-Mission, TX",35-0000,major,17550,2.1,7.66,15930,1.3,5.69,6.16,6.95,8.34,10.89,11840,12820,14450,17350,22660,2007
130749,TX,32580,"McAllen-Edinburg-Mission, TX",37-0000,major,6130,5.1,8.49,17650,1.8,5.86,6.58,7.92,9.90,11.66,12180,13680,16470,20590,24260,2007
130757,TX,32580,"McAllen-Edinburg-Mission, TX",39-0000,major,20810,6.2,6.86,14270,1.9,5.62,6.00,6.63,7.26,7.81,11690,12470,13780,15100,16230,2007
130771,TX,32580,"McAllen-Edinburg-Mission, TX",41-0000,major,22440,3.1,10.84,22550,2.6,5.85,6.59,8.09,11.74,19.26,12170,13710,16820,24420,40060,2007
130787,TX,32580,"McAllen-Edinburg-Mission, TX",43-0000,major,35690,2.4,11.16,23210,1.9,6.53,8.00,10.01,13.22,17.36,13590,16650,20820,27490,36110,2007
130834,TX,32580,"McAllen-Edinburg-Mission, TX",45-0000,major,1950,13.6,7.43,15440,3.4,5.64,6.04,6.70,7.40,9.43,11730,12560,13930,15390,19610,2007
130840,TX,32580,"McAllen-Edinburg-Mission, TX",47-0000,major,7770,6.1,11.27,23450,2.4,6.86,8.32,10.22,12.96,16.58,14270,17300,21260,26960,34490,2007
130863,TX,32580,"McAllen-Edinburg-Mission, TX",49-0000,major,7560,5.8,12.39,25780,2.4,6.53,8.19,10.93,14.64,20.63,13570,17040,22730,30460,42900,2007
130889,TX,32580,"McAllen-Edinburg-Mission, TX",51-0000,major,8750,5.4,10.89,22640,2.7,6.20,7.47,9.29,12.76,17.96,12900,15530,19330,26550,37350,2007
130926,TX,32580,"McAllen-Edinburg-Mission, TX",53-0000,major,16000,3.6,10.43,21700,2.9,5.86,6.66,8.37,12.62,18.40,12180,13860,17420,26260,38270,2007
130946,TX,33260,"Midland, TX",11-0000,major,3810,9.0,47.78,99390,10.2,19.16,27.16,40.44,65.25,#,39850,56490,84120,135730,#,2007
130966,TX,33260,"Midland, TX",13-0000,major,3450,8.4,35.61,74060,7.5,17.11,24.12,32.01,44.86,57.98,35590,50160,66570,93310,120600,2007
130984,TX,33260,"Midland, TX",15-0000,major,820,19.5,32.27,67120,7.8,16.00,22.13,31.26,41.47,50.99,33290,46040,65010,86250,106050,2007
130992,TX,33260,"Midland, TX",17-0000,major,2330,33.2,31.95,66450,17.7,6.81,13.78,28.45,46.67,65.67,14170,28650,59180,97080,136600,2007
131007,TX,33260,"Midland, TX",19-0000,major,**,**,38.41,79890,13.2,8.36,15.08,35.93,55.55,#,17390,31360,74730,115550,#,2007
131014,TX,33260,"Midland, TX",21-0000,major,540,14.6,15.92,33120,6.9,8.51,10.99,14.32,18.86,26.65,17700,22860,29790,39230,55420,2007
131021,TX,33260,"Midland, TX",23-0000,major,640,14.3,46.25,96190,11.9,12.84,23.29,39.28,66.66,#,26700,48450,81710,138650,#,2007
131025,TX,33260,"Midland, TX",25-0000,major,3200,9.3,19.77,41130,4.1,7.48,16.11,20.32,24.04,28.50,15570,33510,42270,50000,59280,2007
131031,TX,33260,"Midland, TX",27-0000,major,530,11.8,16.29,33880,6.5,6.78,8.97,13.16,19.36,29.72,14100,18660,27370,40280,61830,2007
131036,TX,33260,"Midland, TX",29-0000,major,2640,12.6,32.89,68410,12.3,12.85,16.56,23.34,36.25,#,26730,34450,48540,75400,#,2007
131049,TX,33260,"Midland, TX",31-0000,major,1150,14.5,10.19,21200,4.3,6.24,7.58,9.04,11.42,16.61,12970,15760,18810,23760,34550,2007
131055,TX,33260,"Midland, TX",33-0000,major,1000,7.1,18.12,37690,6.6,9.50,13.27,17.34,22.38,29.23,19760,27590,36060,46540,60800,2007
131057,TX,33260,"Midland, TX",35-0000,major,5000,4.8,7.99,16610,1.6,5.77,6.31,7.23,8.80,11.09,11990,13130,15040,18310,23060,2007
131071,TX,33260,"Midland, TX",37-0000,major,1590,11.1,8.24,17130,3.4,5.79,6.33,7.25,9.00,11.93,12040,13170,15090,18710,24800,2007
131076,TX,33260,"Midland, TX",39-0000,major,**,**,8.17,16990,5.5,5.64,6.22,7.19,9.13,11.49,11730,12940,14950,18990,23900,2007
131087,TX,33260,"Midland, TX",41-0000,major,7040,5.7,16.01,33310,7.7,6.08,7.20,10.22,20.89,33.94,12650,14980,21250,43460,70600,2007
131101,TX,33260,"Midland, TX",43-0000,major,11930,4.3,13.52,28120,4.0,7.41,9.34,11.99,16.16,21.94,15410,19430,24940,33620,45640,2007
131135,TX,33260,"Midland, TX",47-0000,major,6690,12.5,16.81,34960,5.5,9.30,11.31,14.13,17.95,27.36,19350,23530,29400,37330,56910,2007
131155,TX,33260,"Midland, TX",49-0000,major,3100,19.5,16.83,35010,3.6,8.30,11.09,14.81,21.90,29.09,17250,23060,30810,45560,60510,2007
131171,TX,33260,"Midland, TX",51-0000,major,3950,11.3,14.20,29530,3.6,7.14,8.88,12.21,17.13,24.64,14840,18470,25400,35630,51250,2007
131193,TX,33260,"Midland, TX",53-0000,major,4500,6.3,13.63,28350,3.5,6.79,8.71,12.34,16.26,22.63,14120,18110,25670,33810,47080,2007
131207,TX,36220,"Odessa, TX",11-0000,major,2960,6.5,41.93,87210,2.7,19.98,26.32,36.40,50.42,#,41560,54740,75700,104860,#,2007
131222,TX,36220,"Odessa, TX",13-0000,major,1340,10.9,24.84,51660,6.0,12.82,16.47,20.93,28.70,42.98,26670,34260,43530,59690,89400,2007
131232,TX,36220,"Odessa, TX",15-0000,major,310,20.2,27.47,57130,7.7,12.96,17.48,25.27,35.54,46.90,26950,36360,52560,73930,97540,2007
131238,TX,36220,"Odessa, TX",17-0000,major,550,13.9,30.13,62680,7.7,12.42,17.38,28.91,38.39,51.79,25840,36160,60130,79860,107730,2007
131244,TX,36220,"Odessa, TX",19-0000,major,340,18.1,24.20,50340,18.3,10.07,12.43,17.07,27.17,56.55,20950,25840,35500,56520,117610,2007
131247,TX,36220,"Odessa, TX",21-0000,major,360,8.7,19.68,40940,6.3,12.42,14.49,20.28,23.97,27.99,25830,30140,42190,49870,58210,2007
131249,TX,36220,"Odessa, TX",23-0000,major,**,**,31.18,64840,20.2,14.98,18.71,25.98,33.82,50.95,31170,38920,54030,70340,105980,2007
