,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
27011,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",31-0000,major,8560,4.4,26.091,14.56,30280,1.3,10.48,11.91,13.76,16.03,19.78,21790,24760,28630,33350,41140,2009
27025,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",33-0000,major,6810,6.4,20.759,18.99,39490,4.5,9.44,11.49,16.16,24.62,33.33,19640,23890,33600,51200,69340,2009
27036,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",35-0000,major,25360,2.4,77.276,10.78,22430,1.1,7.52,8.05,9.45,12.41,15.62,15640,16750,19660,25810,32480,2009
27053,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",37-0000,major,10370,2.5,31.582,12.31,25610,2.2,7.75,8.79,11.03,14.65,18.61,16120,18270,22950,30470,38720,2009
27062,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",39-0000,major,6830,4.3,20.807,12.70,26410,2.0,7.77,8.75,10.84,15.07,20.41,16170,18190,22540,31350,42440,2009
27079,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",41-0000,major,34120,3.0,103.965,18.11,37670,2.6,7.73,8.79,12.02,21.68,36.57,16080,18280,25010,45090,76060,2009
27100,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",43-0000,major,62050,2.8,189.073,17.04,35430,1.1,9.46,12.25,15.92,20.94,25.82,19670,25480,33110,43560,53700,2009
27150,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",45-0000,major,410,12.9,1.264,13.54,28170,4.3,7.96,9.38,12.02,16.29,21.76,16570,19500,25000,33880,45260,2009
27153,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",47-0000,major,13020,2.8,39.665,22.43,46660,1.3,12.58,15.83,20.88,28.22,35.28,26160,32930,43420,58700,73380,2009
27184,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",49-0000,major,12980,6.5,39.564,22.48,46750,1.6,11.81,16.10,22.28,28.58,33.52,24570,33480,46350,59450,69720,2009
27218,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",51-0000,major,14830,5.7,45.179,19.45,40450,3.2,9.04,12.40,18.36,25.95,30.88,18800,25800,38200,53970,64220,2009
27263,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",53-0000,major,19470,4.3,59.335,15.92,33120,1.6,8.38,10.78,14.53,19.30,25.41,17420,22420,30220,40140,52850,2009
27287,FL,14600,"Bradenton-Sarasota-Venice, FL",11-0000,major,7470,4.7,30.234,46.05,95780,2.3,20.56,28.27,39.98,54.86,#,42760,58800,83160,114100,#,2009
27312,FL,14600,"Bradenton-Sarasota-Venice, FL",13-0000,major,10310,3.7,41.729,27.93,58090,2.0,15.05,18.88,24.86,33.43,43.58,31310,39260,51700,69530,90640,2009
27338,FL,14600,"Bradenton-Sarasota-Venice, FL",15-0000,major,2790,6.4,11.298,28.49,59260,2.3,14.72,20.28,26.86,35.65,44.75,30610,42170,55870,74160,93090,2009
27349,FL,14600,"Bradenton-Sarasota-Venice, FL",17-0000,major,2610,7.2,10.553,31.31,65130,5.2,15.41,20.12,27.63,37.11,49.93,32050,41850,57480,77190,103850,2009
27367,FL,14600,"Bradenton-Sarasota-Venice, FL",19-0000,major,1280,12.6,5.175,28.13,58520,6.0,14.79,17.91,23.49,32.32,45.26,30770,37260,48860,67230,94140,2009
27380,FL,14600,"Bradenton-Sarasota-Venice, FL",21-0000,major,2380,5.3,9.650,19.38,40300,3.1,11.67,14.62,18.30,23.47,29.11,24260,30400,38050,48820,60540,2009
27394,FL,14600,"Bradenton-Sarasota-Venice, FL",23-0000,major,2260,11.2,9.158,37.18,77340,8.0,15.38,18.79,25.08,48.19,65.53,31990,39090,52160,100240,136290,2009
27399,FL,14600,"Bradenton-Sarasota-Venice, FL",25-0000,major,11210,2.4,45.380,21.95,45660,3.0,9.98,14.07,21.58,28.69,35.13,20750,29270,44880,59680,73080,2009
27418,FL,14600,"Bradenton-Sarasota-Venice, FL",27-0000,major,3300,22.5,13.369,22.44,46670,3.8,9.43,14.26,20.82,26.01,34.91,19610,29660,43310,54110,72620,2009
27437,FL,14600,"Bradenton-Sarasota-Venice, FL",29-0000,major,16570,11.1,67.064,30.65,63740,3.6,13.30,18.61,25.48,33.33,49.54,27660,38700,53000,69320,103040,2009
27478,FL,14600,"Bradenton-Sarasota-Venice, FL",31-0000,major,9640,7.2,39.019,12.91,26860,1.4,9.14,10.65,12.26,14.77,17.61,19010,22160,25500,30720,36640,2009
27492,FL,14600,"Bradenton-Sarasota-Venice, FL",33-0000,major,5330,2.7,21.568,19.12,39770,4.3,9.42,11.48,17.75,24.99,31.14,19580,23870,36910,51970,64760,2009
27505,FL,14600,"Bradenton-Sarasota-Venice, FL",35-0000,major,28460,5.1,115.178,10.28,21380,2.0,7.43,7.82,9.05,11.44,14.99,15450,16270,18830,23790,31190,2009
27522,FL,14600,"Bradenton-Sarasota-Venice, FL",37-0000,major,11140,4.6,45.110,11.75,24440,1.9,7.98,9.02,10.85,13.09,16.29,16600,18770,22570,27240,33880,2009
27531,FL,14600,"Bradenton-Sarasota-Venice, FL",39-0000,major,7300,13.0,29.535,11.47,23860,2.7,7.55,8.24,9.95,12.68,17.76,15710,17150,20700,26370,36950,2009
27551,FL,14600,"Bradenton-Sarasota-Venice, FL",41-0000,major,29600,3.3,119.817,17.26,35890,2.7,7.79,8.97,12.38,19.74,31.38,16210,18650,25760,41070,65260,2009
27570,FL,14600,"Bradenton-Sarasota-Venice, FL",43-0000,major,46630,2.5,188.761,14.36,29870,1.2,8.67,10.70,13.52,17.06,21.50,18040,22250,28130,35480,44720,2009
27619,FL,14600,"Bradenton-Sarasota-Venice, FL",45-0000,major,680,28.3,2.760,10.80,22460,9.5,7.35,7.55,8.81,12.95,17.98,15280,15700,18330,26940,37390,2009
27622,FL,14600,"Bradenton-Sarasota-Venice, FL",47-0000,major,14070,5.4,56.949,17.71,36840,1.8,10.17,12.70,16.09,20.70,27.50,21150,26410,33480,43060,57190,2009
27648,FL,14600,"Bradenton-Sarasota-Venice, FL",49-0000,major,9830,4.9,39.787,18.24,37940,1.7,10.64,13.30,16.92,21.94,27.97,22130,27660,35200,45640,58180,2009
27673,FL,14600,"Bradenton-Sarasota-Venice, FL",51-0000,major,12000,4.2,48.584,15.27,31770,1.5,8.90,11.03,14.03,18.15,23.66,18510,22930,29190,37750,49210,2009
27725,FL,14600,"Bradenton-Sarasota-Venice, FL",53-0000,major,12190,3.8,49.322,13.54,28160,2.0,8.06,9.46,11.94,15.55,21.11,16760,19680,24830,32350,43910,2009
27744,FL,15980,"Cape Coral-Fort Myers, FL",11-0000,major,6120,4.9,30.410,46.46,96630,2.7,20.35,27.90,39.18,57.19,#,42330,58040,81480,118960,#,2009
27769,FL,15980,"Cape Coral-Fort Myers, FL",13-0000,major,7330,5.4,36.381,28.26,58770,2.5,15.81,19.28,25.30,34.08,44.55,32890,40100,52620,70890,92650,2009
27792,FL,15980,"Cape Coral-Fort Myers, FL",15-0000,major,2090,8.3,10.390,32.44,67480,3.5,16.79,21.34,28.51,40.26,55.46,34920,44380,59290,83750,115360,2009
27802,FL,15980,"Cape Coral-Fort Myers, FL",17-0000,major,2090,8.3,10.394,27.89,58000,3.5,14.12,18.10,25.55,33.64,46.76,29370,37640,53140,69970,97250,2009
27816,FL,15980,"Cape Coral-Fort Myers, FL",19-0000,major,880,7.8,4.385,26.89,55930,3.6,14.85,18.60,24.19,33.05,40.19,30900,38690,50310,68750,83600,2009
27825,FL,15980,"Cape Coral-Fort Myers, FL",21-0000,major,2010,17.1,9.973,19.86,41310,5.9,11.85,14.59,18.14,23.16,30.10,24650,30340,37730,48170,62620,2009
27838,FL,15980,"Cape Coral-Fort Myers, FL",23-0000,major,1460,9.6,7.250,36.64,76210,9.3,14.28,19.99,27.43,45.27,71.71,29700,41580,57040,94160,149160,2009
27862,FL,15980,"Cape Coral-Fort Myers, FL",27-0000,major,2510,14.0,12.442,21.36,44430,5.5,9.33,12.50,17.96,25.27,32.56,19400,26000,37360,52560,67720,2009
27879,FL,15980,"Cape Coral-Fort Myers, FL",29-0000,major,13130,5.6,65.204,33.03,68710,2.5,14.74,20.47,28.52,37.31,55.92,30660,42590,59310,77610,116320,2009
27911,FL,15980,"Cape Coral-Fort Myers, FL",31-0000,major,5900,3.6,29.322,13.53,28150,1.6,9.96,11.05,12.74,15.10,18.18,20710,22990,26510,31410,37810,2009
27924,FL,15980,"Cape Coral-Fort Myers, FL",33-0000,major,4480,3.8,22.259,20.76,43190,5.8,9.11,11.62,19.36,26.94,36.42,18950,24160,40270,56030,75760,2009
27933,FL,15980,"Cape Coral-Fort Myers, FL",35-0000,major,23030,2.7,114.357,10.33,21500,2.5,7.46,7.92,9.20,11.59,15.51,15530,16480,19130,24100,32260,2009
27950,FL,15980,"Cape Coral-Fort Myers, FL",37-0000,major,8880,5.7,44.123,11.34,23590,2.0,7.75,8.63,10.35,12.59,16.24,16120,17960,21530,26200,33770,2009
27958,FL,15980,"Cape Coral-Fort Myers, FL",39-0000,major,5760,6.8,28.613,12.24,25460,2.8,7.64,8.58,10.33,13.46,20.14,15900,17850,21490,28000,41890,2009
27978,FL,15980,"Cape Coral-Fort Myers, FL",41-0000,major,28690,2.9,142.491,17.31,36000,3.3,7.65,8.93,12.21,20.01,31.59,15900,18580,25390,41620,65710,2009
27997,FL,15980,"Cape Coral-Fort Myers, FL",43-0000,major,37000,2.6,183.721,14.60,30370,0.8,8.81,10.85,13.65,17.47,22.23,18330,22560,28390,36330,46240,2009
28045,FL,15980,"Cape Coral-Fort Myers, FL",45-0000,major,140,40.6,0.697,11.71,24350,4.3,8.09,8.56,9.34,13.63,20.24,16820,17800,19440,28360,42100,2009
28047,FL,15980,"Cape Coral-Fort Myers, FL",47-0000,major,14650,3.7,72.754,17.84,37110,1.5,10.43,13.09,16.33,20.94,28.08,21700,27230,33980,43550,58410,2009
28077,FL,15980,"Cape Coral-Fort Myers, FL",49-0000,major,9140,6.3,45.413,19.29,40130,1.5,11.25,14.10,18.16,23.19,29.32,23390,29320,37780,48240,60980,2009
28104,FL,15980,"Cape Coral-Fort Myers, FL",51-0000,major,6020,6.1,29.901,15.24,31690,2.6,8.56,10.39,13.67,18.14,24.37,17800,21600,28430,37720,50680,2009
28144,FL,15980,"Cape Coral-Fort Myers, FL",53-0000,major,9680,6.4,48.075,14.02,29160,2.3,8.50,9.85,12.67,16.08,20.90,17670,20490,26350,33440,43470,2009
28166,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",11-0000,major,4140,4.8,26.665,43.25,89960,3.4,17.56,25.28,36.39,52.17,77.61,36520,52570,75690,108510,161420,2009
28188,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",13-0000,major,5600,4.1,36.097,24.60,51170,2.1,12.70,16.90,22.21,30.18,39.02,26410,35150,46190,62770,81170,2009
28209,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",15-0000,major,1600,8.1,10.329,25.86,53790,1.8,14.46,18.41,24.70,31.70,40.21,30070,38280,51370,65940,83630,2009
28219,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",17-0000,major,1750,6.6,11.270,27.34,56870,4.0,13.28,17.17,24.09,32.02,44.12,27630,35720,50100,66600,91760,2009
28235,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",19-0000,major,560,8.3,3.636,23.53,48940,2.3,14.78,17.46,21.73,27.65,34.68,30740,36320,45190,57520,72130,2009
28240,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",21-0000,major,2540,5.2,16.346,17.47,36340,2.3,10.37,13.25,16.72,20.56,25.80,21570,27560,34770,42760,53660,2009
28253,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",23-0000,major,1290,8.6,8.298,33.78,70260,12.3,15.12,18.36,25.27,35.02,68.72,31440,38180,52560,72850,142940,2009
28258,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",25-0000,major,9190,3.9,59.244,19.15,39840,2.1,9.91,12.32,18.15,23.31,30.30,20610,25620,37750,48480,63030,2009
28280,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",27-0000,major,1560,10.6,10.083,19.13,39790,4.7,8.67,11.87,16.73,23.72,32.10,18030,24680,34810,49350,66770,2009
28290,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",29-0000,major,9770,10.0,63.006,31.37,65240,5.2,13.20,17.47,23.55,31.73,56.96,27460,36340,48980,66000,118480,2009
28321,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",31-0000,major,5910,8.0,38.075,11.96,24880,1.8,8.62,9.92,11.43,13.71,15.54,17920,20640,23770,28530,32320,2009
28334,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",33-0000,major,4320,2.8,27.836,16.02,33320,3.1,8.26,10.14,15.34,19.58,25.36,17180,21090,31910,40730,52740,2009
28344,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",35-0000,major,17520,3.1,112.964,9.76,20290,2.0,7.41,7.71,8.76,10.90,13.95,15410,16040,18210,22660,29010,2009
28360,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",37-0000,major,6940,7.2,44.756,10.74,22340,2.2,7.69,8.42,9.66,11.87,15.50,15990,17520,20080,24690,32230,2009
28368,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",39-0000,major,4810,6.5,30.992,11.12,23120,2.7,7.57,8.20,9.79,12.38,16.04,15750,17060,20360,25750,33370,2009
28383,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",41-0000,major,19630,3.4,126.578,15.30,31820,2.7,7.46,8.42,11.06,17.55,27.88,15510,17510,23000,36500,58000,2009
28401,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",43-0000,major,30450,3.3,196.324,13.26,27580,1.6,8.12,9.92,12.32,15.44,19.79,16880,20630,25630,32120,41160,2009
28447,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",45-0000,major,220,12.6,1.391,11.87,24700,6.7,7.53,8.48,10.83,14.06,18.26,15670,17630,22520,29250,37970,2009
28450,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",47-0000,major,8260,5.1,53.234,15.61,32480,2.1,8.89,11.14,14.20,18.59,24.05,18500,23170,29530,38670,50020,2009
28475,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",49-0000,major,6250,4.9,40.292,16.19,33670,2.0,9.30,11.55,15.00,19.72,25.34,19340,24030,31190,41010,52720,2009
28500,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",51-0000,major,6420,3.6,41.398,14.70,30580,1.8,8.73,10.61,13.62,17.23,22.24,18160,22060,28330,35830,46250,2009
28538,FL,19660,"Deltona-Daytona Beach-Ormond Beach, FL",53-0000,major,6390,4.7,41.187,13.90,28900,2.5,7.90,9.48,12.22,16.10,21.88,16440,19720,25420,33490,45510,2009
28556,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",11-0000,major,22120,2.8,30.922,53.45,111170,1.5,23.13,32.01,47.11,66.13,#,48110,66590,97980,137550,#,2009
28585,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",13-0000,major,36520,3.6,51.055,29.89,62170,2.2,15.23,19.26,26.07,35.67,48.28,31690,40050,54230,74200,100410,2009
28614,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",15-0000,major,18030,4.4,25.212,28.25,58760,5.5,14.08,17.02,25.77,36.32,47.24,29280,35390,53600,75550,98260,2009
28625,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",17-0000,major,8720,11.6,12.194,29.71,61800,1.7,16.25,20.83,28.18,36.25,45.35,33790,43330,58620,75390,94330,2009
28653,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",19-0000,major,3400,12.1,4.749,26.60,55330,3.0,13.31,19.08,24.66,31.91,41.84,27680,39680,51280,66380,87030,2009
28672,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",21-0000,major,7580,6.0,10.598,20.53,42700,3.0,12.49,15.12,18.91,24.74,31.64,25980,31440,39320,51450,65820,2009
28688,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",23-0000,major,8650,7.1,12.093,40.03,83270,6.5,14.97,19.97,27.50,49.52,#,31140,41540,57200,103010,#,2009
28696,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",25-0000,major,35320,1.6,49.373,21.26,44220,3.7,8.18,10.82,20.08,27.46,37.73,17010,22500,41780,57110,78490,2009
28720,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",27-0000,major,8580,5.3,11.993,23.87,49640,2.3,10.50,15.20,21.31,29.50,39.26,21840,31610,44330,61360,81660,2009
28753,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",29-0000,major,37490,4.7,52.416,32.44,67470,2.3,13.64,19.35,28.04,37.90,52.17,28380,40250,58320,78830,108520,2009
28799,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",31-0000,major,20320,5.2,28.405,12.77,26570,1.6,8.56,9.84,11.76,14.77,18.51,17800,20460,24460,30730,38500,2009
28814,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",33-0000,major,21790,7.3,30.465,20.94,43560,5.8,8.73,10.67,18.55,29.72,36.81,18160,22190,38570,61830,76560,2009
28828,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",35-0000,major,63830,2.3,89.239,10.32,21470,1.4,7.41,7.72,8.89,11.62,15.44,15410,16050,18490,24170,32110,2009
28845,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",37-0000,major,25130,4.5,35.126,11.11,23110,2.1,7.62,8.39,9.92,12.63,15.89,15840,17440,20630,26270,33040,2009
28855,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",39-0000,major,21090,6.7,29.484,12.10,25170,2.6,7.55,8.20,9.92,13.74,20.41,15700,17060,20630,28580,42450,2009
28881,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",41-0000,major,101610,2.3,142.043,18.84,39180,1.9,7.64,9.08,13.38,22.47,35.93,15890,18880,27820,46730,74730,2009
28901,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",43-0000,major,147090,3.0,205.631,15.19,31600,0.9,8.58,10.93,14.10,18.33,23.83,17860,22730,29330,38140,49570,2009
28953,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",45-0000,major,290,21.6,0.399,11.22,23340,7.0,7.67,8.22,9.11,11.94,18.78,15960,17090,18950,24840,39060,2009
28956,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",47-0000,major,33040,3.7,46.191,18.77,39040,1.4,10.66,13.31,16.89,22.72,29.85,22160,27690,35140,47250,62080,2009
28990,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",49-0000,major,30040,3.6,41.997,19.34,40220,1.4,10.71,13.80,18.12,24.15,29.88,22280,28710,37700,50230,62160,2009
29024,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",51-0000,major,23710,4.2,33.153,15.17,31550,1.4,8.33,10.20,13.62,18.39,24.43,17330,21220,28320,38260,50800,2009
29093,FL,22744,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division",53-0000,major,40960,3.5,57.261,14.63,30430,3.8,7.90,9.20,12.14,16.58,23.98,16420,19130,25250,34480,49880,2009
29122,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",11-0000,major,2160,6.0,28.188,38.72,80530,2.8,16.88,22.25,32.98,50.80,66.29,35120,46290,68590,105660,137890,2009
29136,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",13-0000,major,4780,4.3,62.349,30.61,63670,3.1,15.34,21.09,29.83,37.95,45.73,31910,43880,62050,78930,95120,2009
29156,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",15-0000,major,2300,5.8,30.043,33.59,69880,2.7,17.92,24.70,33.58,42.05,50.36,37270,51370,69850,87460,104740,2009
29168,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",17-0000,major,3540,6.6,46.226,36.06,75010,3.9,18.77,24.59,35.35,47.37,54.45,39040,51150,73540,98520,113250,2009
29185,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",19-0000,major,530,7.6,6.868,29.52,61410,4.7,15.21,20.19,28.10,36.84,45.47,31640,41990,58450,76620,94590,2009
29191,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",21-0000,major,700,9.3,9.194,18.24,37940,6.0,10.67,12.89,16.38,20.66,27.43,22190,26820,34080,42970,57050,2009
29201,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",23-0000,major,480,14.9,6.263,31.31,65120,11.3,12.79,16.57,21.68,35.25,58.11,26610,34480,45100,73320,120860,2009
29211,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",27-0000,major,650,7.1,8.433,19.76,41090,4.8,8.78,11.63,19.32,26.63,32.50,18260,24190,40180,55390,67600,2009
29219,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",29-0000,major,3350,9.6,43.712,29.10,60530,5.7,12.85,17.01,22.51,30.37,52.53,26730,35370,46830,63160,109250,2009
29241,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",31-0000,major,1520,16.4,19.780,11.70,24340,3.0,7.82,9.33,11.21,13.34,15.94,16260,19410,23310,27750,33160,2009
29248,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",33-0000,major,1940,6.6,25.324,17.26,35890,4.7,8.75,12.04,16.49,20.38,26.14,18200,25040,34300,42390,54370,2009
29254,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",35-0000,major,10040,4.0,130.986,9.78,20330,2.2,7.40,7.69,8.70,10.63,13.83,15390,15990,18110,22110,28760,2009
29268,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",37-0000,major,2520,8.2,32.824,11.14,23170,4.5,7.56,8.17,9.85,13.01,17.19,15730,17000,20490,27060,35760,2009
29275,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",39-0000,major,2320,8.3,30.278,10.51,21850,2.2,7.65,8.37,9.52,11.40,15.02,15910,17400,19800,23720,31240,2009
29287,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",41-0000,major,10180,4.4,132.774,14.12,29360,3.8,7.61,8.43,10.25,14.92,23.80,15820,17530,21330,31030,49500,2009
29304,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",43-0000,major,12910,4.7,168.407,13.72,28540,1.9,8.35,10.00,12.78,16.32,20.66,17380,20800,26580,33940,42980,2009
29346,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",47-0000,major,3520,6.3,45.966,16.99,35350,2.4,10.06,12.49,15.13,20.14,26.57,20920,25980,31480,41880,55260,2009
29365,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",49-0000,major,3440,6.7,44.880,19.71,41000,4.0,10.81,13.84,18.89,25.21,29.74,22490,28780,39300,52430,61850,2009
29385,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",51-0000,major,2850,12.6,37.162,16.26,33830,3.0,9.04,11.74,15.36,20.12,24.74,18810,24420,31960,41850,51460,2009
29403,FL,23020,"Fort Walton Beach-Crestview-Destin, FL",53-0000,major,2450,6.3,31.969,15.11,31440,4.2,8.12,10.19,12.81,17.23,24.10,16880,21190,26650,35830,50130,2009
29418,FL,23540,"Gainesville, FL",11-0000,major,2780,4.8,22.993,44.02,91570,2.9,18.94,25.51,39.00,53.80,76.43,39400,53060,81130,111900,158970,2009
29435,FL,23540,"Gainesville, FL",13-0000,major,5920,2.7,48.888,26.25,54590,1.6,15.08,18.61,23.79,31.55,41.17,31360,38710,49480,65630,85640,2009
29455,FL,23540,"Gainesville, FL",15-0000,major,2550,6.1,21.096,27.48,57150,3.5,14.61,18.63,24.39,32.23,43.15,30380,38750,50740,67040,89750,2009
29467,FL,23540,"Gainesville, FL",17-0000,major,1860,3.9,15.389,28.19,58630,2.8,14.16,18.86,26.16,35.38,44.91,29460,39220,54410,73590,93410,2009
29484,FL,23540,"Gainesville, FL",19-0000,major,2260,3.2,18.660,24.22,50380,4.7,13.03,16.29,20.67,28.48,39.75,27100,33880,43000,59230,82680,2009
29500,FL,23540,"Gainesville, FL",21-0000,major,1750,4.6,14.465,19.22,39980,2.4,11.39,13.94,17.61,23.17,29.84,23700,29000,36630,48190,62070,2009
29514,FL,23540,"Gainesville, FL",23-0000,major,780,7.5,6.476,29.25,60840,8.9,13.54,16.76,23.68,33.48,58.04,28150,34860,49250,69650,120730,2009
29518,FL,23540,"Gainesville, FL",25-0000,major,13650,1.4,112.760,33.23,69110,7.5,10.68,16.54,25.88,39.68,65.29,22210,34410,53830,82530,135800,2009
29531,FL,23540,"Gainesville, FL",27-0000,major,1770,4.6,14.629,19.62,40800,1.8,10.70,13.39,17.45,24.27,32.32,22250,27850,36290,50490,67230,2009
29542,FL,23540,"Gainesville, FL",29-0000,major,12180,9.3,100.606,30.68,63820,3.5,12.67,19.71,27.15,34.89,48.53,26350,41000,56470,72560,100940,2009
29575,FL,23540,"Gainesville, FL",31-0000,major,4400,5.4,36.354,12.15,25270,2.4,8.54,9.76,11.25,13.56,17.42,17760,20300,23390,28200,36240,2009
