,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
23912,CT,72850,"Danbury, CT",35-0000,major,4920,4.2,71.843,11.98,24920,3.8,8.20,8.98,10.84,13.96,18.10,17060,18690,22550,29040,37660,2009
23928,CT,72850,"Danbury, CT",37-0000,major,2390,5.6,34.916,14.22,29590,3.4,9.03,10.40,13.04,17.43,20.69,18790,21630,27120,36250,43040,2009
23934,CT,72850,"Danbury, CT",39-0000,major,1820,12.5,26.592,12.82,26660,3.6,8.48,9.20,11.06,14.67,20.53,17640,19150,23010,30510,42700,2009
23944,CT,72850,"Danbury, CT",41-0000,major,9090,4.8,132.907,17.97,37380,3.7,8.40,9.17,12.27,20.88,35.96,17470,19080,25530,43440,74800,2009
23961,CT,72850,"Danbury, CT",43-0000,major,12780,4.1,186.747,18.06,37570,1.3,10.30,13.28,17.24,21.94,26.22,21430,27620,35850,45630,54530,2009
24001,CT,72850,"Danbury, CT",47-0000,major,2390,5.7,34.900,23.42,48720,2.6,13.79,17.16,22.46,28.83,34.45,28670,35700,46720,59970,71660,2009
24016,CT,72850,"Danbury, CT",49-0000,major,2440,6.4,35.693,23.76,49410,2.6,12.64,16.67,23.02,29.84,36.47,26300,34670,47890,62080,75860,2009
24031,CT,72850,"Danbury, CT",51-0000,major,5100,8.4,74.507,18.36,38190,2.2,10.45,13.07,17.61,22.43,27.52,21740,27180,36630,46660,57230,2009
24059,CT,72850,"Danbury, CT",53-0000,major,3400,5.3,49.755,16.15,33600,2.1,9.27,11.65,15.07,18.98,24.68,19290,24240,31360,39470,51340,2009
24075,CT,73450,"Hartford-West Hartford-East Hartford, CT",11-0000,major,43080,1.8,76.629,50.22,104460,1.2,22.12,32.23,46.13,60.80,#,46000,67050,95950,126470,#,2009
24107,CT,73450,"Hartford-West Hartford-East Hartford, CT",13-0000,major,35690,3.7,63.485,33.73,70160,1.2,19.92,24.58,31.74,40.07,49.44,41430,51130,66020,83350,102830,2009
24135,CT,73450,"Hartford-West Hartford-East Hartford, CT",15-0000,major,20140,4.0,35.831,38.03,79100,1.1,23.72,30.13,37.76,45.79,53.96,49330,62670,78550,95250,112230,2009
24150,CT,73450,"Hartford-West Hartford-East Hartford, CT",17-0000,major,12720,3.7,22.621,35.89,74650,2.2,21.85,28.15,35.46,43.35,51.32,45450,58560,73750,90180,106740,2009
24178,CT,73450,"Hartford-West Hartford-East Hartford, CT",19-0000,major,4460,5.9,7.935,32.58,67760,2.3,18.65,23.30,30.90,39.10,47.94,38800,48460,64270,81320,99720,2009
24192,CT,73450,"Hartford-West Hartford-East Hartford, CT",21-0000,major,11470,3.4,20.413,24.07,50060,5.9,12.50,15.38,22.42,31.31,38.88,26000,31980,46640,65120,80870,2009
24208,CT,73450,"Hartford-West Hartford-East Hartford, CT",23-0000,major,6120,4.8,10.894,47.35,98490,3.4,20.52,27.41,39.42,60.21,#,42680,57010,82000,125240,#,2009
24216,CT,73450,"Hartford-West Hartford-East Hartford, CT",25-0000,major,41460,3.2,73.754,26.53,55190,2.0,10.70,14.66,24.43,35.86,43.27,22260,30490,50820,74590,90010,2009
24256,CT,73450,"Hartford-West Hartford-East Hartford, CT",27-0000,major,8710,12.7,15.487,26.79,55720,7.7,11.46,14.96,22.26,32.64,50.68,23830,31130,46300,67890,105420,2009
24287,CT,73450,"Hartford-West Hartford-East Hartford, CT",29-0000,major,32630,3.6,58.044,37.12,77210,2.0,18.38,25.20,31.88,40.24,57.78,38230,52420,66310,83710,120190,2009
24332,CT,73450,"Hartford-West Hartford-East Hartford, CT",31-0000,major,20410,5.2,36.311,15.45,32140,1.2,10.97,12.90,14.84,17.66,20.52,22820,26820,30880,36730,42690,2009
24347,CT,73450,"Hartford-West Hartford-East Hartford, CT",33-0000,major,11690,3.6,20.790,22.10,45960,5.2,9.70,12.11,20.81,31.05,36.50,20180,25190,43290,64580,75910,2009
24361,CT,73450,"Hartford-West Hartford-East Hartford, CT",35-0000,major,37370,2.4,66.481,11.45,23810,1.6,8.10,8.66,9.76,12.96,17.47,16860,18010,20310,26950,36340,2009
24378,CT,73450,"Hartford-West Hartford-East Hartford, CT",37-0000,major,18270,1.9,32.504,14.16,29450,2.1,8.75,10.16,12.66,16.78,21.90,18210,21130,26340,34900,45560,2009
24386,CT,73450,"Hartford-West Hartford-East Hartford, CT",39-0000,major,13760,6.3,24.470,12.52,26040,2.2,8.36,8.95,10.53,14.52,19.16,17380,18630,21910,30190,39840,2009
24405,CT,73450,"Hartford-West Hartford-East Hartford, CT",41-0000,major,49930,2.4,88.814,19.26,40070,2.5,8.42,9.14,12.66,22.61,37.59,17510,19010,26330,47020,78180,2009
24425,CT,73450,"Hartford-West Hartford-East Hartford, CT",43-0000,major,96050,2.1,170.869,18.34,38140,1.1,10.14,13.41,17.45,22.61,27.49,21090,27890,36300,47040,57180,2009
24478,CT,73450,"Hartford-West Hartford-East Hartford, CT",45-0000,major,150,15.8,0.264,20.57,42780,6.4,10.27,13.36,18.00,27.92,33.92,21370,27790,37440,58070,70560,2009
24481,CT,73450,"Hartford-West Hartford-East Hartford, CT",47-0000,major,17340,3.6,30.839,24.62,51200,1.3,14.53,18.51,24.14,29.68,35.67,30220,38490,50200,61730,74200,2009
24512,CT,73450,"Hartford-West Hartford-East Hartford, CT",49-0000,major,17250,3.1,30.686,23.06,47960,1.2,12.90,16.81,22.23,28.69,34.95,26830,34960,46230,59670,72690,2009
24549,CT,73450,"Hartford-West Hartford-East Hartford, CT",51-0000,major,36230,2.9,64.444,18.90,39310,1.3,10.64,13.46,17.86,23.11,28.64,22120,28000,37150,48060,59570,2009
24620,CT,73450,"Hartford-West Hartford-East Hartford, CT",53-0000,major,27230,3.5,48.437,15.72,32700,1.6,8.89,10.50,13.90,18.90,25.63,18490,21840,28910,39320,53300,2009
24641,CT,75700,"New Haven, CT",11-0000,major,15740,2.9,57.732,50.91,105890,1.3,23.88,32.26,43.86,61.60,#,49670,67110,91230,128120,#,2009
24672,CT,75700,"New Haven, CT",13-0000,major,8810,4.2,32.328,32.71,68030,2.1,18.11,23.53,30.57,39.01,49.54,37660,48940,63590,81150,103040,2009
24698,CT,75700,"New Haven, CT",15-0000,major,4800,8.1,17.614,34.65,72070,1.6,19.85,26.67,34.45,42.60,50.15,41280,55470,71660,88620,104320,2009
24711,CT,75700,"New Haven, CT",17-0000,major,4430,6.7,16.265,34.17,71070,1.5,19.94,25.61,33.00,41.55,50.47,41480,53280,68650,86420,104980,2009
24734,CT,75700,"New Haven, CT",19-0000,major,3340,13.3,12.249,35.42,73680,3.8,18.31,22.59,31.39,42.24,56.78,38090,46980,65300,87860,118100,2009
24752,CT,75700,"New Haven, CT",21-0000,major,6250,6.0,22.917,23.78,49460,4.4,12.82,15.84,22.04,30.74,38.79,26660,32940,45840,63930,80690,2009
24765,CT,75700,"New Haven, CT",23-0000,major,2030,4.2,7.464,41.79,86920,6.7,14.30,21.81,30.33,52.32,#,29750,45370,63080,108830,#,2009
24769,CT,75700,"New Haven, CT",25-0000,major,26750,6.8,98.142,30.39,63210,9.5,12.64,17.82,26.20,36.40,48.37,26290,37060,54490,75720,100620,2009
24812,CT,75700,"New Haven, CT",27-0000,major,3110,7.7,11.427,24.59,51160,4.2,10.50,15.04,22.33,31.69,41.13,21840,31290,46450,65920,85540,2009
24833,CT,75700,"New Haven, CT",29-0000,major,19680,3.1,72.203,36.05,74990,3.0,18.44,24.56,32.51,41.38,53.32,38350,51080,67620,86070,110900,2009
24875,CT,75700,"New Haven, CT",31-0000,major,9710,5.4,35.622,14.87,30940,2.6,10.11,11.81,14.06,17.40,21.15,21020,24570,29250,36190,43990,2009
24890,CT,75700,"New Haven, CT",33-0000,major,5890,4.6,21.618,24.74,51460,3.2,10.88,17.46,25.16,31.20,36.98,22630,36310,52330,64890,76920,2009
24903,CT,75700,"New Haven, CT",35-0000,major,20380,2.6,74.784,11.42,23760,1.8,8.14,8.69,9.77,12.84,16.89,16940,18070,20320,26720,35130,2009
24921,CT,75700,"New Haven, CT",37-0000,major,9080,3.8,33.297,14.90,30980,2.9,8.88,10.34,13.80,17.92,23.34,18460,21510,28700,37280,48550,2009
24929,CT,75700,"New Haven, CT",39-0000,major,7620,6.8,27.947,12.81,26640,2.2,8.36,9.32,11.13,14.22,19.83,17380,19380,23150,29590,41250,2009
24947,CT,75700,"New Haven, CT",41-0000,major,26300,2.7,96.502,19.30,40150,2.9,8.45,9.24,13.09,23.16,36.11,17570,19210,27220,48180,75100,2009
24967,CT,75700,"New Haven, CT",43-0000,major,45680,2.3,167.596,18.55,38570,1.7,10.38,13.57,17.71,23.02,27.49,21580,28220,36830,47890,57180,2009
25015,CT,75700,"New Haven, CT",45-0000,major,180,15.0,0.666,14.14,29410,5.7,8.56,9.48,13.02,16.13,23.30,17790,19730,27080,33550,48460,2009
25017,CT,75700,"New Haven, CT",47-0000,major,8730,4.2,32.032,24.64,51260,1.7,14.09,18.17,24.16,30.60,36.54,29300,37790,50250,63640,76010,2009
25045,CT,75700,"New Haven, CT",49-0000,major,8940,4.0,32.801,22.79,47400,1.7,12.77,16.43,21.97,28.11,34.96,26560,34170,45710,58480,72710,2009
25074,CT,75700,"New Haven, CT",51-0000,major,18700,4.1,68.589,17.56,36520,2.5,9.74,12.05,15.72,20.26,27.36,20250,25060,32690,42130,56910,2009
25135,CT,75700,"New Haven, CT",53-0000,major,16410,5.4,60.206,15.85,32970,1.6,9.20,11.41,14.50,18.97,24.86,19130,23720,30150,39460,51700,2009
25157,CT,76450,"Norwich-New London, CT-RI",11-0000,major,6540,9.4,48.716,47.13,98040,3.7,20.93,29.14,40.83,57.57,#,43530,60620,84940,119750,#,2009
25185,CT,76450,"Norwich-New London, CT-RI",13-0000,major,3620,3.9,27.007,29.80,61990,3.0,14.98,20.29,27.52,37.39,46.43,31150,42200,57250,77780,96570,2009
25206,CT,76450,"Norwich-New London, CT-RI",15-0000,major,2690,11.4,20.020,38.46,80000,2.3,20.11,27.68,37.85,49.15,57.40,41840,57560,78740,102230,119400,2009
25218,CT,76450,"Norwich-New London, CT-RI",17-0000,major,5490,2.0,40.920,35.67,74190,2.7,20.50,27.19,34.50,45.37,50.83,42630,56560,71760,94360,105730,2009
25234,CT,76450,"Norwich-New London, CT-RI",19-0000,major,2250,35.9,16.765,32.01,66570,2.4,18.61,21.42,29.90,38.89,47.06,38700,44540,62200,80890,97880,2009
25244,CT,76450,"Norwich-New London, CT-RI",21-0000,major,2140,6.0,15.958,24.82,51630,5.2,14.15,17.78,23.88,31.28,38.09,29430,36970,49680,65050,79230,2009
25257,CT,76450,"Norwich-New London, CT-RI",23-0000,major,610,7.6,4.550,45.55,94740,7.7,16.05,19.48,33.27,61.45,#,33380,40520,69190,127810,#,2009
25260,CT,76450,"Norwich-New London, CT-RI",25-0000,major,8430,7.5,62.844,25.42,52860,2.4,11.21,14.52,25.09,34.31,39.52,23330,30200,52190,71360,82190,2009
25278,CT,76450,"Norwich-New London, CT-RI",27-0000,major,1580,8.4,11.767,20.91,43490,6.4,8.08,10.83,17.67,27.67,39.33,16800,22530,36750,57550,81810,2009
25291,CT,76450,"Norwich-New London, CT-RI",29-0000,major,6580,2.9,49.087,36.01,74900,3.5,16.19,23.93,31.59,39.86,54.88,33670,49770,65700,82910,114140,2009
25321,CT,76450,"Norwich-New London, CT-RI",31-0000,major,4120,5.7,30.677,15.30,31830,2.2,10.89,12.42,14.57,17.29,20.40,22640,25830,30310,35960,42440,2009
25331,CT,76450,"Norwich-New London, CT-RI",33-0000,major,4200,2.9,31.297,20.17,41950,7.4,10.28,12.61,20.15,25.78,30.63,21390,26240,41900,53620,63720,2009
25344,CT,76450,"Norwich-New London, CT-RI",35-0000,major,16940,2.6,126.252,11.83,24610,1.9,8.10,8.75,10.38,13.38,17.78,16850,18190,21590,27820,36990,2009
25360,CT,76450,"Norwich-New London, CT-RI",37-0000,major,5500,3.3,40.977,13.84,28800,2.3,8.71,9.92,12.28,17.00,21.56,18110,20630,25540,35360,44840,2009
25368,CT,76450,"Norwich-New London, CT-RI",39-0000,major,10300,5.2,76.811,12.34,25670,3.6,8.01,8.09,9.46,13.62,21.82,16650,16840,19680,28330,45380,2009
25383,CT,76450,"Norwich-New London, CT-RI",41-0000,major,13890,4.7,103.562,14.22,29570,3.1,8.31,8.93,10.83,14.83,24.07,17280,18570,22520,30850,50060,2009
25400,CT,76450,"Norwich-New London, CT-RI",43-0000,major,18800,4.6,140.111,16.61,34550,1.7,9.62,12.11,15.58,20.15,25.37,20020,25190,32410,41910,52760,2009
25443,CT,76450,"Norwich-New London, CT-RI",47-0000,major,4300,6.0,32.050,23.45,48780,1.8,14.09,17.72,22.61,28.45,35.00,29300,36860,47020,59170,72810,2009
25462,CT,76450,"Norwich-New London, CT-RI",49-0000,major,4090,3.9,30.462,21.91,45570,2.6,11.92,15.81,21.07,27.01,33.01,24800,32890,43820,56180,68660,2009
25484,CT,76450,"Norwich-New London, CT-RI",51-0000,major,5280,5.7,39.345,20.29,42200,3.9,10.61,13.63,18.81,25.03,31.97,22060,28340,39120,52070,66500,2009
25517,CT,76450,"Norwich-New London, CT-RI",53-0000,major,6730,6.1,50.176,14.97,31140,1.9,8.77,10.58,13.64,17.84,22.81,18250,22010,28370,37110,47440,2009
25538,CT,78700,"Waterbury, CT",11-0000,major,3560,4.5,54.144,47.87,99570,2.4,19.86,29.36,41.02,57.06,#,41320,61060,85320,118690,#,2009
25560,CT,78700,"Waterbury, CT",13-0000,major,1600,6.1,24.329,30.69,63840,2.7,17.52,21.69,27.47,35.66,45.69,36440,45120,57140,74160,95040,2009
25576,CT,78700,"Waterbury, CT",15-0000,major,550,9.8,8.413,32.38,67350,2.6,18.27,23.38,30.80,40.31,49.62,38000,48630,64070,83840,103200,2009
25584,CT,78700,"Waterbury, CT",17-0000,major,560,12.1,8.579,32.55,67710,1.9,19.75,24.62,30.65,39.99,49.06,41080,51200,63740,83180,102050,2009
25591,CT,78700,"Waterbury, CT",19-0000,major,400,11.7,6.147,29.93,62250,4.8,17.05,19.42,26.42,38.19,50.27,35470,40400,54950,79440,104570,2009
25596,CT,78700,"Waterbury, CT",21-0000,major,1730,8.7,26.313,23.68,49260,2.8,11.79,14.03,21.61,31.83,39.35,24520,29180,44950,66210,81860,2009
25607,CT,78700,"Waterbury, CT",23-0000,major,430,20.1,6.528,37.65,78320,9.8,18.83,22.45,27.89,40.93,67.02,39170,46700,58000,85140,139410,2009
25610,CT,78700,"Waterbury, CT",25-0000,major,6010,8.0,91.523,28.60,59490,4.0,12.15,16.38,28.21,37.90,48.20,25280,34070,58670,78830,100250,2009
25623,CT,78700,"Waterbury, CT",27-0000,major,640,11.8,9.779,21.20,44090,4.8,10.38,13.70,18.14,25.56,34.87,21590,28490,37730,53150,72520,2009
25630,CT,78700,"Waterbury, CT",29-0000,major,4720,11.4,71.875,36.90,76750,4.1,17.59,24.42,30.76,41.21,59.32,36580,50800,63980,85720,123380,2009
25654,CT,78700,"Waterbury, CT",31-0000,major,2840,9.4,43.224,14.94,31080,2.4,10.57,11.92,14.02,17.17,20.61,21980,24790,29160,35710,42870,2009
25663,CT,78700,"Waterbury, CT",33-0000,major,1110,8.9,16.931,20.95,43570,3.7,8.69,11.41,20.98,27.69,33.90,18080,23740,43650,57600,70510,2009
25671,CT,78700,"Waterbury, CT",35-0000,major,5280,7.6,80.368,10.45,21740,1.5,8.14,8.60,9.41,11.18,14.03,16920,17880,19570,23260,29180,2009
25687,CT,78700,"Waterbury, CT",37-0000,major,1990,6.7,30.251,14.17,29480,2.0,8.95,10.63,13.25,16.44,21.14,18610,22120,27560,34190,43970,2009
25693,CT,78700,"Waterbury, CT",39-0000,major,2650,7.1,40.282,12.25,25480,2.7,8.31,8.95,11.42,14.23,17.23,17280,18620,23750,29600,35830,2009
25704,CT,78700,"Waterbury, CT",41-0000,major,6500,3.5,98.970,16.30,33910,4.6,8.29,8.78,10.40,17.92,30.71,17230,18260,21640,37270,63870,2009
25718,CT,78700,"Waterbury, CT",43-0000,major,10540,3.1,160.411,17.24,35860,1.7,9.78,12.49,16.03,21.19,25.81,20350,25980,33340,44070,53680,2009
25753,CT,78700,"Waterbury, CT",47-0000,major,2050,9.1,31.157,23.53,48940,2.4,14.03,17.62,22.73,27.98,33.79,29190,36640,47270,58200,70270,2009
25768,CT,78700,"Waterbury, CT",49-0000,major,1950,8.3,29.696,21.58,44890,1.7,12.75,16.11,20.92,26.39,31.66,26520,33500,43520,54880,65850,2009
25781,CT,78700,"Waterbury, CT",51-0000,major,5990,5.5,91.138,17.04,35450,2.2,9.26,11.32,15.01,21.16,27.87,19260,23550,31220,44010,57970,2009
25812,CT,78700,"Waterbury, CT",53-0000,major,4590,16.1,69.892,14.34,29830,4.2,8.75,10.09,12.51,17.08,23.04,18190,20980,26020,35530,47930,2009
25828,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",11-0000,major,172070,1.1,74.814,58.69,122070,1.0,27.62,40.73,55.98,70.62,#,57450,84710,116440,146890,#,2009
25860,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",13-0000,major,213230,1.4,92.707,39.56,82280,2.5,20.40,27.22,36.91,48.75,62.69,42420,56610,76770,101410,130390,2009
25891,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",15-0000,major,172700,2.1,75.085,44.29,92120,1.0,24.31,32.50,43.31,54.34,65.64,50560,67600,90090,113020,136520,2009
25907,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",17-0000,major,54810,3.2,23.832,42.77,88970,1.4,21.02,28.73,40.59,54.34,68.53,43720,59750,84420,113030,142540,2009
25940,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",19-0000,major,45130,2.2,19.623,43.57,90630,1.3,20.40,28.34,41.63,54.37,70.18,42430,58960,86600,113090,145970,2009
25982,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",21-0000,major,29180,4.8,12.686,24.52,51000,3.0,11.67,15.98,22.78,31.15,40.30,24280,33240,47390,64780,83820,2009
26000,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",23-0000,major,59780,2.0,25.992,59.57,123910,3.0,24.23,35.14,56.98,73.66,#,50400,73100,118520,153210,#,2009
26008,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",25-0000,major,146850,2.3,63.850,28.21,58680,4.1,11.23,16.23,25.72,37.08,48.49,23360,33760,53500,77120,100850,2009
26066,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",27-0000,major,52990,2.2,23.041,34.32,71390,2.0,14.03,21.02,31.13,42.88,55.82,29180,43720,64750,89180,116090,2009
26105,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",29-0000,major,86480,3.6,37.600,38.04,79120,1.8,15.80,22.73,32.34,43.99,65.83,32860,47280,67270,91500,136940,2009
26157,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",31-0000,major,39500,3.6,17.172,14.24,29620,1.5,9.37,10.79,13.09,16.58,21.33,19480,22450,27220,34480,44360,2009
26173,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",33-0000,major,65690,2.5,28.559,24.48,50920,4.9,10.37,14.47,21.98,32.08,43.54,21570,30090,45730,66730,90560,2009
26191,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",35-0000,major,170800,1.3,74.260,11.26,23420,1.4,7.22,7.90,9.67,12.67,17.52,15020,16430,20120,26350,36450,2009
26209,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",37-0000,major,81930,2.0,35.620,12.65,26320,1.3,7.84,9.26,11.62,14.96,18.96,16300,19260,24170,31120,39430,2009
26219,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",39-0000,major,52500,2.9,22.827,13.76,28610,1.7,7.50,8.80,11.67,16.37,23.13,15610,18310,24260,34040,48100,2009
26247,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",41-0000,major,195090,1.3,84.822,19.38,40310,1.5,7.75,9.16,12.94,22.76,39.31,16110,19050,26910,47350,81760,2009
26268,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",43-0000,major,353080,1.5,153.513,18.85,39210,0.8,10.18,13.32,17.77,23.45,28.89,21180,27710,36950,48780,60080,2009
26323,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",45-0000,major,810,14.8,0.350,15.19,31590,5.5,8.22,10.03,13.45,18.44,25.44,17090,20850,27980,38350,52920,2009
26327,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",47-0000,major,93870,2.0,40.815,21.43,44580,0.9,11.94,14.79,19.47,26.59,34.87,24840,30760,40500,55300,72540,2009
26372,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",49-0000,major,70060,5.3,30.463,23.62,49130,1.4,12.63,16.63,22.57,29.43,36.02,26280,34590,46950,61200,74920,2009
26415,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",51-0000,major,48540,3.8,21.105,17.98,37400,2.5,8.91,11.36,15.65,22.85,30.62,18540,23630,32540,47530,63680,2009
26488,DC,47894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division",53-0000,major,94910,2.0,41.264,17.46,36320,2.9,8.43,10.77,15.08,20.62,27.43,17520,22400,31370,42890,57050,2009
26523,DE,20100,"Dover, DE",11-0000,major,2040,4.7,34.376,45.47,94580,2.0,25.41,31.68,41.50,53.26,69.26,52860,65890,86330,110780,144070,2009
26539,DE,20100,"Dover, DE",13-0000,major,2480,3.6,41.769,26.19,54480,3.1,15.85,19.70,24.46,30.57,38.20,32960,40980,50870,63580,79450,2009
26559,DE,20100,"Dover, DE",15-0000,major,890,8.5,14.987,30.47,63370,2.6,18.28,22.88,28.60,37.81,44.92,38020,47600,59490,78640,93430,2009
26565,DE,20100,"Dover, DE",17-0000,major,970,12.7,16.323,28.52,59320,5.2,13.31,19.20,27.10,36.24,45.40,27690,39940,56360,75370,94430,2009
26571,DE,20100,"Dover, DE",19-0000,major,630,5.1,10.680,25.69,53430,3.0,14.24,18.87,24.49,31.15,39.42,29620,39250,50930,64800,81990,2009
26575,DE,20100,"Dover, DE",21-0000,major,1350,6.2,22.694,20.92,43510,2.3,12.41,15.43,20.22,25.62,31.55,25810,32090,42050,53280,65630,2009
26581,DE,20100,"Dover, DE",23-0000,major,480,4.4,8.048,35.57,73990,9.4,14.13,17.36,24.66,44.18,75.98,29390,36120,51290,91900,158030,2009
26585,DE,20100,"Dover, DE",25-0000,major,4460,4.9,75.241,24.21,50360,4.0,11.29,17.70,22.78,30.42,37.08,23480,36820,47370,63270,77120,2009
26595,DE,20100,"Dover, DE",27-0000,major,500,12.6,8.447,20.18,41980,6.4,8.67,11.57,17.42,24.80,32.90,18040,24060,36240,51580,68430,2009
26601,DE,20100,"Dover, DE",29-0000,major,3170,7.4,53.414,33.64,69970,3.4,14.67,21.37,29.46,37.79,53.97,30510,44450,61270,78610,112260,2009
26623,DE,20100,"Dover, DE",31-0000,major,1860,3.2,31.286,13.24,27530,1.8,9.52,10.99,12.94,15.07,17.38,19800,22850,26920,31340,36160,2009
26629,DE,20100,"Dover, DE",33-0000,major,2070,6.6,34.831,20.52,42670,4.3,11.28,15.14,19.13,23.35,31.97,23470,31480,39790,48570,66500,2009
26635,DE,20100,"Dover, DE",35-0000,major,5700,4.7,96.097,10.09,20990,1.6,7.47,7.77,8.77,11.31,14.75,15540,16160,18250,23530,30670,2009
26650,DE,20100,"Dover, DE",37-0000,major,1910,6.7,32.253,12.09,25160,2.9,7.77,8.72,10.62,14.13,18.11,16170,18130,22080,29400,37670,2009
26656,DE,20100,"Dover, DE",39-0000,major,1620,13.1,27.402,12.24,25450,2.8,7.77,8.74,10.73,14.27,19.15,16170,18190,22330,29670,39830,2009
26664,DE,20100,"Dover, DE",41-0000,major,6780,5.5,114.384,13.13,27310,2.8,7.43,8.16,10.05,14.59,22.61,15450,16980,20900,30340,47020,2009
26680,DE,20100,"Dover, DE",43-0000,major,9390,2.9,158.431,14.81,30810,1.8,8.83,10.80,13.93,18.06,22.47,18370,22470,28970,37560,46740,2009
26715,DE,20100,"Dover, DE",45-0000,major,120,6.3,2.096,17.87,37180,3.5,9.67,13.34,18.17,22.19,25.37,20110,27750,37800,46150,52760,2009
26716,DE,20100,"Dover, DE",47-0000,major,2370,6.4,39.943,18.70,38900,2.1,11.19,13.63,17.35,22.26,28.98,23280,28360,36090,46300,60290,2009
26727,DE,20100,"Dover, DE",49-0000,major,2850,7.6,48.054,21.41,44530,3.1,11.80,15.55,20.69,27.30,31.75,24540,32350,43040,56770,66040,2009
26742,DE,20100,"Dover, DE",51-0000,major,3370,12.6,56.878,15.67,32600,4.2,8.20,10.04,14.27,19.80,24.62,17060,20880,29670,41190,51200,2009
26759,DE,20100,"Dover, DE",53-0000,major,4290,5.3,72.369,14.53,30230,3.6,7.72,9.29,12.61,18.20,23.81,16060,19320,26230,37860,49530,2009
26776,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",11-0000,major,16730,5.4,50.964,57.61,119840,2.0,27.99,37.77,52.11,71.76,#,58230,78570,108380,149260,#,2009
26807,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",13-0000,major,20270,4.0,61.771,32.62,67860,1.9,17.33,21.93,29.77,39.75,51.99,36050,45610,61920,82670,108140,2009
26834,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",15-0000,major,10740,7.4,32.734,38.22,79490,2.2,20.21,27.43,37.18,47.53,57.52,42030,57050,77340,98860,119640,2009
26848,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",17-0000,major,6650,7.7,20.248,38.98,81080,2.2,20.42,27.30,36.80,48.96,61.76,42460,56790,76540,101830,128450,2009
26870,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",19-0000,major,7420,8.5,22.614,34.57,71900,3.7,17.38,23.90,31.61,42.74,54.70,36150,49710,65740,88900,113780,2009
26891,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",21-0000,major,4480,4.4,13.653,20.53,42710,2.0,12.30,15.20,19.52,24.61,30.86,25590,31620,40600,51180,64190,2009
26905,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",23-0000,major,3950,3.7,12.047,51.34,106780,6.1,17.03,23.42,39.71,74.40,#,35420,48710,82590,154750,#,2009
26913,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",25-0000,major,19340,3.1,58.935,24.57,51100,3.0,10.25,15.32,22.75,31.52,39.81,21320,31860,47320,65560,82810,2009
26945,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",27-0000,major,3300,7.5,10.059,26.38,54870,8.1,10.48,14.51,21.43,30.54,42.77,21810,30180,44560,63520,88970,2009
26969,DE,48864,"Wilmington, DE-MD-NJ Metropolitan Division",29-0000,major,20480,2.9,62.413,37.33,77640,2.9,17.31,24.71,31.91,39.82,64.64,36010,51400,66380,82820,134450,2009
