PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CA,32900,"Merced, CA",17-0000,major,330,330,370,290,240,220,240,290,270,290,300,290,280,300,270,270
CA,32900,"Merced, CA",19-0000,major,340,330,370,390,370,430,420,480,540,770,740,720,460,470,680,790
CA,32900,"Merced, CA",21-0000,major,950,530,570,560,890,1000,1070,1060,1100,1060,1410,1410,1550,1470,1780,1880
CA,32900,"Merced, CA",23-0000,major,,70,120,120,190,140,130,120,130,140,190,190,**,,,270
CA,32900,"Merced, CA",25-0000,major,6540,6730,6900,7170,6910,6580,6800,6650,6910,7450,8120,8400,7420,7350,7250,7500
CA,32900,"Merced, CA",27-0000,major,410,470,490,420,330,370,430,440,400,370,400,340,330,300,290,260
CA,32900,"Merced, CA",29-0000,major,1670,,2020,1870,1980,1830,1930,2180,2240,2450,2490,2830,2910,3050,3130,3230
CA,32900,"Merced, CA",31-0000,major,1440,1440,1520,1550,1540,1760,1680,1820,1640,1570,1590,1800,1740,1480,4240,4240
CA,32900,"Merced, CA",33-0000,major,1630,1670,1830,1700,1710,1710,1670,1240,1310,1270,1500,1410,1530,1360,1740,1690
CA,32900,"Merced, CA",35-0000,major,5040,4620,4870,5120,5060,4990,5030,4800,4960,5460,5450,5740,5390,5700,5860,5610
CA,32900,"Merced, CA",37-0000,major,1770,1890,1900,1890,1760,1680,1820,1800,1800,1700,1810,1940,1920,1930,1980,1840
CA,32900,"Merced, CA",39-0000,major,900,**,1570,1500,990,1030,1130,1300,1220,1220,1130,1250,3050,3660,910,740
CA,32900,"Merced, CA",41-0000,major,5390,5700,5730,5520,5180,5000,5000,5400,5650,5820,5720,5940,6070,6670,6860,6560
CA,32900,"Merced, CA",43-0000,major,9550,9330,9340,8910,8800,8700,8820,9850,10620,9370,8950,8610,9130,9500,8330,7440
CA,32900,"Merced, CA",45-0000,major,3730,3730,4520,4030,3970,3200,3620,4050,4660,5720,4790,4740,4660,5440,6350,5770
CA,32900,"Merced, CA",47-0000,major,2890,3150,2900,2370,1760,1400,1360,1310,1380,1340,1390,1490,1680,1780,2320,2410
CA,32900,"Merced, CA",49-0000,major,2630,2630,2590,2630,2370,2430,2400,2580,2560,2590,2560,2370,2660,2900,3010,2720
CA,32900,"Merced, CA",51-0000,major,7140,4650,6820,6710,6310,5370,5400,5360,4610,4980,5070,5190,5270,5460,5860,5740
CA,32900,"Merced, CA",53-0000,major,4900,4700,5270,5280,5390,5770,4890,5210,4700,5200,5470,5700,6100,6170,7790,7230
CA,33700,"Modesto, CA",11-0000,major,6320,6170,6750,6780,6470,6080,5990,6330,**,**,8050,7290,7310,7590,8220,7910
CA,33700,"Modesto, CA",13-0000,major,4780,4740,4680,4530,4310,4640,4290,4390,4760,4840,4600,4340,4650,4870,5480,5600
CA,33700,"Modesto, CA",15-0000,major,900,950,1080,1070,1090,1240,1200,1420,1520,1940,1810,1570,1390,1600,1620,1740
CA,33700,"Modesto, CA",17-0000,major,1530,1460,1350,1340,1160,1110,1080,1070,920,920,1050,1180,1260,1220,1310,1270
CA,33700,"Modesto, CA",19-0000,major,890,870,980,1020,1090,940,860,930,960,1010,1110,1010,1220,1250,1330,1190
CA,33700,"Modesto, CA",21-0000,major,2570,2600,2790,2710,2940,**,4190,3620,3030,3060,2930,3550,4060,4240,4400,4710
CA,33700,"Modesto, CA",23-0000,major,780,770,1080,960,1150,540,550,600,**,1590,**,710,810,840,650,750
CA,33700,"Modesto, CA",25-0000,major,11950,13020,13720,13720,13090,12450,12400,11370,12290,12110,12950,13590,14130,14470,15080,14740
CA,33700,"Modesto, CA",27-0000,major,2110,1840,1770,1310,1410,1210,1350,1250,1260,1160,1300,1320,1270,1410,1150,1170
CA,33700,"Modesto, CA",29-0000,major,8470,8010,9120,9360,9230,9010,8810,9760,9290,8740,9100,10680,11690,11480,11470,11560
CA,33700,"Modesto, CA",31-0000,major,4450,4670,4970,4940,4900,4770,4870,4790,4750,5080,5380,5120,5150,5120,9860,9580
CA,33700,"Modesto, CA",33-0000,major,2640,2360,2510,2720,2870,2750,2630,2730,**,2160,2250,2610,3030,3170,3070,3050
CA,33700,"Modesto, CA",35-0000,major,13900,14550,14530,14440,13860,13590,13560,14090,14430,14950,15560,16390,17090,16900,16950,14840
CA,33700,"Modesto, CA",37-0000,major,4820,5230,4940,4940,4510,4320,4160,4790,5310,5030,4930,4690,4580,4690,4890,4660
CA,33700,"Modesto, CA",39-0000,major,2800,2650,2930,3260,2850,2930,2910,3650,3650,4400,5150,4900,8370,9070,4490,3380
CA,33700,"Modesto, CA",41-0000,major,17870,18080,17530,17500,16240,14990,15440,17060,18130,19200,18260,18770,18510,19820,19570,18030
CA,33700,"Modesto, CA",43-0000,major,25730,26920,26400,25130,23690,22960,23870,23610,23180,23200,24460,26540,26840,26980,22110,20420
CA,33700,"Modesto, CA",45-0000,major,6700,5640,4640,5120,5490,5770,5980,5890,6880,6350,6460,6360,7600,7880,8050,7630
CA,33700,"Modesto, CA",47-0000,major,10850,11600,10080,8620,6820,5320,4670,4650,5080,5580,6150,6670,6380,6950,7600,7750
CA,33700,"Modesto, CA",49-0000,major,6330,6690,6500,6790,6040,5990,5820,6010,5500,5770,6150,6690,7100,6980,7300,7300
CA,33700,"Modesto, CA",51-0000,major,14780,14370,13900,13980,13580,11850,11130,10260,11940,13060,13670,12570,12340,11750,13130,12170
CA,33700,"Modesto, CA",53-0000,major,13690,14070,13950,14780,13630,14120,13860,14800,14010,13260,13380,15840,16550,16320,18620,20080
CA,34900,"Napa, CA",11-0000,major,3440,3400,3360,3520,3300,3290,3160,3520,3630,3740,4020,4110,4240,4350,4580,4370
CA,34900,"Napa, CA",13-0000,major,1670,1880,1600,1600,1600,1520,1790,2160,2420,2420,2350,2850,3010,3110,2990,2870
CA,34900,"Napa, CA",15-0000,major,470,470,490,520,530,590,560,510,430,420,550,510,670,610,780,600
CA,34900,"Napa, CA",17-0000,major,600,**,1040,1000,780,760,620,400,440,420,490,490,530,580,530,480
CA,34900,"Napa, CA",19-0000,major,820,780,900,750,780,540,590,740,660,580,500,660,770,950,820,720
CA,34900,"Napa, CA",21-0000,major,660,570,640,620,620,740,770,980,960,950,960,1030,1040,1250,1200,1290
CA,34900,"Napa, CA",23-0000,major,190,180,200,300,240,260,200,190,140,210,290,330,290,280,290,230
CA,34900,"Napa, CA",25-0000,major,3500,3670,3890,3850,3850,3380,3410,3420,3670,3610,3870,3810,3790,3320,3640,3370
CA,34900,"Napa, CA",27-0000,major,510,610,460,530,500,420,370,420,470,460,500,460,500,460,490,490
CA,34900,"Napa, CA",29-0000,major,3740,4130,5370,3820,3800,4270,4310,4240,4240,4160,4090,4180,4170,4930,4710,5270
CA,34900,"Napa, CA",31-0000,major,1630,1350,1610,1820,1900,1850,1730,1960,2060,2200,1910,1860,1730,1690,4100,3710
CA,34900,"Napa, CA",33-0000,major,1080,970,1180,830,740,770,,1780,1960,1180,1160,1160,1650,1700,1830,1560
CA,34900,"Napa, CA",35-0000,major,6790,5920,6610,6690,6750,6970,7650,8290,8970,9480,9250,9320,9160,9640,10230,7520
CA,34900,"Napa, CA",37-0000,major,2880,2870,3160,3400,3390,3180,3120,3150,3240,3610,3980,4250,4050,3950,3450,2890
CA,34900,"Napa, CA",39-0000,major,990,1040,1130,1410,1440,1580,1540,1530,1770,1800,2160,2040,3750,3770,1940,1490
CA,34900,"Napa, CA",41-0000,major,6870,6570,6740,6790,6470,6390,6840,6740,7070,7430,7750,8110,8270,9280,8730,8310
CA,34900,"Napa, CA",43-0000,major,10570,10660,10260,10000,9210,9070,8440,8690,8730,9010,9290,9100,8910,9020,7700,6970
CA,34900,"Napa, CA",45-0000,major,2850,3390,3240,2840,2820,2720,2780,2990,2840,2880,2830,2770,2940,3380,3590,3560
CA,34900,"Napa, CA",47-0000,major,3630,4580,3920,3790,3180,2720,2430,2090,2500,3060,3580,3510,3080,3350,4070,3720
CA,34900,"Napa, CA",49-0000,major,1800,2140,2260,2070,2030,2050,2150,1790,1860,1860,1960,2090,1970,1980,2140,1850
CA,34900,"Napa, CA",51-0000,major,4550,4790,4740,5150,5270,5000,5110,4300,4110,3990,4190,4210,4860,4880,5250,3890
CA,34900,"Napa, CA",53-0000,major,3190,2820,2640,2960,2900,2880,2590,2750,3550,4090,4460,3920,3500,3050,4240,3970
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",11-0000,major,59810,60620,61460,62780,60660,57220,56890,61270,64230,67950,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",13-0000,major,51090,55550,52290,55320,54170,56030,54680,59600,62520,63390,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",15-0000,major,33850,33930,34570,35210,34930,34350,37380,39320,40170,42350,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",17-0000,major,26020,26210,26490,28170,28380,27440,28100,30260,30040,28910,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",19-0000,major,14160,14840,14470,18440,16510,15350,15790,15820,16670,17240,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",21-0000,major,10100,13110,13530,13640,15970,16080,16350,15220,16700,16560,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",23-0000,major,6230,6530,6280,6900,7340,7190,6850,6730,7150,6950,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",25-0000,major,64570,67970,69040,72440,68620,64270,63360,62120,62440,65240,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",27-0000,major,12550,13660,14170,14830,14510,13940,13740,13830,13990,14670,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",29-0000,major,42340,43690,45010,46570,50060,52140,57130,53380,55070,54990,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",31-0000,major,20890,21320,23240,24950,24990,26230,27050,25580,25800,24390,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",33-0000,major,19940,20140,19700,18300,18280,18750,19310,19560,19720,21280,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",35-0000,major,69240,72220,74900,75120,74290,73960,76500,79330,81960,85840,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",37-0000,major,31150,30760,29530,28020,25820,24780,25130,26620,28270,28950,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",39-0000,major,21480,20750,22340,23420,23940,22300,21940,25220,27010,30350,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",41-0000,major,109810,109330,108120,102580,97290,94780,96550,98230,103940,104920,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",43-0000,major,178420,182300,181360,178910,169390,160090,157770,159950,162520,161950,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",45-0000,major,750,750,960,790,950,770,840,1360,1200,1040,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",47-0000,major,63720,65720,62950,60250,49650,41510,37270,38650,43970,44670,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",49-0000,major,38140,37220,37480,37530,35010,33040,33330,32290,31990,31420,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",51-0000,major,63740,63490,64260,65580,57950,49930,48650,49410,48270,50080,,,,,,
CA,36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",53-0000,major,71630,65080,66620,67280,61870,61010,57610,57620,60240,63010,,,,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",11-0000,major,,,,,,,,,,,69790,70060,72200,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",13-0000,major,,,,,,,,,,,64670,67010,69560,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",15-0000,major,,,,,,,,,,,43810,42610,41500,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",17-0000,major,,,,,,,,,,,27630,28190,28210,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",19-0000,major,,,,,,,,,,,18840,18590,17660,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",21-0000,major,,,,,,,,,,,16130,16000,17660,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",23-0000,major,,,,,,,,,,,7490,7900,8240,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",25-0000,major,,,,,,,,,,,67930,72300,73900,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",27-0000,major,,,,,,,,,,,15810,16560,19660,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",29-0000,major,,,,,,,,,,,54940,56660,59430,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",31-0000,major,,,,,,,,,,,26120,25230,26070,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",33-0000,major,,,,,,,,,,,21490,20540,20220,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",35-0000,major,,,,,,,,,,,88630,92580,95220,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",37-0000,major,,,,,,,,,,,30080,30490,30430,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",39-0000,major,,,,,,,,,,,31830,35250,61210,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",41-0000,major,,,,,,,,,,,104320,105060,107180,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",43-0000,major,,,,,,,,,,,160900,163200,163130,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",45-0000,major,,,,,,,,,,,580,560,650,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",47-0000,major,,,,,,,,,,,48530,52730,55440,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",49-0000,major,,,,,,,,,,,33420,35380,36660,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",51-0000,major,,,,,,,,,,,56530,62550,64530,,,
CA,36084,"Oakland-Hayward-Berkeley, CA Metropolitan Division",53-0000,major,,,,,,,,,,,64490,64900,69490,,,
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",11-0000,major,14950,16050,16850,17330,17390,16520,16570,16460,16530,16950,16790,16560,16370,16510,17540,16760
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",13-0000,major,14860,15570,15190,15230,14300,14600,15200,16190,16710,16790,16570,16460,17210,17210,17650,17650
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",15-0000,major,7740,7220,7910,7350,7810,7210,7460,7010,6900,6960,7140,7240,7260,6770,7320,8770
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",17-0000,major,8080,8170,7910,7600,7650,7220,7440,7030,7190,7130,7520,7190,7460,7360,7920,9280
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",19-0000,major,4550,5070,5240,5440,4920,4020,4100,4140,4420,4490,4400,4190,4240,3410,3630,2850
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",21-0000,major,2270,2910,2900,3430,3670,3670,3720,4150,3960,4110,4000,4090,5030,5620,5640,6090
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",23-0000,major,1800,1730,1870,1880,1760,1670,1840,1780,1940,1830,1870,1820,1900,1890,1920,1720
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",25-0000,major,18030,17700,18710,19240,18850,17570,17350,17440,17970,18190,18980,20370,20940,20640,20550,19390
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",27-0000,major,3790,3410,3270,3200,3440,3230,3200,3030,2960,3210,3270,3690,3940,3930,3640,3320
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",29-0000,major,10410,10970,12610,11780,11930,11880,12240,12090,11790,12830,13380,14410,14920,15210,15290,15300
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",31-0000,major,6690,6730,7020,7160,6920,7090,7280,7460,7810,7910,7590,7210,6740,6610,16110,15130
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",33-0000,major,6190,4860,5270,5090,5570,4700,4400,4510,4010,4310,4480,4800,5010,5090,5470,5430
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",35-0000,major,23170,24350,25790,26060,24990,24650,26860,27770,28470,29470,29940,30970,31230,32010,32430,26940
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",37-0000,major,9890,9870,9270,9360,9080,8810,8540,8190,8410,8470,8640,8710,8900,9000,8870,8290
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",39-0000,major,5890,6340,6840,6960,6790,7760,7580,8540,8990,9040,9140,9380,14110,15860,7730,6450
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",41-0000,major,33540,34050,33780,33280,32140,31660,32770,33350,35170,34180,34350,34420,35710,35300,34680,29690
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",43-0000,major,54770,53860,52720,52310,51100,51200,50330,49940,47820,46060,44790,45210,44460,45680,40220,36950
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",45-0000,major,6180,6080,6990,7000,7010,6960,6300,6520,6530,6480,5920,5810,5900,5880,6230,6520
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",47-0000,major,15860,18320,16690,15490,12870,10650,9910,9800,9790,10760,10630,11190,12270,12900,13390,13560
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",49-0000,major,10410,9820,10110,9770,9410,9180,8550,8840,9530,10020,10060,10000,9550,10020,9780,9320
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",51-0000,major,22460,23740,22750,21630,19720,18150,18510,18590,19140,18960,19630,20030,20200,19690,18760,17930
CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",53-0000,major,16910,17810,16540,16730,15340,15860,15650,15850,16870,17830,16620,16200,16500,17290,21870,21500
CA,39820,"Redding, CA",11-0000,major,2610,2680,3160,2880,3030,2610,2610,2210,2270,2280,2510,2960,3120,3210,2880,2870
CA,39820,"Redding, CA",13-0000,major,2220,2880,2540,2480,2600,1840,1830,1570,1710,1780,1920,1780,1880,2300,**,2900
CA,39820,"Redding, CA",15-0000,major,500,730,720,610,490,460,460,500,560,530,570,600,640,880,850,790
CA,39820,"Redding, CA",17-0000,major,1010,750,1010,970,860,890,730,760,710,800,810,880,860,950,990,940
CA,39820,"Redding, CA",19-0000,major,890,820,820,830,850,790,790,870,900,950,1010,1060,930,930,830,1070
CA,39820,"Redding, CA",21-0000,major,1210,1130,1190,1220,1330,1230,1390,1360,1380,1350,1380,1400,1510,1910,1930,1840
CA,39820,"Redding, CA",23-0000,major,290,270,260,300,300,310,300,330,330,320,300,270,270,260,260,270
CA,39820,"Redding, CA",25-0000,major,4630,4120,4040,4300,5030,4810,4400,4570,4320,4270,4510,4310,4480,4400,4910,4480
CA,39820,"Redding, CA",27-0000,major,530,540,510,510,490,400,350,370,450,530,510,400,350,300,270,270
CA,39820,"Redding, CA",29-0000,major,3570,3720,2970,2930,3070,4170,4110,3820,3910,4410,4600,4550,4510,4390,4250,4600
CA,39820,"Redding, CA",31-0000,major,2440,2460,2170,2590,2570,2800,2630,2590,2460,1860,2090,2200,2210,2060,5870,5660
CA,39820,"Redding, CA",33-0000,major,1480,1450,1330,1480,1520,1420,1320,1150,1070,1380,1500,1460,1400,1470,1460,1500
CA,39820,"Redding, CA",35-0000,major,6390,6930,6880,7050,6010,5980,5670,5820,5490,5620,5850,6040,6210,6570,6700,5650
CA,39820,"Redding, CA",37-0000,major,2370,2460,2400,2360,2020,2050,1670,1700,1670,1960,1930,2100,1890,2050,1990,1970
CA,39820,"Redding, CA",39-0000,major,1560,1790,1870,1740,1640,2160,2530,2720,2440,2500,2630,2590,5170,4940,1620,1410
CA,39820,"Redding, CA",41-0000,major,6850,7610,7420,7460,6770,6300,6240,6550,7110,7180,7150,7090,7390,7360,7030,6610
CA,39820,"Redding, CA",43-0000,major,11880,12060,12440,11650,11370,10510,9710,9670,9370,9420,9520,10040,10280,10200,9180,8370
CA,39820,"Redding, CA",45-0000,major,450,480,650,620,500,550,580,610,480,460,410,470,500,420,350,390
CA,39820,"Redding, CA",47-0000,major,4070,4360,3950,3420,2720,2480,2390,2430,2470,2530,2300,2480,2620,2780,3010,3400
CA,39820,"Redding, CA",49-0000,major,2810,2860,2730,2630,2420,2230,2330,2230,2390,2300,2480,2650,2710,2930,2900,2740
CA,39820,"Redding, CA",51-0000,major,2240,2200,2200,1990,1980,1840,1750,1770,1930,1910,2000,1910,2020,2100,2240,2070
CA,39820,"Redding, CA",53-0000,major,4910,4590,5020,4760,3920,3950,4070,4260,3480,3460,2950,3410,3690,3660,4640,4400
CA,40140,"Riverside-San Bernardino-Ontario, CA",11-0000,major,46580,48870,50780,51330,48450,46910,48830,50760,52790,55400,57570,58800,60090,61720,66840,64650
CA,40140,"Riverside-San Bernardino-Ontario, CA",13-0000,major,36440,40980,40630,40960,38970,38750,39730,39910,42270,42340,45110,50500,51410,55460,55700,58060
CA,40140,"Riverside-San Bernardino-Ontario, CA",15-0000,major,11830,12140,12530,12530,13120,13020,14330,14650,13760,13260,14380,15010,14740,15650,17860,18390
CA,40140,"Riverside-San Bernardino-Ontario, CA",17-0000,major,13140,13340,13930,13840,13130,11800,12150,12250,12500,12440,12450,13790,14510,15540,15410,16560
CA,40140,"Riverside-San Bernardino-Ontario, CA",19-0000,major,8210,7500,8170,8930,9480,8930,8930,8700,7820,8270,7620,8620,8180,9290,10000,10160
CA,40140,"Riverside-San Bernardino-Ontario, CA",21-0000,major,15820,16510,16920,17120,17140,16150,16150,16540,17390,16900,17490,18510,21160,24390,26900,27930
CA,40140,"Riverside-San Bernardino-Ontario, CA",23-0000,major,4330,**,5060,5170,4390,4510,4590,5610,5880,5970,5600,5920,5630,5600,5620,5780
CA,40140,"Riverside-San Bernardino-Ontario, CA",25-0000,major,82580,89590,94440,97380,92600,91760,90590,88250,86010,85900,90500,95590,99050,100500,104940,99940
CA,40140,"Riverside-San Bernardino-Ontario, CA",27-0000,major,8780,9190,9760,10610,10670,9480,9930,9910,10110,10040,10580,11060,10910,10810,11590,10120
CA,40140,"Riverside-San Bernardino-Ontario, CA",29-0000,major,48870,53230,56180,55910,57980,59190,61670,63740,66180,66250,68010,72860,75620,80630,81960,82190
CA,40140,"Riverside-San Bernardino-Ontario, CA",31-0000,major,25530,29050,31080,31810,30550,31190,32800,32840,31870,31030,31710,30030,31050,33630,88130,85470
CA,40140,"Riverside-San Bernardino-Ontario, CA",33-0000,major,30800,29000,30640,30220,33710,34730,33690,33530,33990,35730,35930,35710,36270,39170,40900,41470
CA,40140,"Riverside-San Bernardino-Ontario, CA",35-0000,major,106810,113090,118600,119580,115600,111450,115160,118010,122900,128830,132840,137410,142940,150040,156380,134450
CA,40140,"Riverside-San Bernardino-Ontario, CA",37-0000,major,40730,42130,42450,42050,40060,40100,39640,40320,43110,44530,46980,43890,44470,44070,46370,45150
CA,40140,"Riverside-San Bernardino-Ontario, CA",39-0000,major,27250,26080,30420,34120,33580,31190,31230,31330,35890,37330,41000,41560,81210,85670,35260,29600
CA,40140,"Riverside-San Bernardino-Ontario, CA",41-0000,major,128600,132400,139510,136730,128820,121510,123510,130500,136380,139200,141810,145520,150070,149990,154620,135630
CA,40140,"Riverside-San Bernardino-Ontario, CA",43-0000,major,204990,207540,212200,214160,205250,195850,193670,193210,193230,200580,204270,215160,215150,220790,183810,177130
CA,40140,"Riverside-San Bernardino-Ontario, CA",45-0000,major,6250,6850,7460,7320,6640,5840,6420,6860,6070,5410,6580,7560,6860,7080,7690,7610
