PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
MS,27140,"Jackson, MS",21-0000,major,2100,2540,2790,3230,3460,3480,3200,2960,3000,3340,3870,3740,3450,3420,3840,4040
MS,27140,"Jackson, MS",23-0000,major,2420,2540,2650,2740,2740,2710,2550,2390,2240,2420,2460,2490,2470,2450,2540,2390
MS,27140,"Jackson, MS",25-0000,major,13370,14180,15740,14970,15560,15480,16050,15850,15660,16200,16290,16380,16170,16340,16290,14090
MS,27140,"Jackson, MS",27-0000,major,2860,3100,3290,2850,2950,2650,2810,2670,2530,2760,2610,2850,2750,2940,2870,2860
MS,27140,"Jackson, MS",29-0000,major,17450,17190,15770,18000,19210,19710,20550,20530,19150,20150,20380,21690,22120,22070,21650,21640
MS,27140,"Jackson, MS",31-0000,major,8370,8360,9100,10040,10500,12640,13030,13630,11890,11940,11920,8040,7800,7290,14520,14940
MS,27140,"Jackson, MS",33-0000,major,6380,6940,7650,7400,7400,7560,7130,7610,8440,8810,9350,8920,8770,8730,8680,8630
MS,27140,"Jackson, MS",35-0000,major,17400,19120,19750,20010,19540,18550,19170,19920,20660,20940,22480,22470,21630,21680,21660,20080
MS,27140,"Jackson, MS",37-0000,major,7310,7680,7270,7270,6760,6790,6760,7300,7320,7600,8030,8360,8700,8500,7880,7250
MS,27140,"Jackson, MS",39-0000,major,4050,4450,4450,4140,4060,**,4510,4280,5100,5920,7220,10880,8390,8360,4870,3960
MS,27140,"Jackson, MS",41-0000,major,26680,27920,27570,28000,26900,26130,25490,26130,25540,26750,27330,27140,27790,27320,28390,26090
MS,27140,"Jackson, MS",43-0000,major,41210,43850,46130,45610,43720,43620,43560,42400,41620,39680,40710,40200,40590,40220,34650,32810
MS,27140,"Jackson, MS",45-0000,major,350,350,590,580,420,350,380,460,430,400,450,430,310,410,360,330
MS,27140,"Jackson, MS",47-0000,major,10110,10860,11320,11880,10260,8800,8790,8230,8050,8150,8010,7090,7080,7640,7580,8140
MS,27140,"Jackson, MS",49-0000,major,9560,9830,10300,11100,10370,9720,9230,9110,10450,11040,11540,11030,11450,11790,11700,11210
MS,27140,"Jackson, MS",51-0000,major,18540,18270,17850,16550,14480,13670,14560,16230,14960,14290,15130,16540,17320,18060,17780,15010
MS,27140,"Jackson, MS",53-0000,major,18860,19530,18690,18560,16940,16460,17260,18370,19050,17810,18330,17920,18490,17980,24150,23310
MS,37700,"Pascagoula, MS",11-0000,major,2560,2530,2140,2270,1980,2050,2060,2220,2470,2740,,,,,,
MS,37700,"Pascagoula, MS",13-0000,major,1450,1560,1490,1740,1680,1790,1680,1780,1870,1980,,,,,,
MS,37700,"Pascagoula, MS",15-0000,major,460,530,500,550,470,340,370,830,1050,1090,,,,,,
MS,37700,"Pascagoula, MS",17-0000,major,,**,**,**,2890,,,1530,1600,1690,,,,,,
MS,37700,"Pascagoula, MS",19-0000,major,260,370,370,380,250,230,400,420,380,240,,,,,,
MS,37700,"Pascagoula, MS",21-0000,major,300,490,470,450,310,380,380,330,350,350,,,,,,
MS,37700,"Pascagoula, MS",23-0000,major,240,210,200,220,190,180,160,200,180,220,,,,,,
MS,37700,"Pascagoula, MS",25-0000,major,3260,3110,3230,3450,3470,3490,3450,3530,3220,3070,,,,,,
MS,37700,"Pascagoula, MS",27-0000,major,280,310,380,360,270,210,190,220,250,250,,,,,,
MS,37700,"Pascagoula, MS",29-0000,major,3100,2880,2980,3230,3370,3350,3340,3210,3300,3030,,,,,,
MS,37700,"Pascagoula, MS",31-0000,major,1030,1030,1050,1130,1030,1150,1140,1200,1290,1280,,,,,,
MS,37700,"Pascagoula, MS",33-0000,major,880,1030,900,1410,1280,1220,1130,1200,1230,1040,,,,,,
MS,37700,"Pascagoula, MS",35-0000,major,3930,3890,4540,4630,4530,4350,4340,4390,4200,4530,,,,,,
MS,37700,"Pascagoula, MS",37-0000,major,980,950,1230,1320,1240,1140,1180,1210,1090,1150,,,,,,
MS,37700,"Pascagoula, MS",39-0000,major,700,470,520,640,800,760,800,760,700,690,,,,,,
MS,37700,"Pascagoula, MS",41-0000,major,4600,4720,5070,4770,4250,3880,4170,4250,4320,4270,,,,,,
MS,37700,"Pascagoula, MS",43-0000,major,7870,7540,7540,7610,7330,7400,6930,7250,7300,7610,,,,,,
MS,37700,"Pascagoula, MS",45-0000,major,**,130,120,190,180,,**,40,50,50,,,,,,
MS,37700,"Pascagoula, MS",47-0000,major,5170,**,3390,3710,6620,7360,7170,6210,5450,5800,,,,,,
MS,37700,"Pascagoula, MS",49-0000,major,2480,2380,2140,2710,3030,3150,2940,2860,3370,3530,,,,,,
MS,37700,"Pascagoula, MS",51-0000,major,7460,4750,**,**,7060,7280,7010,6200,6850,6890,,,,,,
MS,37700,"Pascagoula, MS",53-0000,major,3120,2850,2790,2730,3330,3090,3390,2960,3090,2700,,,,,,
MT,13740,"Billings, MT",11-0000,major,4030,3770,3340,3200,2930,2710,2660,2670,2720,2740,2850,2700,2800,3000,3300,3340
MT,13740,"Billings, MT",13-0000,major,2590,2780,2780,2610,2540,2720,2870,3080,3130,3230,3500,3520,3600,3860,3880,4080
MT,13740,"Billings, MT",15-0000,major,990,1370,850,920,940,1000,1100,1030,1310,1350,1650,1230,1590,1620,1210,1140
MT,13740,"Billings, MT",17-0000,major,1340,1240,1340,1400,1410,1600,1710,1850,1660,1660,1700,1680,1720,1770,1790,1880
MT,13740,"Billings, MT",19-0000,major,630,750,760,790,730,780,680,710,570,510,580,590,800,930,920,850
MT,13740,"Billings, MT",21-0000,major,1190,1600,1710,1600,1480,1290,1490,1680,1930,1910,1930,1920,1850,1760,1630,1670
MT,13740,"Billings, MT",23-0000,major,590,540,580,620,820,740,740,660,620,640,640,700,660,710,620,630
MT,13740,"Billings, MT",25-0000,major,3750,3530,3620,3710,3520,3580,3540,3760,3660,3580,3490,3680,3780,3950,3860,3800
MT,13740,"Billings, MT",27-0000,major,1050,1190,1280,1130,1130,1020,1200,1350,1190,930,760,830,780,780,820,910
MT,13740,"Billings, MT",29-0000,major,4840,4730,4860,,5570,5780,5550,5770,6000,6310,6150,6430,6800,6340,6680,6510
MT,13740,"Billings, MT",31-0000,major,2050,2080,2250,2650,2840,2800,2540,2110,1880,1810,1920,2040,2310,2330,3210,3300
MT,13740,"Billings, MT",33-0000,major,910,940,1230,1140,1250,1170,1290,1340,1470,1410,1370,1330,1370,1330,1410,1340
MT,13740,"Billings, MT",35-0000,major,7000,7070,7490,8250,8350,8000,9360,9350,9290,8560,9110,9250,9220,9170,9280,8530
MT,13740,"Billings, MT",37-0000,major,3180,3140,3370,3010,2860,2950,2970,3020,2920,2960,3080,3200,3220,3220,2880,2860
MT,13740,"Billings, MT",39-0000,major,1860,2190,2220,2090,1760,1940,2210,2050,2160,2580,2920,2970,2980,3180,2560,2110
MT,13740,"Billings, MT",41-0000,major,9010,9730,10240,10970,10710,10830,10060,10310,10800,10980,10960,10990,10790,10900,10710,10240
MT,13740,"Billings, MT",43-0000,major,14880,14630,15050,14260,13680,13510,13720,13560,13460,12730,13500,13810,12620,11990,11750,11420
MT,13740,"Billings, MT",45-0000,major,160,160,250,**,**,60,100,100,160,250,320,330,190,180,210,280
MT,13740,"Billings, MT",47-0000,major,4310,4520,4900,5330,4710,4410,3960,4190,4850,4570,4970,4990,5120,4980,5170,4690
MT,13740,"Billings, MT",49-0000,major,3730,4100,4060,3700,3970,3860,3980,3810,3840,3850,4140,4480,4480,4130,3790,4000
MT,13740,"Billings, MT",51-0000,major,3670,3700,3570,3560,2910,2750,2870,3150,3100,3100,3150,3340,3270,3360,3710,3830
MT,13740,"Billings, MT",53-0000,major,5990,6160,6030,7040,6520,6090,5770,5840,5900,5640,5950,6310,6400,5940,6830,6730
MT,24500,"Great Falls, MT",11-0000,major,1650,1390,1120,1080,1090,960,890,890,900,980,910,970,900,950,1140,1250
MT,24500,"Great Falls, MT",13-0000,major,1260,1500,1330,1290,1250,1290,1320,1310,1510,1540,1560,1750,1660,1790,1770,1850
MT,24500,"Great Falls, MT",15-0000,major,230,310,270,250,400,400,520,550,520,620,660,630,550,710,800,760
MT,24500,"Great Falls, MT",17-0000,major,360,340,330,360,340,400,420,420,360,320,340,350,330,340,380,380
MT,24500,"Great Falls, MT",19-0000,major,280,250,**,260,**,240,220,250,230,320,320,270,240,270,290,330
MT,24500,"Great Falls, MT",21-0000,major,540,530,690,810,800,820,830,740,860,1020,790,710,640,630,620,640
MT,24500,"Great Falls, MT",23-0000,major,**,270,240,220,260,350,320,310,310,330,300,280,270,270,270,280
MT,24500,"Great Falls, MT",25-0000,major,2250,2170,2260,2290,2100,2140,2180,2220,1860,1910,2050,2410,2470,2220,1970,1890
MT,24500,"Great Falls, MT",27-0000,major,460,500,460,520,510,600,570,430,600,650,660,550,510,440,480,510
MT,24500,"Great Falls, MT",29-0000,major,2130,2060,2080,2220,2380,2320,2290,2550,2580,2740,2740,2650,2520,2570,2800,2790
MT,24500,"Great Falls, MT",31-0000,major,1070,1180,1220,1360,1370,1500,1340,1210,950,900,1140,1180,1210,1080,1550,1470
MT,24500,"Great Falls, MT",33-0000,major,550,490,660,720,730,800,840,990,950,900,760,600,730,730,730,640
MT,24500,"Great Falls, MT",35-0000,major,3990,3750,3390,3410,3640,3850,3680,3760,3730,3760,3870,3900,3960,3640,3720,3490
MT,24500,"Great Falls, MT",37-0000,major,1340,1470,1340,1520,1360,1290,1230,1360,1320,1260,1410,1550,1490,1430,1510,1340
MT,24500,"Great Falls, MT",39-0000,major,1010,1220,1090,1240,1510,1340,1120,1240,1350,1520,1230,1200,1350,1330,1140,970
MT,24500,"Great Falls, MT",41-0000,major,4420,4390,4660,4380,4250,3910,4280,4200,4590,4400,4370,4340,4230,4250,3810,3560
MT,24500,"Great Falls, MT",43-0000,major,5980,5980,6250,6850,6650,6310,5940,5630,5480,5370,5390,5310,5130,5400,5010,4880
MT,24500,"Great Falls, MT",45-0000,major,40,40,,40,,90,80,100,90,120,70,60,**,**,**,**
MT,24500,"Great Falls, MT",47-0000,major,1540,1760,2130,2010,2060,1910,1890,1770,1610,1670,2020,2010,2150,1770,1690,1560
MT,24500,"Great Falls, MT",49-0000,major,1680,1610,1670,1720,1700,1640,1820,1820,1800,1810,1880,1950,1800,1700,1670,1670
MT,24500,"Great Falls, MT",51-0000,major,950,960,910,890,1110,1120,930,900,970,1000,1000,1030,1170,1120,1300,1220
MT,24500,"Great Falls, MT",53-0000,major,1810,1870,1980,2230,2190,2220,1950,2050,1910,1780,1880,2050,2220,2230,3170,2910
MT,33540,"Missoula, MT",11-0000,major,2980,2880,2350,2240,2180,2100,1940,1840,1910,2020,1940,2030,1970,2270,2320,2530
MT,33540,"Missoula, MT",13-0000,major,1630,1600,1690,2010,2130,2080,1990,2130,2150,2280,2170,2390,2610,2700,3090,3120
MT,33540,"Missoula, MT",15-0000,major,790,850,760,790,880,930,920,900,940,1100,1150,1250,1310,1340,1270,1340
MT,33540,"Missoula, MT",17-0000,major,730,780,780,720,660,680,630,710,760,730,670,690,850,940,880,890
MT,33540,"Missoula, MT",19-0000,major,1560,1710,1360,1260,1200,1140,1180,1320,1200,1180,1020,1130,1140,1230,1090,1260
MT,33540,"Missoula, MT",21-0000,major,1050,1020,920,1050,1250,1350,1210,1190,1260,1460,1430,1450,1300,1260,1360,1230
MT,33540,"Missoula, MT",23-0000,major,380,380,440,450,460,510,550,570,590,650,620,630,650,660,670,680
MT,33540,"Missoula, MT",25-0000,major,3200,3640,3510,3510,3410,,,3310,3480,3580,3300,3150,3250,3890,3830,3610
MT,33540,"Missoula, MT",27-0000,major,830,930,970,1190,1140,1080,1070,960,1030,1090,1080,1060,1210,1430,1440,1330
MT,33540,"Missoula, MT",29-0000,major,2980,3350,3390,3410,3580,3790,3920,4120,4180,4430,4130,3990,4070,4300,4130,3860
MT,33540,"Missoula, MT",31-0000,major,1000,960,980,1150,1430,1640,1380,1430,1190,1360,1470,1290,1590,1420,2280,2940
MT,33540,"Missoula, MT",33-0000,major,**,**,820,660,940,1020,1090,1150,950,930,770,950,990,850,960,860
MT,33540,"Missoula, MT",35-0000,major,5270,5650,6340,6260,6050,5870,5780,5940,6150,6450,6850,6630,7000,7020,6950,6390
MT,33540,"Missoula, MT",37-0000,major,2110,2340,2260,2170,2230,2200,2310,2150,2330,2270,2290,2390,2540,2230,2610,2230
MT,33540,"Missoula, MT",39-0000,major,1960,1990,2170,1880,1510,1500,1940,2310,2130,1570,2210,2410,2400,1840,1650,1430
MT,33540,"Missoula, MT",41-0000,major,6530,6490,6560,6410,6500,6430,6470,6950,6840,7130,6840,6910,6670,6910,6390,6010
MT,33540,"Missoula, MT",43-0000,major,9350,9660,9640,10950,10070,9790,9620,9710,9500,9410,9730,9750,9960,9300,8470,8150
MT,33540,"Missoula, MT",45-0000,major,330,460,390,360,190,**,**,200,210,210,170,170,130,**,230,220
MT,33540,"Missoula, MT",47-0000,major,2660,2660,2790,2990,2630,2290,2220,2280,2150,2300,2340,2340,2460,2770,2760,2680
MT,33540,"Missoula, MT",49-0000,major,2010,2150,2170,2260,1950,1880,2000,2120,2270,2160,2220,2260,2350,2510,2560,2720
MT,33540,"Missoula, MT",51-0000,major,2280,2180,2220,2020,1920,1560,1320,1640,1620,1630,1560,1820,1790,1790,1830,1890
MT,33540,"Missoula, MT",53-0000,major,4170,3910,3210,3290,3270,2590,2610,2740,2760,3060,2950,3290,3340,3250,4250,3750
NC,11700,"Asheville, NC",11-0000,major,6910,6680,6580,6650,6370,5890,5790,5640,5440,5530,5600,5760,5930,6190,6890,7160
NC,11700,"Asheville, NC",13-0000,major,3730,4450,4790,4890,4600,4620,4340,4560,5120,5540,5420,5630,5890,5820,6120,6590
NC,11700,"Asheville, NC",15-0000,major,1690,1550,1540,1670,1670,1490,1650,1860,1730,1710,1690,1940,2040,2140,2190,2290
NC,11700,"Asheville, NC",17-0000,major,2010,2020,2050,2200,2080,2090,2400,2280,1950,2020,2080,2580,2560,2710,3080,2990
NC,11700,"Asheville, NC",19-0000,major,900,870,870,**,1180,1030,1060,1060,940,890,880,1010,910,980,1170,1190
NC,11700,"Asheville, NC",21-0000,major,2600,2820,2840,2920,2780,2810,3090,2790,2670,2600,2820,2680,2590,2860,2670,2680
NC,11700,"Asheville, NC",23-0000,major,1010,930,1110,1070,1070,950,950,1010,1070,1030,1020,910,900,1000,1030,1130
NC,11700,"Asheville, NC",25-0000,major,9400,9540,10040,10360,9990,9980,9810,10090,10010,9910,9620,10160,10440,10470,10030,9480
NC,11700,"Asheville, NC",27-0000,major,1460,1640,1840,2030,1790,1790,1610,1750,1910,1870,1720,1520,1800,1940,2380,2260
NC,11700,"Asheville, NC",29-0000,major,11350,12100,12110,12330,12930,13430,13720,14170,14700,14970,15780,16170,16790,17850,17370,16020
NC,11700,"Asheville, NC",31-0000,major,6230,6090,6730,7520,7630,7640,7860,7690,7670,7910,8280,9240,8810,8420,9830,8890
NC,11700,"Asheville, NC",33-0000,major,3350,2970,3190,3450,3750,3750,3700,3380,3370,3520,3820,4110,4070,3940,3670,3520
NC,11700,"Asheville, NC",35-0000,major,16850,17470,18800,19380,18390,18540,19300,20140,21790,23370,23230,24240,24770,25070,25660,21280
NC,11700,"Asheville, NC",37-0000,major,6020,5970,6260,6570,6670,6430,6340,5890,6310,6460,7060,7120,7210,7160,7360,5960
NC,11700,"Asheville, NC",39-0000,major,4310,4390,4060,4040,3960,3720,3920,4000,4780,4560,4670,4890,5690,6610,5690,4930
NC,11700,"Asheville, NC",41-0000,major,19520,19270,19680,19640,18850,18370,18930,19470,19360,19540,20630,20880,22100,22010,22630,20230
NC,11700,"Asheville, NC",43-0000,major,24650,25400,25660,26230,26410,26080,25200,25860,26090,26240,26270,27120,28340,28650,24550,23170
NC,11700,"Asheville, NC",45-0000,major,140,500,500,450,**,140,260,360,280,240,270,410,570,580,390,350
NC,11700,"Asheville, NC",47-0000,major,8040,8360,9100,8720,7620,6780,6170,5920,5390,5670,5400,5650,6290,7170,7730,7360
NC,11700,"Asheville, NC",49-0000,major,6950,6970,7320,6640,6250,6340,6840,6560,6280,6430,6750,7120,7900,7640,8610,7330
NC,11700,"Asheville, NC",51-0000,major,16830,16020,16030,15090,14230,12830,13810,13280,13400,13570,14340,14900,14710,14120,14150,13770
NC,11700,"Asheville, NC",53-0000,major,12210,11710,12290,12690,11380,11230,11080,11010,11610,11660,12270,11400,11140,11310,15270,15520
NC,15500,"Burlington, NC",11-0000,major,2390,2190,2330,2470,2420,2090,2070,1900,1760,1990,1990,2030,2120,2200,2270,2410
NC,15500,"Burlington, NC",13-0000,major,1250,1590,1520,1560,1360,1380,1390,1470,1280,1400,1300,1380,1450,1330,1440,1710
NC,15500,"Burlington, NC",15-0000,major,,,980,920,910,960,1030,1050,620,770,610,630,860,730,760,1060
NC,15500,"Burlington, NC",17-0000,major,440,390,390,390,330,330,290,370,310,390,390,470,520,550,500,630
NC,15500,"Burlington, NC",19-0000,major,150,150,220,210,210,120,140,160,200,190,170,170,150,180,210,190
NC,15500,"Burlington, NC",21-0000,major,320,420,470,520,550,530,500,540,490,460,460,510,500,420,480,590
NC,15500,"Burlington, NC",23-0000,major,80,70,120,140,190,160,150,140,130,150,140,120,130,160,170,170
NC,15500,"Burlington, NC",25-0000,major,3830,3280,3560,3650,4810,4650,4450,3370,4100,4170,4190,4230,4480,3950,3920,3660
NC,15500,"Burlington, NC",27-0000,major,400,540,550,520,480,550,500,370,410,450,420,330,420,510,590,510
NC,15500,"Burlington, NC",29-0000,major,2780,2540,2800,3060,3280,3500,3790,3810,4340,4320,4670,4490,3930,3880,4450,4050
NC,15500,"Burlington, NC",31-0000,major,1830,1910,1740,2150,2480,2490,2220,2220,2410,2710,2700,2600,2200,2350,2810,2850
NC,15500,"Burlington, NC",33-0000,major,960,890,830,830,860,870,930,950,1040,980,1070,980,840,900,880,1090
NC,15500,"Burlington, NC",35-0000,major,5400,5240,5390,5560,5690,5800,6260,6590,6710,6720,6660,6910,7180,7290,7470,6420
NC,15500,"Burlington, NC",37-0000,major,1560,1670,1500,1580,1350,1140,1170,1250,1420,1310,1380,1420,1600,1420,1490,1410
NC,15500,"Burlington, NC",39-0000,major,1050,990,1270,1310,1340,1370,1350,1490,1630,1450,1390,1610,1640,1730,1390,1310
NC,15500,"Burlington, NC",41-0000,major,6040,6590,7070,7360,7060,6600,6880,7040,7040,6290,6240,7160,7410,7730,7530,6930
NC,15500,"Burlington, NC",43-0000,major,9530,9000,9200,8430,7650,7150,7370,7810,7900,7850,7900,7940,8350,8670,7180,6670
NC,15500,"Burlington, NC",45-0000,major,**,,30,,,,,,,,30,40,40,50,40,50
NC,15500,"Burlington, NC",47-0000,major,3100,2950,3170,2830,2300,2010,1990,1800,1570,1860,1900,2100,2000,2370,2610,2570
NC,15500,"Burlington, NC",49-0000,major,2880,2840,2880,2890,2500,2050,2170,2130,2300,2500,2630,2390,2350,2620,2990,3030
NC,15500,"Burlington, NC",51-0000,major,9830,8920,8860,8710,7570,7010,7450,7960,6990,7840,7910,8390,7730,7670,7280,7760
NC,15500,"Burlington, NC",53-0000,major,5070,4990,4960,4760,3850,3440,3490,3670,3250,3210,3270,3310,4100,4440,5660,5570
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",11-0000,major,,,,,,,,,,,59880,60520,62550,63700,,68060
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",13-0000,major,,,,,,,,,,,73160,79940,80420,80030,,93070
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",15-0000,major,,,,,,,,,,,41040,43500,47600,48570,,55180
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",17-0000,major,,,,,,,,,,,16720,17600,17740,18770,,20080
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",19-0000,major,,,,,,,,,,,4950,5330,5810,5640,,6290
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",21-0000,major,,,,,,,,,,,11420,11150,11750,12100,,13250
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",23-0000,major,,,,,,,,,,,7690,7710,7600,8590,,9630
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",25-0000,major,,,,,,,,,,,56370,56780,58640,60880,,57770
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",27-0000,major,,,,,,,,,,,12420,13710,13710,13070,,12930
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",29-0000,major,,,,,,,,,,,59960,60800,58420,61490,,62950
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",31-0000,major,,,,,,,,,,,29910,29970,29970,30910,,37580
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",33-0000,major,,,,,,,,,,,27790,27410,26240,28990,,27820
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",35-0000,major,,,,,,,,,,,98730,103640,108400,112320,,94740
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",37-0000,major,,,,,,,,,,,30210,30610,31230,32190,,30560
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",39-0000,major,,,,,,,,,,,26460,29500,32230,32260,,22110
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",41-0000,major,,,,,,,,,,,129770,133910,134290,136480,,136530
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",43-0000,major,,,,,,,,,,,172440,178480,182520,182280,,155990
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",45-0000,major,,,,,,,,,,,1560,1660,1110,1230,,1400
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",47-0000,major,,,,,,,,,,,40310,44390,47290,51280,,55580
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",49-0000,major,,,,,,,,,,,45070,48080,50900,50920,,49600
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",51-0000,major,,,,,,,,,,,81180,83860,78970,81440,,74660
NC,16740,"Charlotte-Concord-Gastonia, NC-SC",53-0000,major,,,,,,,,,,,87660,92310,99450,101830,,125490
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",11-0000,major,44870,45640,49590,51190,49310,45650,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",13-0000,major,38740,41910,50070,51660,49970,48620,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",15-0000,major,21030,22180,20800,22720,24640,24600,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",17-0000,major,12380,12620,13720,13410,12560,12650,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",19-0000,major,4690,4780,4960,5430,5890,4210,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",21-0000,major,8410,8520,8750,9210,9570,9540,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",23-0000,major,4550,4920,5580,5790,5480,5340,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",25-0000,major,38200,39140,41910,43710,44150,44860,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",27-0000,major,8480,8770,10640,9670,8950,8550,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",29-0000,major,32500,34160,36260,38270,39450,41000,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",31-0000,major,16490,16900,19000,20090,19820,19450,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",33-0000,major,17040,18990,20010,21490,21270,22500,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",35-0000,major,59250,63030,68100,69320,68330,67040,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",37-0000,major,21940,23570,24350,25910,24820,24600,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",39-0000,major,15650,16600,16880,17520,18320,19180,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",41-0000,major,93940,95650,100500,102500,98340,96060,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",43-0000,major,137860,144100,146520,151300,142840,138900,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",45-0000,major,460,730,790,850,720,530,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",47-0000,major,40110,43050,46990,46020,36190,29370,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",49-0000,major,35640,35610,37860,38580,36450,33130,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",51-0000,major,64810,65170,63740,63270,55630,50520,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Concord, NC-SC",53-0000,major,67280,68900,71990,70400,65110,62950,,,,,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",11-0000,major,,,,,,,47400,47210,48070,50760,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",13-0000,major,,,,,,,51020,52790,54410,58980,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",15-0000,major,,,,,,,25770,27750,30940,34620,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",17-0000,major,,,,,,,13330,13940,13570,13940,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",19-0000,major,,,,,,,4430,4560,4310,4000,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",21-0000,major,,,,,,,8920,8940,8990,9950,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",23-0000,major,,,,,,,5740,6200,6660,7250,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",25-0000,major,,,,,,,43450,43550,43990,45330,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",27-0000,major,,,,,,,9300,9540,9830,10590,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",29-0000,major,,,,,,,43810,45250,47840,47080,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",31-0000,major,,,,,,,20160,22310,23020,22760,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",33-0000,major,,,,,,,24370,24290,25530,25570,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",35-0000,major,,,,,,,71480,74870,77000,80330,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",37-0000,major,,,,,,,24290,24340,24020,24100,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",39-0000,major,,,,,,,21060,21050,21930,21420,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",41-0000,major,,,,,,,98740,104080,106690,110870,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",43-0000,major,,,,,,,138960,142830,144520,146760,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",45-0000,major,,,,,,,510,600,720,930,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",47-0000,major,,,,,,,27580,27910,28550,30440,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",49-0000,major,,,,,,,32010,33650,34770,35770,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",51-0000,major,,,,,,,51370,56060,54400,57580,,,,,,
NC,16740,"Charlotte-Gastonia-Rock Hill, NC-SC",53-0000,major,,,,,,,65560,64520,67320,71230,,,,,,
NC,20500,"Durham, NC",11-0000,major,15370,14370,16800,18390,18420,16340,,,,,,,,,,
NC,20500,"Durham, NC",13-0000,major,11850,13640,13780,15690,15080,15160,,,,,,,,,,
