,NAME,state,county,total_pop,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate
1790,"Marion County, Florida",12,83,365579,51636,254448,45729,7394,6372,106675.0,3.5,8.9,36.9,21.9,8.7,20.1
1791,"Marion County, Georgia",13,197,8359,645,4941,2488,196,89,1743.0,5.9,16.2,35.5,21.3,7.6,13.4
1792,"Marion County, Illinois",17,121,37205,799,33830,1549,782,245,7366.0,3.9,7.2,35.2,26.8,11.9,15.2
1793,"Marion County, Indiana",18,97,964582,105062,521827,273538,27533,36622,124220.0,4.9,9.1,28.0,19.5,7.7,30.9
1794,"Marion County, Iowa",19,125,33253,670,31384,269,446,484,6128.0,2.8,3.9,34.1,19.8,10.6,28.8
1795,"Marion County, Kansas",20,115,11884,490,10935,115,284,60,2832.0,3.0,5.4,30.3,27.2,9.0,25.0
1796,"Marion County, Kentucky",21,155,19273,522,16905,1325,366,155,3265.0,6.5,12.0,45.3,15.6,7.9,12.6
1797,"Marion County, Mississippi",28,91,24573,433,15999,7720,320,101,4753.0,5.4,13.1,39.3,19.0,10.9,12.3
1798,"Marion County, Missouri",29,127,28530,542,25686,1370,728,204,5228.0,3.4,8.5,37.0,20.6,8.0,22.4
1799,"Marion County, Ohio",39,101,65093,1853,57369,4073,1387,411,11861.0,2.7,9.4,44.5,23.3,7.6,12.5
1800,"Marion County, Oregon",41,47,347818,94706,225059,3983,12955,11115,56279.0,7.4,7.3,26.6,26.3,8.9,23.5
1801,"Marion County, South Carolina",45,67,30657,893,11780,17223,563,198,6352.0,7.0,14.1,42.0,17.3,6.1,13.5
1802,"Marion County, Tennessee",47,115,28907,584,26425,1151,558,189,5871.0,7.3,11.2,38.7,22.2,7.9,12.8
1803,"Marion County, Texas",48,315,9854,447,6992,2023,298,94,2697.0,3.0,11.8,41.0,23.6,5.8,14.7
1804,"Marion County, West Virginia",54,49,56072,762,52095,1796,1074,345,11084.0,2.6,7.9,40.7,18.2,8.0,22.6
1805,"Mariposa County, California",6,43,17203,2073,13645,206,991,288,4974.0,3.6,5.8,24.4,31.1,10.5,24.6
1806,"Marlboro County, South Carolina",45,69,26118,893,10132,13223,1752,118,4861.0,7.5,15.3,42.2,18.3,7.8,8.9
1807,"Marquette County, Michigan",26,103,66699,1052,61315,1133,2612,587,13088.0,1.5,3.6,30.9,21.9,9.2,32.9
1808,"Marquette County, Wisconsin",55,77,15574,577,14494,101,287,115,3907.0,2.7,8.2,40.9,22.3,10.7,15.1
1809,"Marshall County, Alabama",1,95,96774,14272,77249,2490,2040,723,16750.0,6.9,11.5,31.1,22.4,8.7,19.4
1810,"Marshall County, Illinois",17,123,11438,339,10805,79,160,55,2700.0,2.0,5.2,39.4,24.5,10.1,18.9
1811,"Marshall County, Indiana",18,99,46258,4958,40048,281,695,276,8455.0,5.2,9.9,38.8,18.6,7.9,19.7
1812,"Marshall County, Iowa",19,127,39369,9065,27386,761,654,1503,7279.0,9.1,7.0,34.2,20.2,10.6,18.8
1813,"Marshall County, Kansas",20,117,9707,261,9152,55,196,43,2148.0,3.1,4.7,42.2,20.9,10.2,18.9
1814,"Marshall County, Kentucky",21,157,31100,581,29851,152,389,127,6886.0,4.2,7.2,38.2,22.0,9.2,19.2
1815,"Marshall County, Minnesota",27,89,9336,436,8683,43,151,23,2082.0,3.5,6.5,36.9,20.6,13.4,19.1
1816,"Marshall County, Mississippi",28,93,35294,1401,16913,16442,434,104,6406.0,4.3,13.7,38.8,23.2,6.3,13.8
1817,"Marshall County, Oklahoma",40,95,16931,3073,10944,290,2560,64,3702.0,8.7,12.3,35.6,22.9,5.7,14.8
1818,"Marshall County, South Dakota",46,91,4935,397,4102,25,403,8,1047.0,,,,,,
1819,"Marshall County, Tennessee",47,117,34375,1972,29312,2156,707,228,5621.0,5.4,9.2,41.4,21.3,8.1,14.7
1820,"Marshall County, West Virginia",54,51,30531,300,29486,229,405,111,7021.0,1.3,6.4,44.5,20.8,8.9,18.0
1821,"Martin County, Florida",12,85,161000,22844,125144,8307,2328,2377,50760.0,3.4,5.7,24.9,22.6,9.4,34.1
1822,"Martin County, Indiana",18,101,10255,118,9922,34,132,49,2114.0,3.0,8.9,42.7,19.3,12.4,13.7
1823,"Martin County, Kentucky",21,159,11195,395,9868,768,139,25,1912.0,13.7,12.0,39.0,15.0,8.7,11.7
1824,"Martin County, Minnesota",27,91,19683,979,18167,136,265,136,4747.0,2.3,4.5,37.9,22.7,12.1,20.5
1825,"Martin County, North Carolina",37,117,22440,916,11732,9327,350,115,5372.0,5.8,10.8,33.9,22.4,10.7,16.4
1826,"Martin County, Texas",48,317,5771,2749,2818,105,69,30,659.0,9.5,13.1,33.0,21.6,4.5,18.3
1827,"Martinsville city, Virginia",51,690,12554,810,5424,5879,302,139,2272.0,6.1,11.1,28.5,21.7,11.5,21.0
1828,"Mason County, Illinois",17,125,13359,163,12857,88,191,60,2994.0,4.1,6.8,42.8,19.6,10.7,16.0
1829,"Mason County, Kentucky",21,161,17070,363,15079,1048,424,156,3190.0,5.0,8.7,34.7,20.3,11.8,19.5
1830,"Mason County, Michigan",26,105,29144,1355,26623,224,742,200,7069.0,2.5,5.4,34.5,23.1,11.5,23.1
1831,"Mason County, Texas",48,319,4274,1087,3109,18,47,13,1250.0,,,,,,
1832,"Mason County, Washington",53,45,66768,7099,53265,873,4505,1026,15548.0,4.1,7.3,31.2,28.8,11.0,17.6
1833,"Mason County, West Virginia",54,53,26516,213,25602,238,377,86,5737.0,4.7,9.3,45.5,17.2,8.9,14.4
1834,"Massac County, Illinois",17,127,13772,437,12080,802,381,72,2948.0,5.0,8.2,33.6,27.1,12.1,13.9
1835,"Matagorda County, Texas",48,321,36643,15854,15849,3787,510,643,6391.0,11.1,8.4,31.6,24.5,7.0,17.4
1836,"Matanuska-Susitna Borough, Alaska",2,170,108317,5613,85160,1303,14009,2232,13755.0,2.0,5.0,33.1,28.6,9.6,21.6
1837,"Mathews County, Virginia",51,115,8834,240,7575,730,202,87,2785.0,3.3,6.2,30.8,24.5,7.4,27.9
1838,"Maui County, Hawaii",15,9,167417,19370,50366,1154,33369,63158,31749.0,3.7,4.3,31.3,23.4,10.2,27.2
1839,"Maury County, Tennessee",47,119,96387,6003,75819,11342,2311,912,15744.0,3.3,6.6,35.7,21.4,10.0,23.0
1840,"Maverick County, Texas",48,323,58722,55854,1577,173,776,342,7003.0,24.7,15.8,22.6,17.9,6.3,12.7
1841,"Mayes County, Oklahoma",40,97,41100,1557,26446,268,12632,197,7766.0,4.4,9.1,39.5,24.2,8.5,14.3
1842,"McClain County, Oklahoma",40,87,40474,3356,31818,351,4700,249,6367.0,3.3,6.6,32.8,23.9,8.4,25.0
1843,"McCone County, Montana",30,55,1664,30,1563,10,56,5,451.0,,,,,,
1844,"McCook County, South Dakota",46,87,5586,238,5190,37,109,12,1057.0,5.6,5.7,35.0,16.3,13.3,24.1
1845,"McCormick County, South Carolina",45,65,9463,136,4973,4190,102,62,3371.0,4.1,12.5,33.9,18.4,10.6,20.5
1846,"McCracken County, Kentucky",21,145,65418,1780,54320,7094,1601,623,13308.0,3.1,6.5,31.4,23.1,11.7,24.2
1847,"McCreary County, Kentucky",21,147,17231,466,15364,958,372,71,2802.0,10.9,12.5,40.9,18.5,9.9,7.2
1848,"McCulloch County, Texas",48,307,7984,2638,4996,153,138,59,1792.0,10.4,12.8,27.6,26.8,5.1,17.3
1849,"McCurtain County, Oklahoma",40,89,32832,2035,20133,2604,7301,759,6096.0,5.9,11.1,43.0,19.3,7.2,13.4
1850,"McDonald County, Missouri",29,119,22837,2603,17540,417,1347,930,3561.0,9.2,13.3,41.3,18.4,6.3,11.5
1851,"McDonough County, Illinois",17,109,29682,874,26003,1550,530,725,5387.0,1.5,4.9,31.2,19.6,10.5,32.2
1852,"McDowell County, North Carolina",37,111,45756,2920,39890,1729,798,419,9517.0,4.7,11.4,32.4,21.0,13.0,17.4
1853,"McDowell County, West Virginia",54,47,17624,246,15637,1432,281,28,4024.0,12.8,18.5,47.0,12.9,3.3,5.4
1854,"McDuffie County, Georgia",13,189,21312,714,11325,8735,428,110,3853.0,4.2,12.5,41.6,19.6,8.1,14.0
1855,"McHenry County, Illinois",17,111,307774,42737,246482,4829,4666,9060,46900.0,2.9,4.0,26.5,22.8,9.4,34.4
1856,"McHenry County, North Dakota",38,49,5745,114,5489,22,102,18,1202.0,4.0,5.3,33.6,21.2,14.5,21.4
1857,"McIntosh County, Georgia",13,191,14378,325,8938,4780,270,65,4046.0,0.9,13.9,37.4,21.4,8.8,17.6
1858,"McIntosh County, North Dakota",38,51,2497,65,2350,20,39,23,803.0,,,,,,
1859,"McIntosh County, Oklahoma",40,91,19596,576,13257,573,5073,117,5069.0,3.2,11.0,42.7,21.0,8.2,13.9
1860,"McKean County, Pennsylvania",42,83,40625,875,37950,967,591,242,8147.0,1.9,6.4,47.5,16.6,8.8,18.9
1861,"McKenzie County, North Dakota",38,53,15024,1458,11455,288,1667,156,1326.0,1.8,7.5,28.4,24.0,12.6,25.8
1862,"McKinley County, New Mexico",35,31,71367,10148,5930,329,54223,737,9200.0,8.4,14.4,34.4,23.9,7.5,11.4
1863,"McLean County, Illinois",17,113,171517,8862,135924,13938,4079,8714,23622.0,1.4,2.6,24.6,18.8,7.7,44.8
1864,"McLean County, Kentucky",21,149,9207,163,8800,80,136,28,1838.0,3.9,8.8,41.2,23.3,9.3,13.5
1865,"McLean County, North Dakota",38,55,9450,243,8349,43,783,32,2291.0,3.5,4.1,33.8,22.0,15.8,20.8
1866,"McLennan County, Texas",48,309,256623,69246,142240,35755,5085,4297,37728.0,5.8,9.3,27.0,23.0,10.7,24.2
1867,"McLeod County, Minnesota",27,85,35893,2382,32478,246,499,288,6872.0,2.4,4.5,36.0,23.5,16.0,17.6
1868,"McMinn County, Tennessee",47,107,53794,2406,47698,1988,1310,392,10701.0,5.6,9.9,40.4,19.9,8.0,16.2
1869,"McMullen County, Texas",48,311,743,313,400,16,10,4,189.0,,,,,,
1870,"McNairy County, Tennessee",47,109,25694,583,23010,1541,466,94,5439.0,6.8,10.5,45.4,17.9,6.7,12.6
1871,"McPherson County, Kansas",20,113,28542,1272,26043,344,605,278,5764.0,5.0,3.7,27.9,23.9,11.4,28.0
1872,"McPherson County, Nebraska",31,117,494,7,479,2,6,0,119.0,,,,,,
1873,"McPherson County, South Dakota",46,89,2379,37,2283,14,35,10,674.0,,,,,,
1874,"Meade County, Kansas",20,119,4033,763,3115,38,82,35,788.0,,,,,,
1875,"Meade County, Kentucky",21,163,28572,1118,25423,1057,706,268,4187.0,3.6,7.7,35.5,22.6,11.2,19.4
1876,"Meade County, South Dakota",46,93,28332,1233,24717,533,1543,306,4530.0,2.0,3.6,28.7,24.1,14.4,27.2
1877,"Meagher County, Montana",30,59,1862,34,1774,8,38,8,589.0,,,,,,
1878,"Mecklenburg County, North Carolina",37,119,1110356,152925,512279,349838,25993,69321,127686.0,4.7,5.1,17.0,19.9,8.0,45.4
1879,"Mecklenburg County, Virginia",51,117,30587,955,18343,10415,610,264,7908.0,7.7,10.4,31.8,21.2,8.8,20.2
1880,"Mecosta County, Michigan",26,107,43453,1053,39566,1194,1250,390,8098.0,3.0,6.8,36.0,22.0,9.5,22.7
1881,"Medina County, Ohio",39,103,179746,4135,168194,2540,2566,2311,33188.0,1.1,3.9,31.0,20.7,9.5,33.9
1882,"Medina County, Texas",48,325,51584,27158,22037,1340,659,390,8757.0,7.1,9.7,31.0,24.0,8.3,19.8
1883,"Meeker County, Minnesota",27,93,23222,990,21712,152,260,108,4765.0,2.5,4.9,35.3,23.7,14.1,19.5
1884,"Meigs County, Ohio",39,105,22907,171,22103,208,375,50,4682.0,3.4,13.0,41.8,18.3,10.4,13.1
1885,"Meigs County, Tennessee",47,121,12422,280,11656,196,243,47,2692.0,5.6,10.6,45.4,20.7,7.9,9.8
1886,"Mellette County, South Dakota",46,95,2061,72,755,10,1219,5,305.0,,,,,,
1887,"Menard County, Illinois",17,129,12196,196,11643,106,202,49,2442.0,1.5,4.5,35.8,23.6,10.7,24.0
1888,"Menard County, Texas",48,327,2138,791,1281,30,32,4,699.0,,,,,,
1889,"Mendocino County, California",6,45,86749,22379,55820,708,5896,1946,20025.0,6.0,7.5,25.0,28.7,8.3,24.4
1890,"Menifee County, Kentucky",21,165,6489,77,6134,177,87,14,1391.0,13.3,9.3,44.7,15.5,6.0,11.2
1891,"Menominee County, Michigan",26,109,22780,456,21065,142,1002,115,5826.0,1.9,5.6,42.5,22.9,10.8,16.3
1892,"Menominee County, Wisconsin",55,78,4556,305,530,43,3600,78,637.0,,,,,,
1893,"Merced County, California",6,47,277680,169442,73546,8191,6208,20293,31636.0,18.7,12.2,25.3,22.8,7.3,13.8
1894,"Mercer County, Illinois",17,131,15437,409,14645,108,198,77,3365.0,1.7,6.4,39.6,25.5,9.4,17.4
1895,"Mercer County, Kentucky",21,167,21933,674,19900,750,450,159,4142.0,7.3,8.3,36.8,18.9,10.3,18.5
1896,"Mercer County, Missouri",29,129,3617,98,3410,15,65,29,814.0,,,,,,
1897,"Mercer County, New Jersey",34,21,367430,67824,177222,71650,7412,43322,57487.0,5.0,6.5,24.6,15.7,5.6,42.6
1898,"Mercer County, North Dakota",38,57,8187,247,7546,50,297,47,1642.0,4.4,4.2,27.0,24.3,18.4,21.7
1899,"Mercer County, Ohio",39,107,41172,814,39051,188,541,578,7499.0,1.3,6.6,45.3,17.2,11.3,18.3
1900,"Mercer County, Pennsylvania",42,85,109424,1759,98515,6247,2096,807,24323.0,2.9,7.2,43.0,14.8,9.3,22.8
1901,"Mercer County, West Virginia",54,55,58758,729,53073,3465,1153,338,13167.0,6.2,10.3,39.5,18.5,6.1,19.4
1902,"Meriwether County, Georgia",13,199,21167,527,12004,8087,412,137,4409.0,5.4,14.9,39.8,24.1,5.4,10.4
1903,"Merrick County, Nebraska",31,121,7755,390,7133,27,128,77,1608.0,2.2,3.5,35.3,31.4,9.7,17.8
1904,"Merrimack County, New Hampshire",33,13,151391,3459,139466,2420,2641,3405,28273.0,2.2,4.6,27.7,18.3,11.6,35.6
1905,"Mesa County, Colorado",8,77,154210,22846,124994,1087,3680,1603,30368.0,2.6,6.9,27.6,26.3,8.4,28.2
1906,"Metcalfe County, Kentucky",21,169,10071,207,9542,170,130,22,1954.0,13.3,11.1,38.6,17.5,6.6,13.0
1907,"Miami County, Indiana",18,103,35516,1228,31364,1711,1018,195,6399.0,3.7,10.2,42.0,22.1,9.0,13.0
1908,"Miami County, Kansas",20,121,34237,1173,31572,444,844,204,5841.0,1.3,2.8,31.8,24.9,9.5,29.8
1909,"Miami County, Ohio",39,109,106987,2001,98224,2522,2381,1859,20255.0,2.0,6.8,36.6,21.8,9.5,23.3
1910,"Miami-Dade County, Florida",12,86,2716940,1886364,350675,417130,21295,41476,452607.0,9.8,8.8,27.3,15.1,9.3,29.8
1911,"Middlesex County, Connecticut",9,7,162436,10652,135377,7929,3210,5268,34075.0,2.0,3.8,25.8,16.9,9.4,42.2
1912,"Middlesex County, Massachusetts",25,17,1611699,134172,1147646,84822,35475,209584,252286.0,3.3,3.3,19.0,12.3,5.8,56.3
1913,"Middlesex County, New Jersey",34,23,825062,182108,344198,80986,13788,203982,127763.0,5.0,5.2,25.3,14.8,6.2,43.6
1914,"Middlesex County, Virginia",51,119,10582,308,8221,1720,281,52,3387.0,3.7,9.2,32.6,23.7,9.2,21.5
1915,"Midland County, Michigan",26,111,83156,2434,75853,1117,1725,2027,15705.0,1.8,4.0,28.9,19.9,10.3,35.2
1916,"Midland County, Texas",48,329,176832,81342,77834,10915,2854,3887,18438.0,6.2,9.3,25.7,23.5,7.9,27.4
1917,"Mifflin County, Pennsylvania",42,87,46138,778,44131,369,549,311,10181.0,5.1,9.9,51.8,14.2,7.1,11.9
1918,"Milam County, Texas",48,331,24823,6660,15397,2121,413,232,5245.0,8.4,10.2,38.1,20.7,8.5,14.1
1919,"Millard County, Utah",49,27,13188,1696,10922,39,325,206,2348.0,3.0,8.9,30.6,26.0,10.9,20.6
1920,"Mille Lacs County, Minnesota",27,95,26277,687,23282,164,1970,174,4889.0,2.6,7.5,38.6,24.3,12.2,14.7
1921,"Miller County, Arkansas",5,91,43257,1552,29554,10821,1093,237,7440.0,3.9,9.6,35.3,28.3,6.1,16.8
1922,"Miller County, Georgia",13,201,5718,163,3833,1585,107,30,1287.0,3.7,13.7,36.5,21.9,10.2,14.0
1923,"Miller County, Missouri",29,131,25619,549,24205,179,528,158,5010.0,3.6,9.1,40.6,20.4,6.9,19.4
1924,"Mills County, Iowa",19,129,15109,525,14168,97,243,76,2856.0,1.8,5.4,34.1,22.5,12.1,24.1
1925,"Mills County, Texas",48,333,4873,890,3858,43,66,16,1416.0,,,,,,
1926,"Milwaukee County, Wisconsin",55,79,945726,147611,478761,248335,27503,43516,132290.0,4.3,7.4,28.4,21.1,7.8,31.0
1927,"Miner County, South Dakota",46,97,2216,71,2079,17,39,10,465.0,,,,,,
1928,"Mineral County, Colorado",8,79,769,48,701,2,14,4,258.0,,,,,,
1929,"Mineral County, Montana",30,61,4397,138,4023,22,185,29,1300.0,,,,,,
1930,"Mineral County, Nevada",32,21,4505,594,2743,182,837,149,1145.0,,,,,,
1931,"Mineral County, West Virginia",54,57,26868,267,25171,780,479,171,5951.0,1.1,6.7,49.2,18.8,8.7,15.5
1932,"Mingo County, West Virginia",54,59,23424,201,22394,448,314,67,4635.0,9.7,14.7,42.6,16.3,6.7,9.9
1933,"Minidoka County, Idaho",16,67,21039,7568,12904,82,395,90,3417.0,11.9,8.9,32.1,24.6,8.4,14.1
1934,"Minnehaha County, South Dakota",46,99,193134,9936,158275,11670,9157,4096,26041.0,3.2,4.4,26.4,20.9,12.2,33.1
1935,"Missaukee County, Michigan",26,113,15118,461,14175,74,320,88,3135.0,2.7,7.8,41.9,22.0,11.6,14.0
1936,"Mississippi County, Arkansas",5,93,40651,1791,23612,14355,708,185,6116.0,7.3,11.6,38.8,21.5,7.0,13.8
1937,"Mississippi County, Missouri",29,133,13180,323,9363,3242,218,34,2393.0,9.5,14.8,41.8,18.6,3.7,11.5
1938,"Missoula County, Montana",30,63,119600,4094,106505,535,6228,2238,19337.0,1.3,3.1,21.7,22.1,8.8,43.0
1939,"Mitchell County, Georgia",13,205,21863,1047,9956,10389,293,178,3687.0,5.7,17.0,39.5,20.3,7.7,9.7
1940,"Mitchell County, Iowa",19,131,10586,183,10204,56,92,51,2265.0,5.1,3.2,38.4,19.8,14.5,19.0
1941,"Mitchell County, Kansas",20,123,5979,159,5641,16,101,62,1444.0,1.4,3.7,30.4,25.9,12.5,26.1
1942,"Mitchell County, North Carolina",37,121,14964,923,13638,85,224,94,3810.0,6.4,8.4,33.0,21.6,10.0,20.5
1943,"Mitchell County, Texas",48,335,8545,3471,3974,888,166,46,1259.0,9.0,12.3,40.3,20.1,7.0,11.3
1944,"Mobile County, Alabama",1,97,413210,12443,233547,148488,10130,8602,68742.0,3.1,10.4,34.0,21.4,7.9,23.2
1945,"Modoc County, California",6,49,8841,1291,6825,99,504,122,2431.0,6.8,8.4,33.0,26.2,10.4,15.2
1946,"Moffat County, Colorado",8,81,13283,2151,10583,92,344,113,2116.0,2.7,8.6,38.8,23.7,8.7,17.6
1947,"Mohave County, Arizona",4,15,212181,35919,162835,2352,8321,2754,65910.0,3.5,10.4,35.3,29.5,8.3,12.9
1948,"Moniteau County, Missouri",29,135,16132,860,14273,654,279,66,2610.0,7.0,7.7,40.1,18.9,5.9,20.5
1949,"Monmouth County, New Jersey",34,25,618795,68930,464423,41732,9416,34294,112498.0,2.7,3.9,23.4,16.6,7.4,46.0
1950,"Mono County, California",6,51,14444,3875,9500,105,557,407,2330.0,6.0,5.5,24.2,28.0,7.5,28.8
1951,"Monona County, Iowa",19,133,8615,193,8108,57,216,41,2129.0,2.5,5.2,38.3,26.7,12.0,15.3
1952,"Monongalia County, West Virginia",54,61,105612,2352,93256,3981,2479,3544,13964.0,1.7,5.9,27.2,16.2,6.1,42.8
1953,"Monroe County, Alabama",1,99,20733,347,11218,8445,626,97,4385.0,4.2,10.1,47.2,16.7,8.2,13.5
1954,"Monroe County, Arkansas",5,95,6701,174,3638,2665,170,54,1612.0,8.0,13.1,41.3,20.3,4.6,12.7
1955,"Monroe County, Florida",12,87,74228,18800,48340,4710,1296,1082,17628.0,4.2,4.4,26.7,21.7,8.6,34.4
1956,"Monroe County, Georgia",13,207,27578,650,20054,6210,388,276,5283.0,3.6,10.7,33.3,19.3,6.3,26.8
1957,"Monroe County, Illinois",17,133,34637,570,33329,135,393,210,6360.0,1.1,2.9,27.6,22.8,10.5,35.0
1958,"Monroe County, Indiana",18,105,148431,5274,123137,5253,3953,10814,20114.0,1.9,5.3,22.2,17.4,7.4,45.7
1959,"Monroe County, Iowa",19,135,7707,207,7304,56,110,30,1564.0,4.8,7.5,39.1,23.1,8.1,17.4
1960,"Monroe County, Kentucky",21,171,10650,332,9925,229,134,30,2048.0,12.1,13.0,39.3,14.3,6.8,14.4
1961,"Monroe County, Michigan",26,115,150500,5641,136994,3768,3055,1042,28228.0,1.8,6.8,35.2,24.1,11.6,20.5
1962,"Monroe County, Mississippi",28,95,35252,477,23622,10670,383,100,6954.0,6.9,12.1,36.0,20.6,7.7,16.7
1963,"Monroe County, Missouri",29,137,8644,143,7994,245,226,36,2073.0,4.1,6.6,48.4,21.3,7.1,12.4
1964,"Monroe County, New York",36,55,741770,68088,520135,108511,18011,27025,132495.0,3.2,6.5,23.4,16.8,11.6,38.6
1965,"Monroe County, Ohio",39,111,13654,110,13225,86,208,25,3294.0,1.9,8.9,51.8,16.8,8.0,12.5
1966,"Monroe County, Pennsylvania",42,89,170271,28866,109874,23278,3924,4329,30347.0,3.1,7.3,35.1,21.2,8.6,24.7
1967,"Monroe County, Tennessee",47,123,46545,2164,42263,903,1007,208,9979.0,8.4,9.2,41.5,19.9,7.5,13.4
1968,"Monroe County, West Virginia",54,63,13275,131,12773,105,240,26,3376.0,5.4,10.0,49.4,15.0,4.8,15.3
1969,"Monroe County, Wisconsin",55,81,46253,2265,41595,741,1187,465,8098.0,3.8,5.3,36.8,22.3,11.2,20.6
1970,"Montague County, Texas",48,337,19818,2214,16934,132,456,82,4444.0,5.9,8.4,37.6,22.6,8.5,16.9
1971,"Montcalm County, Michigan",26,117,63888,2314,58517,1549,1230,278,11593.0,2.9,8.5,40.4,25.2,9.7,13.3
1972,"Monterey County, California",6,53,434061,257721,127497,10919,11175,26749,60731.0,19.6,8.9,20.3,18.3,8.2,24.7
1973,"Montezuma County, Colorado",8,83,26183,3309,18883,95,3720,176,6004.0,2.7,7.3,29.3,24.8,6.4,29.6
1974,"Montgomery County, Alabama",1,101,226486,8344,74059,133283,3355,7445,35281.0,4.0,9.3,25.0,21.4,7.0,33.4
1975,"Montgomery County, Arkansas",5,97,8986,407,8124,44,294,117,2426.0,6.7,13.5,36.4,22.8,7.1,13.5
1976,"Montgomery County, Georgia",13,209,9172,643,6060,2282,130,57,1606.0,5.2,13.1,38.1,19.5,8.2,16.0
1977,"Montgomery County, Illinois",17,135,28414,526,26419,995,323,151,5853.0,2.4,9.9,39.3,22.1,9.6,16.7
1978,"Montgomery County, Indiana",18,107,38338,1892,35125,384,594,343,7020.0,2.1,8.1,41.3,22.6,7.6,18.2
1979,"Montgomery County, Iowa",19,137,9917,406,9249,57,164,41,2147.0,3.0,6.6,35.2,23.7,13.1,18.5
1980,"Montgomery County, Kansas",20,125,31829,2287,25048,1600,2551,343,6463.0,3.0,8.1,29.2,28.0,12.1,19.5
1981,"Montgomery County, Kentucky",21,173,28157,797,26133,694,410,123,4596.0,6.4,8.8,40.3,23.2,5.7,15.7
1982,"Montgomery County, Maryland",24,31,1050688,210773,451227,196127,30796,161765,168702.0,5.2,3.8,13.4,13.4,5.4,58.9
1983,"Montgomery County, Mississippi",28,97,9775,144,5103,4340,114,74,2168.0,5.2,16.8,33.3,17.6,7.6,19.3
1984,"Montgomery County, Missouri",29,139,11551,244,10814,202,231,60,2466.0,4.4,10.3,44.7,18.9,7.6,14.0
1985,"Montgomery County, New York",36,57,49221,7404,39474,1049,866,428,9309.0,4.8,8.4,35.4,19.9,13.8,17.8
1986,"Montgomery County, North Carolina",37,123,27173,4231,17093,4965,495,389,5743.0,7.0,13.6,34.6,19.7,9.5,15.7
1987,"Montgomery County, Ohio",39,113,531687,17328,373982,112581,15315,12481,97433.0,2.6,7.3,27.8,24.7,9.8,27.9
1988,"Montgomery County, Pennsylvania",42,91,830915,45162,623390,78414,17058,66891,150974.0,1.9,3.7,23.6,14.4,7.2,49.3
1989,"Montgomery County, Tennessee",47,125,208993,21412,130153,42545,9575,5308,19760.0,2.0,5.0,28.5,25.8,10.2,28.5
1990,"Montgomery County, Texas",48,339,607391,152837,391093,32465,11565,19431,81457.0,5.1,7.2,22.8,22.8,7.5,34.5
1991,"Montgomery County, Virginia",51,121,98535,3424,82337,4051,2524,6199,13025.0,1.9,4.9,23.4,17.9,6.5,45.5
1992,"Montmorency County, Michigan",26,119,9328,131,8900,51,221,25,3064.0,2.8,10.2,42.9,20.7,9.7,13.7
1993,"Montour County, Pennsylvania",42,93,18230,527,16544,304,230,625,3923.0,2.9,6.5,40.1,12.4,6.4,31.6
1994,"Montrose County, Colorado",8,85,42758,8922,32413,201,885,337,10302.0,4.7,6.3,31.4,25.3,7.1,25.2
1995,"Moody County, South Dakota",46,101,6576,301,5036,87,1021,131,1261.0,4.1,5.5,33.7,23.5,11.8,21.3
1996,"Moore County, North Carolina",37,125,100880,7156,77707,11777,2695,1545,24192.0,3.3,6.0,21.6,21.3,10.3,37.4
1997,"Moore County, Tennessee",47,127,6488,116,6000,156,99,117,1431.0,5.4,8.8,39.9,15.3,7.9,22.7
1998,"Moore County, Texas",48,341,20940,11994,6576,760,314,1296,2372.0,22.4,10.3,26.2,20.0,6.9,14.3
1999,"Mora County, New Mexico",35,33,4521,3672,763,15,53,18,1307.0,,,,,,
2000,"Morehouse Parish, Louisiana",22,67,24874,382,12199,11831,339,123,4814.0,6.7,13.8,42.9,17.5,6.2,13.0
2001,"Morgan County, Alabama",1,103,119679,10466,89827,15196,3340,850,21341.0,6.1,9.8,30.4,22.5,8.8,22.4
2002,"Morgan County, Colorado",8,87,29068,10601,16702,1087,443,235,4529.0,11.2,9.9,31.3,20.9,9.3,17.5
2003,"Morgan County, Georgia",13,211,19276,621,14057,4150,325,123,3944.0,3.6,8.7,36.0,22.6,8.3,20.7
2004,"Morgan County, Illinois",17,137,33658,903,29539,2291,658,267,6803.0,2.5,6.6,40.2,23.8,7.6,19.3
2005,"Morgan County, Indiana",18,109,70489,1189,67443,364,976,517,12201.0,2.5,9.4,39.3,21.6,9.9,17.3
2006,"Morgan County, Kentucky",21,175,13309,138,12276,635,168,92,2316.0,11.9,11.8,41.4,16.8,5.5,12.5
2007,"Morgan County, Missouri",29,141,20627,496,19358,167,503,103,4837.0,11.0,10.9,38.1,19.1,7.6,13.3
2008,"Morgan County, Ohio",39,115,14508,145,13316,442,585,20,3175.0,4.0,10.6,43.9,18.8,12.4,10.2
2009,"Morgan County, Tennessee",47,129,21403,316,19854,787,382,64,3975.0,6.0,13.8,48.5,16.1,6.3,9.4
2010,"Morgan County, Utah",49,29,12124,391,11449,47,151,86,1445.0,0.9,1.0,19.6,26.2,13.0,39.4
2011,"Morgan County, West Virginia",54,65,17884,297,17010,159,341,77,4263.0,3.9,10.2,40.4,19.8,8.7,17.0
2012,"Morrill County, Nebraska",31,123,4642,706,3794,15,94,33,1005.0,,,,,,
