,area_code,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021,occ_15,total_pop,pop_excl,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate,CBSA Title,division,region,state,pop_by_metro
1011,45780.0,7.12,73.97,14.610000000000001,2.6599999999999997,1.6500000000000001,16.603275286009602,0.021653543307086503,0.10404572198588231,307.6,59.29999999999999,248.30000000000004,278.8,58.1,220.69999999999996,311.4,62.29999999999999,249.1,-0.09362808842652803,-0.0202360876897133,-0.11115585984695942,0.012524084778420036,601291,601291,2.2399999999999998,7.23,30.759999999999998,22.42,10.08,27.26,"Toledo, OH",East North Central Division,Midwest Region,39,641816
1014,45820.0,10.67,77.57,6.069999999999999,4.38,1.31,19.052976906396974,0.0,0.07596037223480415,110.5,12.9,97.6,105.4,13.4,92.0,111.5,13.5,98.0,-0.0461538461538461,0.03875968992248069,-0.05737704918032782,0.02556053811659193,231969,231969,2.46,5.029999999999999,33.15,23.59,7.04,28.660000000000004,"Topeka, KS",West North Central Division,Midwest Region,20,231969
1019,45940.0,18.459999999999997,48.230000000000004,19.5,2.02,11.790000000000001,15.64570122200147,0.0786042944785276,0.05382042502118047,276.5,15.8,260.7,257.9,15.2,242.7,281.3,16.6,264.6,-0.06726943942133823,-0.03797468354430389,-0.0690448791714614,0.03938855314610736,367430,367430,5.0,6.5,24.6,15.7,5.6000000000000005,42.6,"Trenton, NJ",Middle Atlantic Division,Northeast Region,34,367430
1020,46060.0,37.76,51.2,3.42,4.42,3.2,20.295833297526254,0.06508714596949901,0.11256337885877013,391.0,46.9,344.1,359.6,47.2,312.4,391.1,47.9,343.2,-0.08030690537084395,0.006396588486140775,-0.0921243824469632,0.03313730503707492,1047279,1047279,4.5,7.199999999999999,22.2,25.1,8.7,32.4,"Tucson, AZ",Mountain Division,West Region,4,1047279
1021,46140.0,10.42,64.28,8.129999999999999,14.399999999999999,2.77,15.896241435732698,0.03261112352021448,0.09808516567364221,456.90000000000003,88.0,368.90000000000003,429.59999999999997,80.10000000000001,349.5,462.30000000000007,87.5,374.80000000000007,-0.05975049244911346,-0.08977272727272734,-0.0525887774464624,0.02230153579926455,998626,998626,3.7199999999999998,6.87,28.99,23.75,8.93,27.82,"Tulsa, OK",West South Central Division,South Region,40,998626
1028,46220.0,3.92,58.940000000000005,34.31,1.4000000000000001,1.43,14.577594123048668,0.06786050895381718,0.10168069082797764,112.5,24.2,88.3,100.0,24.0,76.0,113.3,24.2,89.09999999999998,-0.11111111111111116,-0.008264462809917328,-0.13929784824462055,0.01376875551632833,243936,243936,3.4299999999999997,9.0,31.31,20.94,6.88,28.349999999999998,"Tuscaloosa, AL",East South Central Division,South Region,1,252047
1031,46300.0,21.529999999999998,74.24,0.66,2.03,1.55,15.114565549465361,0.06787330316742081,,46.2,8.1,38.1,46.0,8.7,37.3,47.2,8.5,38.7,-0.0043290043290044045,0.07407407407407396,-0.0209973753280841,0.010805084745762712,111290,111290,6.88,8.19,27.950000000000003,25.64,11.73,19.61,"Twin Falls, ID",Mountain Division,West Region,16,111290
1033,46340.0,20.080000000000002,59.150000000000006,17.26,1.87,1.6400000000000001,16.900894088532382,0.05577299412915854,0.10595726360154996,106.3,13.0,93.3,104.0,13.2,90.8,107.9,13.3,94.5,-0.021636876763875823,0.01538461538461533,-0.026795284030010746,0.00871177015755329,232751,232751,6.0,8.200000000000001,23.400000000000002,26.200000000000003,9.700000000000001,26.400000000000002,"Tyler, TX",West South Central Division,South Region,48,232751
1034,46520.0,9.98,17.88,2.54,18.89,50.71,18.230529991391013,0.01804511278195484,0.14988943671326205,475.1,37.7,437.4,389.9,35.7,354.2,473.9,38.0,435.9,-0.1793306672279521,-0.053050397877984046,-0.19021490626428894,0.020299641274530492,974563,974563,3.9,4.3,25.900000000000002,20.3,10.7,35.0,"Urban Honolulu, HI",Pacific Division,West Region,15,974563
1035,46540.0,5.34,84.07,5.1499999999999995,2.07,3.37,19.607917514397048,0.02633679169992017,0.08218734832551364,127.5,14.3,113.2,114.7,13.9,100.8,128.6,14.8,113.8,-0.10039215686274505,-0.027972027972028024,-0.10954063604240283,0.018818040435458788,289990,289990,4.17,7.04,32.96,18.6,12.35,24.81,"Utica-Rome, NY",Middle Atlantic Division,Northeast Region,36,289990
1037,46660.0,6.859999999999999,56.13,35.510000000000005,2.3,1.9900000000000002,13.889703111259996,0.025362318840579684,,56.0,7.6,48.4,53.3,7.2,46.1,56.6,7.5,49.1,-0.048214285714285765,-0.05263157894736836,-0.04752066115702469,0.008480565371024734,143286,143286,3.91,10.12,32.26,20.369999999999997,9.49,23.849999999999998,"Valdosta, GA",South Atlantic Division,South Region,13,147292
1041,46700.0,27.279999999999998,37.169999999999995,13.69,5.7299999999999995,16.14,16.342487205205934,0.08390022675736956,0.10649501617898377,141.7,24.3,117.4,129.5,23.6,105.9,143.4,25.3,118.1,-0.08609738884968232,-0.028806584362139898,-0.09795570698466782,0.01094839609483961,447643,447643,5.5,6.1,23.799999999999997,27.400000000000002,10.299999999999999,26.900000000000002,"Vallejo-Fairfield, CA",Pacific Division,West Region,6,447643
1042,47020.0,46.92,44.97,5.62,1.28,1.22,17.118164865352608,-0.06561085972850692,0.10663266784503495,41.6,6.6,35.0,37.6,5.4,32.2,41.3,6.4,34.9,-0.09615384615384615,-0.18181818181818177,-0.07999999999999996,0.006779661016949152,99742,99742,7.35,9.0,30.470000000000002,24.03,9.45,19.79,"Victoria, TX",West South Central Division,South Region,48,99742
1044,47220.0,31.81,45.45,18.67,2.76,1.31,15.643997405150909,0.02417962003454229,0.06071802450889829,58.5,11.5,47.0,54.3,11.0,43.3,59.3,11.8,47.5,-0.07179487179487187,-0.04347826086956519,-0.07872340425531921,0.008431703204047217,149527,149527,8.4,12.2,39.4,17.5,6.9,15.6,"Vineland-Bridgeton, NJ",Middle Atlantic Division,Northeast Region,34,149527
1045,47260.0,7.12,54.94,30.209999999999997,3.63,4.1000000000000005,15.194289037596867,0.03990089972617032,0.11509232094518997,785.5,96.5,689.0,733.5,95.09999999999998,638.3999999999999,797.5,97.5,700.0,-0.06619987269255256,-0.014507772020725396,-0.07343976777939043,0.027260188087774303,1759003,1759003,2.58,6.09,24.959999999999997,24.63,9.73,32.06,"Virginia Beach-Norfolk-Newport News, VA-NC",South Atlantic Division,South Region,51,1768901
1061,47300.0,65.60000000000001,27.66,1.23,2.12,3.39,11.645556044144618,0.08629441624365485,0.09144219492030531,127.1,18.9,108.2,121.2,19.1,102.1,128.4,19.3,109.2,-0.046420141620771016,0.010582010582010692,-0.05637707948243997,0.008800623052959502,466195,466195,18.099999999999998,11.1,25.5,22.5,8.200000000000001,14.6,"Visalia-Porterville, CA",Pacific Division,West Region,6,466195
1062,47380.0,26.8,55.120000000000005,14.499999999999998,1.97,1.6099999999999999,14.951080607476635,0.06147186147186142,0.09922915345592898,121.7,23.2,98.5,119.8,23.5,96.3,122.6,23.5,99.2,-0.01561216105176666,0.012931034482758674,-0.022335025380710638,0.013947797716150082,273920,273920,6.0,9.610000000000001,27.72,22.68,10.54,23.45,"Waco, TX",West South Central Division,South Region,48,273920
1064,47460.0,22.189999999999998,76.86,1.9800000000000002,3.37,2.16,20.56945358788677,0.052044609665427594,0.08725898570017603,28.0,4.9,23.1,26.8,5.1,21.7,28.3,5.3,23.0,-0.042857142857142816,0.04081632653061207,-0.06060606060606066,0.0077738515901060075,60760,60760,5.3,6.4,19.8,26.0,12.6,29.799999999999997,"Walla Walla, WA",Pacific Division,West Region,53,60760
1066,47580.0,6.64,53.89000000000001,33.87,2.7,2.9000000000000004,14.036408779624107,0.10310734463276833,,77.0,10.3,66.7,74.6,10.2,64.4,78.1,10.4,67.7,-0.03116883116883129,-0.009708737864077777,-0.03448275862068961,0.026376440460947503,196546,196546,3.38,6.9,27.950000000000003,24.4,10.93,26.35,"Warner Robins, GA",South Atlantic Division,South Region,13,185409
1069,47900.0,11.26,37.46,44.39,2.5100000000000002,4.38,12.375929686049856,0.05992971792192997,0.09465611334834852,3305.7,215.3,3090.4,3038.3,213.8,2824.5,3348.0,221.6,3126.4,-0.08089058293251039,-0.0069670227589410105,-0.08604064198809214,0.07230884109916368,705749,705749,3.6999999999999997,5.4,16.8,12.6,3.0,58.5,"Washington-Arlington-Alexandria, DC-VA-MD-WV",South Atlantic Division,South Region,11,6280487
1093,47940.0,3.92,83.87,7.59,2.22,2.41,17.692052076286778,-0.0010989010989010365,0.08529677693862354,90.59999999999998,19.8,70.8,83.4,19.5,63.9,90.90000000000002,20.3,70.6,-0.07947019867549654,-0.015151515151515138,-0.09745762711864403,0.0165016501650165,168522,168522,2.75,4.88,30.94,20.34,11.84,29.25,"Waterloo-Cedar Falls, IA",West North Central Division,Midwest Region,19,168522
1096,48060.0,7.79,81.3,5.99,3.1,1.82,14.21326729428046,-0.028103044496487185,0.1101335564081114,40.5,3.4,37.1,37.4,3.6,33.8,41.5,3.8,37.7,-0.07654320987654328,0.05882352941176472,-0.08894878706199472,0.010120481927710843,109834,109834,2.5,6.5,34.699999999999996,21.5,12.5,22.2,"Watertown-Fort Drum, NY",Middle Atlantic Division,Northeast Region,36,109834
1097,48140.0,2.9899999999999998,88.24,0.83,1.92,6.02,18.189723786221737,0.01941747572815542,0.07895518447627221,72.3,20.7,51.6,69.5,20.9,48.6,73.5,21.3,52.1,-0.0387275242047026,0.009661835748792313,-0.05813953488372092,0.022448979591836733,135692,135692,3.3000000000000003,4.9,34.300000000000004,18.7,13.4,25.4,"Wausau, WI",East North Central Division,Midwest Region,55,163285
1098,48260.0,1.53,90.32,5.489999999999999,1.94,0.72,22.386592538876805,-0.037825059101654714,0.11418674877138969,40.2,7.3,32.9,37.6,6.099999999999999,31.5,40.7,7.2,33.5,-0.06467661691542292,-0.1643835616438356,-0.04255319148936165,0.008845208845208846,124110,124110,3.8,8.01,40.6,21.01,8.24,18.27,"Weirton-Steubenville, WV-OH",South Atlantic Division,South Region,54,116074
1101,48300.0,29.709999999999997,66.07,0.5,2.59,1.13,19.111490603420407,0.07925407925407922,0.14145650780081218,44.3,5.0,39.3,42.6,5.3,37.3,46.3,5.5,40.8,-0.038374717832956984,0.06000000000000005,-0.05089058524173029,0.010583153347732181,120629,120629,8.94,8.64,27.55,21.12,9.92,23.89,"Wenatchee, WA",Pacific Division,West Region,53,120629
1103,48540.0,1.16,94.19,2.18,1.8800000000000001,0.59,22.832095735664318,-0.01057401812688826,,64.5,9.8,54.70000000000001,58.29999999999999,9.2,49.1,65.5,11.199999999999998,54.29999999999999,-0.09612403100775202,-0.061224489795918546,-0.10237659963436929,0.00900763358778626,79051,79051,2.29,5.8999999999999995,39.300000000000004,19.99,7.720000000000001,24.81,"Wheeling, WV-OH",South Atlantic Division,South Region,54,138948
1106,48620.0,13.41,71.55,7.32,3.88,3.85,15.490677665013825,0.03552097428958051,0.10678425288003149,302.3,70.5,231.8,274.3,57.2,217.1,306.1,71.8,234.3,-0.09262322196493544,-0.18865248226950349,-0.06341673856773089,0.019340084939562234,647370,647370,3.61,6.3100000000000005,26.5,24.45,8.64,30.570000000000004,"Wichita, KS",West North Central Division,Midwest Region,20,640218
1111,48660.0,18.27,67.62,9.22,2.9899999999999998,1.8900000000000001,15.877266055773731,0.02233676975945012,0.11029726807173608,59.29999999999999,8.3,51.0,56.4,7.5,48.9,59.5,8.3,51.20000000000001,-0.04890387858347389,-0.09638554216867479,-0.04117647058823537,0.015126050420168067,151254,151254,4.97,8.03,32.269999999999996,23.77,8.01,23.03,"Wichita Falls, TX",West South Central Division,South Region,48,151254
1114,48700.0,2.15,90.33,4.5600000000000005,2.2800000000000002,0.6799999999999999,19.824535079744745,-0.03963963963963969,0.08188200351019308,52.9,10.8,42.1,48.7,10.4,38.3,53.3,11.1,42.2,-0.07939508506616244,-0.03703703703703709,-0.09026128266033262,0.010881801125703566,113299,113299,2.4,7.6,38.9,17.2,10.6,23.400000000000002,"Williamsport, PA",Middle Atlantic Division,Northeast Region,42,113299
1115,48900.0,6.17,77.01,13.239999999999998,2.23,1.35,18.43929917017608,0.103419516263553,0.14958433087639253,129.8,15.0,114.8,122.9,14.7,108.2,132.3,15.2,117.0,-0.05315870570107861,-0.020000000000000018,-0.057491289198606244,0.02161753590325019,297533,297533,2.32,5.54,22.64,21.63,9.86,37.91,"Wilmington, NC",South Atlantic Division,South Region,37,297533
1117,49020.0,9.86,80.78999999999999,5.42,2.25,1.68,18.340980526753135,0.08032786885245911,,65.0,10.4,54.6,62.9,10.3,52.6,65.9,10.5,55.4,-0.03230769230769237,-0.009615384615384581,-0.03663003663003661,0.01714719271623672,138395,138395,6.12,8.63,31.230000000000004,18.89,8.04,27.18,"Winchester, VA-WV",South Atlantic Division,South Region,51,140566
1120,49180.0,10.68,67.63,17.8,1.9900000000000002,1.9,17.85718512206956,0.04895913646877428,0.10351381295093634,270.8,44.3,226.5,249.5,43.6,205.9,272.1,44.6,227.5,-0.07865583456425407,-0.015801354401805745,-0.09094922737306843,0.021940463065049615,676008,676008,4.6899999999999995,8.27,29.28,21.55,9.29,26.93,"Winston-Salem, NC",South Atlantic Division,South Region,37,676008
1125,49420.0,50.14999999999999,42.32,0.84,5.41,1.28,14.036185639746007,0.06609547123623,0.08919817433932493,84.8,12.2,72.6,81.1,12.2,68.9,87.1,12.9,74.2,-0.04363207547169812,0.0,-0.050964187327823485,0.008495981630309988,250873,250873,15.299999999999999,11.0,28.1,20.7,8.200000000000001,16.7,"Yakima, WA",Pacific Division,West Region,53,250873
1126,49620.0,8.08,82.62,5.79,2.02,1.49,17.954696275314102,0.04092920353982288,0.08491755135985028,185.4,42.7,142.7,170.7,42.1,128.6,188.2,44.1,144.1,-0.07928802588996775,-0.014051522248243575,-0.0988086895585143,0.015196599362380447,449058,449058,3.1,7.000000000000001,39.6,16.3,9.2,24.9,"York-Hanover, PA",Middle Atlantic Division,Northeast Region,42,449058
1127,49660.0,4.47,83.14,9.36,2.02,1.01,21.324866094402303,-0.040301151461470425,0.10964576576378142,215.30000000000004,35.7,179.6,194.30000000000004,32.4,161.9,216.69999999999996,35.5,181.19999999999996,-0.09753831862517415,-0.09243697478991608,-0.09855233853006673,0.010290724503922474,656806,656806,2.54,6.529999999999999,37.65,21.11,8.450000000000001,23.66,"Youngstown-Warren-Boardman, OH-PA",East North Central Division,Midwest Region,39,536081
1130,49700.0,30.65,48.980000000000004,2.82,5.18,12.370000000000001,14.441553413535718,0.1320293398533007,0.09818616270229172,44.6,4.8,39.8,45.9,5.0,40.9,46.3,5.2,41.1,0.029147982062780242,0.04166666666666674,0.027638190954773822,0.008423326133909287,175639,175639,9.87,10.09,23.43,28.08,10.8,17.71,"Yuba City, CA",Pacific Division,West Region,6,175639
1132,49740.0,64.61,30.15,1.8599999999999999,2.1,1.28,19.319228952181376,0.0867924528301887,0.10633849867454037,59.1,5.8,53.3,52.7,5.9,46.8,57.6,5.7,51.9,-0.10829103214890012,0.017241379310344973,-0.12195121951219512,0.014409722222222223,213787,213787,13.5,13.200000000000001,25.7,24.8,7.7,15.0,"Yuma, AZ",Mountain Division,West Region,4,213787
1133,71650.0,11.59,70.11,6.78,2.08,9.45,15.958124538546564,0.06366617663688796,0.09370555446663159,2767.7000000000003,300.40000000000003,2467.2999999999997,2454.7000000000003,289.8,2164.9,2821.7999999999997,310.8,2511.0,-0.11309029157784445,-0.035286284953395364,-0.12256312568394599,0.04849741299879509,7149963,7149963,4.279999999999999,4.41,22.1,14.149999999999999,6.859999999999999,48.22,"Boston-Cambridge-Nashua, MA-NH",New England Division,Northeast Region,25,
