,area_code,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021,occ_15,total_pop,pop_excl,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate,CBSA Title,division,region,state,pop_by_metro
405,24340.0,9.790000000000001,78.3,6.550000000000001,2.5,2.86,15.018948579577984,0.07561436672967864,0.0843441017790397,563.7,142.8,420.9,504.4,130.6,373.8,569.0,144.8,424.2,-0.10519780024835912,-0.08543417366946793,-0.11190306486101209,0.01739894551845343,1074223,1074223,3.37,5.319999999999999,26.96,21.9,9.29,33.1,"Grand Rapids-Wyoming, MI",East North Central Division,Midwest Region,26,1077370
409,24420.0,7.68,86.55000000000001,0.49,4.1000000000000005,1.18,26.361630870872244,0.10799999999999997,0.12241037650873719,27.2,4.2,23.0,26.5,4.1,22.4,27.7,4.3,23.4,-0.02573529411764708,-0.023809523809523947,-0.026086956521739202,0.010469314079422382,87487,87487,1.5,8.1,31.0,32.7,9.2,17.5,"Grants Pass, OR",Pacific Division,West Region,41,87487
410,24500.0,4.74,84.94,1.53,7.720000000000001,1.06,19.117321731435734,0.0,0.13235885744937637,35.4,3.0,32.4,34.4,3.5,30.9,36.0,3.3,32.7,-0.02824858757062143,0.16666666666666674,-0.04629629629629628,0.022222222222222223,81366,81366,2.3,5.8999999999999995,32.800000000000004,23.799999999999997,9.5,25.7,"Great Falls, MT",Mountain Division,West Region,30,81366
411,24540.0,30.0,64.89,1.2,2.13,1.77,12.435129371448294,0.12835820895522393,0.08579848252190408,111.4,35.0,76.4,102.1,30.0,72.1,113.4,35.6,77.8,-0.08348294434470382,-0.1428571428571429,-0.05628272251308919,0.012610229276895944,324492,324492,5.3,6.6000000000000005,27.3,24.099999999999998,9.1,27.500000000000004,"Greeley, CO",Mountain Division,West Region,8,324492
412,24580.0,7.84,82.86,2.29,4.14,2.87,16.412826023672526,0.038594470046083046,0.0890411421698795,177.30000000000004,38.1,139.2,167.6,39.0,128.6,180.30000000000004,39.2,141.0,-0.054709531866892314,0.023622047244094446,-0.07614942528735624,0.026400443704936216,322906,322906,3.27,4.760000000000001,31.919999999999998,19.64,12.379999999999999,28.02,"Green Bay, WI",East North Central Division,Midwest Region,55,322906
415,24660.0,8.83,57.47,27.27,2.4299999999999997,3.9899999999999998,16.648031809248156,0.029087828297091087,0.09709160571229532,363.2,69.4,293.8,331.1,65.4,265.7,364.3999999999999,69.4,294.9,-0.08838105726872236,-0.057636887608069176,-0.0956432947583391,0.02022502744237102,771851,771851,4.590000000000001,8.559999999999999,26.57,21.64,8.91,29.759999999999998,"Greensboro-High Point, NC",South Atlantic Division,South Region,37,771851
418,24780.0,6.49,54.06999999999999,35.15,2.22,2.08,13.856768211041153,0.04241645244215935,0.11615266808804546,81.7,10.0,71.7,74.0,9.8,64.2,81.1,10.3,70.9,-0.09424724602203183,-0.019999999999999907,-0.10460251046025104,0.012207151664611591,180742,180742,3.2,7.6,23.799999999999997,21.0,11.799999999999999,32.7,"Greenville, NC",South Atlantic Division,South Region,37,180742
419,24860.0,7.22,72.33000000000001,16.45,1.92,2.08,16.90297530519502,0.07916355489171026,0.10302233151288137,429.8,76.8,353.0,397.2,73.1,324.1,433.5,77.0,356.5,-0.0758492322010238,-0.04817708333333337,-0.08186968838526909,0.02013840830449827,920477,920477,4.45,9.049999999999999,26.889999999999997,20.04,10.03,29.62,"Greenville-Anderson-Mauldin, SC",South Atlantic Division,South Region,45,920477
423,25060.0,5.82,67.25999999999999,21.81,2.63,2.48,16.372464809718302,0.012305699481865322,0.1938485316846986,154.1,25.0,129.1,146.4,24.8,121.59999999999998,156.3,25.100000000000005,131.2,-0.04996755353666438,-0.008000000000000007,-0.05809450038729669,0.017146513115802942,399329,399329,3.6799999999999997,8.03,29.74,25.380000000000003,10.97,22.25,"Gulfport-Biloxi-Pascagoula, MS",East South Central Division,South Region,28,417665
426,25180.0,7.870000000000001,68.91000000000001,16.37,3.1300000000000003,3.73,15.532334725031255,0.011505273250239721,0.09331218609569121,102.9,13.2,89.7,97.3,13.5,83.8,105.5,13.8,91.7,-0.054421768707483054,0.022727272727272707,-0.06577480490523979,0.024360189573459715,730283,730283,2.5100000000000002,6.17,26.35,19.55,7.82,37.6,"Hagerstown-Martinsburg, MD-WV",South Atlantic Division,South Region,24,288104
428,25220.0,4.41,63.11,30.080000000000002,1.72,0.6799999999999999,14.92453138218139,0.04988662131519265,,45.5,3.9,41.6,43.6,4.4,39.2,46.3,4.1,42.1,-0.04175824175824172,0.12820512820512842,-0.05769230769230771,,134758,134758,4.3999999999999995,11.899999999999999,37.2,20.7,5.800000000000001,20.0,"Hammond, LA",West South Central Division,South Region,22,134758
429,25260.0,55.26,31.34,6.32,3.09,3.9899999999999998,10.47992676866745,0.07235142118863042,0.08594639966424839,40.8,5.7,35.1,39.1,5.6,33.5,41.5,5.9,35.5,-0.04166666666666652,-0.01754385964912286,-0.04558404558404561,0.006746987951807229,152940,152940,12.8,13.8,25.3,25.0,8.4,14.7,"Hanford-Corcoran, CA",Pacific Division,West Region,6,152940
430,25420.0,6.8500000000000005,75.73,10.299999999999999,2.46,4.65,18.163791805737954,0.05359281437125742,0.08884628571028752,345.3999999999999,33.1,312.3,318.2,33.0,285.2,351.8999999999999,34.1,317.9,-0.07874927620150551,-0.0030211480362538623,-0.08677553634325974,0.032594487070190394,577941,577941,3.1399999999999997,6.15,33.81,15.879999999999999,8.81,32.21,"Harrisburg-Carlisle, PA",Middle Atlantic Division,Northeast Region,42,577941
433,25500.0,12.67,78.88,4.26,1.92,2.2800000000000002,15.668622743842803,0.07395993836671798,,70.1,14.8,55.3,62.1,14.7,47.4,69.7,15.1,54.7,-0.11412268188302421,-0.006756756756756799,-0.1428571428571428,0.014203730272596844,134964,134964,7.55,8.53,31.369999999999997,15.6,6.7,30.23,"Harrisonburg, VA",South Atlantic Division,South Region,51,134964
435,25620.0,2.83,65.44,28.95,1.53,1.25,14.474779146944671,0.049679487179487204,0.12288852136100943,65.6,7.400000000000001,58.20000000000001,60.79999999999999,7.2,53.6,65.5,7.5,58.0,-0.07317073170731703,-0.027027027027027084,-0.07903780068728528,0.008396946564885497,150213,150213,4.109999999999999,7.960000000000001,26.99,21.89,9.91,29.09,"Hattiesburg, MS",East South Central Division,South Region,28,168849
438,25860.0,7.76,80.30000000000001,6.92,1.95,3.0700000000000003,19.5590609962917,0.056385869565217475,0.0890333521763708,155.0,46.6,108.4,144.3,43.1,101.2,155.5,46.5,109.0,-0.06903225806451607,-0.07510729613733902,-0.06642066420664205,0.009967845659163987,369711,369711,5.76,11.06,31.78,21.33,11.35,18.7,"Hickory-Lenoir-Morganton, NC",South Atlantic Division,South Region,37,369711
442,25940.0,11.48,65.13,20.23,1.7999999999999998,1.35,26.94030018677288,0.12717536813922356,,81.4,6.7,74.7,79.8,6.6,73.2,84.2,6.7,77.5,-0.019656019656019708,-0.014925373134328401,-0.02008032128514059,0.01175771971496437,222195,222195,2.98,5.800000000000001,24.36,20.45,8.559999999999999,38.03,"Hilton Head Island-Bluffton-Beaufort, SC",South Atlantic Division,South Region,45,222195
444,25980.0,12.26,42.42,38.800000000000004,4.36,2.16,9.74763562733042,0.07614213197969544,,21.2,2.9,18.3,20.3,2.6,17.7,21.2,2.8,18.3,-0.04245283018867918,-0.10344827586206895,-0.032786885245901676,0.012264150943396227,80994,80994,3.0700000000000003,6.959999999999999,32.35,29.060000000000002,10.530000000000001,18.08,"Hinesville, GA",South Atlantic Division,South Region,13,80994
446,26140.0,6.12,87.48,2.87,1.87,1.66,36.70927520931196,0.015243902439024392,,33.8,3.6,30.2,31.6,3.5,28.1,33.3,3.5,29.8,-0.06508875739644959,-0.02777777777777779,-0.06953642384105951,0.007807807807807808,149657,149657,3.0,8.7,37.2,23.3,9.5,18.3,"Homosassa Springs, FL",South Atlantic Division,South Region,12,149657
447,26300.0,5.94,81.67,8.53,2.97,0.89,24.293160002414826,0.05614973262032089,,39.4,4.6,34.8,37.0,4.7,32.3,39.5,4.7,34.8,-0.060913705583756306,0.021739130434782705,-0.07183908045977017,0.005822784810126582,99386,99386,3.0,7.9,31.4,27.800000000000004,8.3,21.6,"Hot Springs, AR",West South Central Division,South Region,5,99386
448,26380.0,4.77,71.35000000000001,16.29,6.61,0.98,15.4141535504025,-0.10082304526748968,0.09053855768708223,86.4,18.0,68.4,78.9,15.8,63.1,87.4,18.3,69.1,-0.08680555555555558,-0.12222222222222223,-0.07748538011695916,0.005606407322654462,208075,208075,9.17,12.21,39.65,17.349999999999998,5.37,16.21,"Houma-Thibodaux, LA",West South Central Division,South Region,22,208075
450,26420.0,37.96,35.24,17.11,1.7000000000000002,7.9799999999999995,11.538844186664262,0.05572445127451299,0.10226794057015322,3133.5,549.6,2583.9,2942.9000000000005,498.5,2444.4,3160.0999999999995,552.1,2608.0,-0.06082655177916063,-0.09297671033478894,-0.05398815743643326,0.026594095123572033,7066141,7066141,8.68,7.59,23.200000000000003,20.549999999999997,7.049999999999999,32.910000000000004,"Houston-The Woodlands-Sugar Land, TX",West South Central Division,South Region,48,7066141
459,26580.0,1.2,93.42,2.79,1.8499999999999999,0.74,20.51482087455259,-0.007374631268436578,0.10337844468432468,133.1,18.400000000000002,114.70000000000002,125.5,17.5,108.0,134.6,18.8,115.70000000000002,-0.05709992486851989,-0.048913043478260754,-0.058413251961639046,0.008543833580980683,276873,276873,4.8500000000000005,9.43,38.53,19.1,7.75,20.34,"Huntington-Ashland, WV-KY-OH",South Atlantic Division,South Region,54,355873
466,26620.0,5.4,66.88,22.12,3.08,2.52,15.305919156295566,0.10251798561151071,0.08944675860395515,242.3,35.3,207.0,234.8,35.4,199.4,245.2,35.4,209.8,-0.030953363598844374,0.0028328611898016387,-0.03671497584541061,0.06643556280587276,471824,471824,3.2099999999999995,6.5600000000000005,22.650000000000002,20.24,8.1,39.22,"Huntsville, AL",East South Central Division,South Region,1,471824
468,26820.0,12.920000000000002,84.91,0.54,2.32,1.05,13.550388429696575,0.14146341463414638,0.09432557479924131,68.0,8.5,59.5,71.0,9.6,61.4,70.2,9.1,61.1,0.044117647058823595,0.12941176470588234,0.031932773109243584,0.024216524216524215,148933,148933,3.08,5.28,25.419999999999998,25.119999999999997,11.04,29.98,"Idaho Falls, ID",Mountain Division,West Region,16,151530
471,26900.0,7.08,71.41,15.53,2.36,3.63,14.070416676106523,0.07228324833267942,0.09880485007336458,1076.3999999999999,145.29999999999998,931.1000000000003,1017.2,145.5,871.7,1093.2999999999997,148.59999999999997,944.7,-0.05499814195466368,0.0013764624913970014,-0.06379551068628497,0.03232415622427514,2074537,2074537,3.2399999999999998,7.02,27.66,19.189999999999998,7.920000000000001,34.99,"Indianapolis-Carmel-Anderson, IN",East North Central Division,Midwest Region,18,2074537
482,26980.0,5.86,79.54,6.49,2.34,5.7700000000000005,13.257271598162964,0.02634245187436671,0.0974704163273128,100.5,8.8,91.7,93.5,9.3,84.2,101.3,9.4,91.9,-0.06965174129353235,0.05681818181818188,-0.08178844056706647,0.02349457058242843,173105,173105,2.75,2.7,19.220000000000002,17.57,8.82,48.870000000000005,"Iowa City, IA",West North Central Division,Midwest Region,19,173105
484,27060.0,5.4,77.03,3.9899999999999998,3.3000000000000003,10.280000000000001,15.100802505382656,0.004731861198738238,0.07101097148931323,65.8,4.2,61.6,54.2,3.5,50.7,63.7,4.1,59.6,-0.17629179331306988,-0.16666666666666674,-0.17694805194805197,0.028414442700156986,102180,102180,1.6,4.0,19.0,12.5,9.5,53.5,"Ithaca, NY",Middle Atlantic Division,Northeast Region,36,102180
485,27100.0,3.64,84.56,7.920000000000001,2.9499999999999997,0.9299999999999999,18.265093684941014,0.04255319148936168,0.08778442863995661,57.8,11.8,46.0,52.7,10.8,41.9,58.8,12.0,46.8,-0.08823529411764697,-0.0847457627118644,-0.08913043478260874,0.012755102040816327,158510,158510,2.1,7.1,32.6,25.8,10.2,22.2,"Jackson, MI",East North Central Division,Midwest Region,26,158510
486,27140.0,2.65,46.050000000000004,48.949999999999996,1.08,1.27,15.071236214857839,0.01709090909090905,0.09177756653992392,279.5,31.7,247.79999999999998,258.3,29.2,229.1,279.7,31.8,248.0,-0.07584973166368514,-0.07886435331230279,-0.07546408393866022,0.01762602788702181,577796,577796,3.83,8.52,25.380000000000003,22.29,9.51,30.470000000000002,"Jackson, MS",East South Central Division,South Region,28,594806
492,27180.0,4.67,61.49,31.03,1.82,0.9900000000000001,17.6965663148304,0.04977375565610856,0.08990767939571968,68.7,13.800000000000002,54.9,66.1,13.699999999999998,52.4,69.6,14.199999999999998,55.4,-0.03784570596797687,-0.007246376811594346,-0.04553734061930781,0.0060344827586206904,129511,129511,3.94,8.5,36.38,21.22,6.859999999999999,23.02,"Jackson, TN",East South Central Division,South Region,47,178644
495,27260.0,9.51,62.370000000000005,21.310000000000002,2.7199999999999998,4.09,16.251216725210547,0.12072434607645874,0.11826322071971344,716.9,77.7,639.2,687.4,78.7,608.7,724.1,79.0,645.1,-0.04114939322081179,0.01287001287001277,-0.04771589486858574,0.026115177461676565,1559514,1559514,2.7,6.36,27.66,21.77,9.99,31.44,"Jacksonville, FL",South Atlantic Division,South Region,12,1559514
500,27340.0,12.889999999999999,65.73,14.67,4.43,2.2800000000000002,9.61210075882347,0.01836734693877548,,49.9,3.4,46.5,47.6,3.5,44.1,49.9,3.5,46.4,-0.04609218436873741,0.02941176470588247,-0.05161290322580647,0.011422845691382766,197938,197938,2.4,6.1,30.0,27.1,11.5,22.900000000000002,"Jacksonville, NC",South Atlantic Division,South Region,37,197938
501,27500.0,9.139999999999999,82.3,4.89,2.35,1.32,17.078247242185682,0.057057057057057235,0.09811630670301248,68.7,13.7,55.0,65.6,13.8,51.8,70.4,14.2,56.2,-0.04512372634643391,0.007299270072992803,-0.05818181818181822,0.014204545454545454,163354,163354,2.6,6.6000000000000005,36.1,21.099999999999998,11.4,22.1,"Janesville-Beloit, WI",East North Central Division,Midwest Region,55,163354
502,27620.0,2.78,86.11999999999999,7.88,2.21,1.01,17.055575759579465,0.030303030303030262,,76.6,10.6,66.0,75.7,11.3,64.4,78.2,11.2,67.1,-0.011749347258485532,0.0660377358490567,-0.024242424242424176,0.038107416879795394,151235,151235,3.47,7.000000000000001,33.96,20.26,7.6899999999999995,27.62,"Jefferson City, MO",West North Central Division,Midwest Region,29,151235
506,27740.0,3.34,90.31,3.2,1.9300000000000002,1.22,20.159195478494862,0.036895674300254526,0.11500916556133473,81.9,10.5,71.4,75.6,10.1,65.5,81.5,10.699999999999998,70.8,-0.0769230769230771,-0.03809523809523818,-0.08263305322128855,0.012147239263803683,203649,203649,4.4799999999999995,8.59,32.51,20.94,7.13,26.35,"Johnson City, TN",East South Central Division,South Region,47,203649
509,27780.0,1.76,92.56,3.53,1.6,0.5499999999999999,23.22876981688583,-0.04929577464788728,0.07918251791559765,53.8,6.6,47.2,48.1,5.8,42.3,54.0,6.8,47.1,-0.10594795539033453,-0.12121212121212122,-0.10381355932203407,0.014074074074074074,130192,130192,2.1999999999999997,5.8999999999999995,45.4,15.1,10.4,21.099999999999998,"Johnstown, PA",Middle Atlantic Division,Northeast Region,42,130192
510,27860.0,4.91,76.86,15.07,2.04,1.1199999999999999,14.750485581951292,0.1125461254612545,,59.5,9.9,49.6,56.7,10.4,46.3,60.3,10.3,50.1,-0.04705882352941171,0.05050505050505061,-0.06653225806451624,0.00978441127694859,133860,133860,4.55,7.7299999999999995,36.09,20.97,7.13,23.549999999999997,"Jonesboro, AR",West South Central Division,South Region,5,133860
512,27900.0,7.53,84.25,1.6500000000000001,4.77,1.7999999999999998,16.766723842195542,0.016311166875784155,,80.5,16.5,64.0,75.2,16.2,59.0,81.0,16.6,64.4,-0.06583850931677016,-0.018181818181818188,-0.078125,0.012098765432098766,179564,179564,4.3999999999999995,8.7,33.89,22.99,7.580000000000001,22.43,"Joplin, MO",West North Central Division,Midwest Region,29,179564
514,27980.0,11.57,30.099999999999998,0.69,19.939999999999998,37.75,18.987319089459255,0.07456724367509998,0.3060399897789702,80.5,5.3,75.2,54.1,5.4,48.7,80.7,5.6,75.1,-0.32795031055900614,0.018867924528301883,-0.3523936170212766,0.005947955390334572,167417,167417,3.6999999999999997,4.3,31.3,23.400000000000002,10.2,27.200000000000003,"Kahului-Wailuku-Lahaina, HI",Pacific Division,West Region,15,167417
516,28020.0,6.65,77.89,9.66,3.47,2.33,16.15117551937971,0.059691011235955056,0.10434178250204416,150.0,29.0,121.0,133.6,27.8,105.8,150.9,29.6,121.4,-0.1093333333333334,-0.04137931034482756,-0.12561983471074378,0.01418157720344599,340743,340743,2.6100000000000003,5.33,24.07,23.43,9.629999999999999,35.0,"Kalamazoo-Portage, MI",East North Central Division,Midwest Region,26,265066
518,28100.0,10.85,71.59,14.6,1.91,1.05,17.32264113160146,0.05517241379310341,0.0887757301433344,44.7,8.3,36.4,42.1,8.7,33.4,45.9,8.6,37.2,-0.058165548098433995,0.04819277108433728,-0.08241758241758246,0.006318082788671024,109862,109862,4.2,7.6,34.4,24.2,8.9,20.8,"Kankakee, IL",East North Central Division,Midwest Region,17,109862
519,28140.0,7.21,73.95,14.099999999999998,3.0,2.02,16.331709473574715,0.04921636085626912,0.09780933387226451,1078.2000000000003,128.59999999999997,949.6000000000003,1033.7000000000003,132.79999999999998,900.8999999999997,1097.8999999999999,133.79999999999998,964.1000000000003,-0.04127249118901877,0.03265940902021791,-0.051284751474305,0.042116768375990536,1384356,1384356,2.68,5.9799999999999995,30.330000000000002,23.1,7.670000000000001,30.259999999999998,"Kansas City, MO-KS",West North Central Division,Midwest Region,29,2157990
533,28420.0,32.45,60.0,1.68,2.91,2.97,13.56821489125936,0.10861423220973791,0.09691216906690826,113.1,16.7,96.4,110.9,18.6,92.3,118.4,18.7,99.7,-0.01945181255526074,0.11377245508982048,-0.04253112033195028,0.01731418918918919,299612,299612,8.63,6.1,24.82,23.93,9.879999999999999,26.700000000000003,"Kennewick-Richland, WA",Pacific Division,West Region,53,299612
535,28660.0,24.169999999999998,48.02,20.41,4.04,3.36,11.491560993519485,0.056809905316824345,0.10588255016680352,143.9,14.199999999999998,129.7,139.7,14.6,125.09999999999998,145.1,14.6,130.6,-0.02918693537178607,0.028169014084507005,-0.03546646106399376,0.02150241212956582,460303,460303,3.7900000000000005,5.7,26.5,29.12,11.5,23.45,"Killeen-Temple, TX",West South Central Division,South Region,48,460303
538,28700.0,1.97,93.10000000000001,2.48,1.72,0.73,21.621514190567886,-0.0008271298593879945,0.10492951458814893,120.3,27.3,93.0,112.7,24.399999999999995,88.3,120.8,27.100000000000005,93.59999999999998,-0.0631753948462177,-0.1062271062271063,-0.05053763440860215,0.015397350993377483,226418,226418,4.97,8.77,36.89,20.73,8.08,20.630000000000003,"Kingsport-Bristol-Bristol, TN-VA",East South Central Division,South Region,47,307202
543,28740.0,10.61,78.77,6.05,2.5100000000000002,2.06,20.37640857562805,0.021346469622331762,0.1268095303568974,61.1,6.0,55.1,53.6,5.6,48.0,62.2,6.4,55.8,-0.12274959083469716,-0.06666666666666676,-0.12885662431941924,0.007877813504823151,177573,177573,3.3000000000000003,6.0,29.7,17.8,10.7,32.5,"Kingston, NY",Middle Atlantic Division,Northeast Region,36,177573
544,28940.0,4.130000000000001,86.31,5.74,2.11,1.71,18.69647655782493,0.052440290758047736,0.10475219780880571,401.40000000000003,58.800000000000004,342.59999999999997,386.59999999999997,59.300000000000004,327.3,405.40000000000003,60.10000000000001,345.40000000000003,-0.03687095166915788,0.008503401360544283,-0.04465849387040288,0.020868278243709917,892366,892366,3.95,7.22,30.56,20.7,8.05,29.5,"Knoxville, TN",East South Central Division,South Region,47,869046
553,29020.0,3.54,84.57000000000001,7.7,2.8899999999999997,1.3,19.886363636363637,-0.014851485148514887,0.10727570302038389,40.1,12.6,27.5,37.2,12.8,24.4,39.8,12.5,27.3,-0.0723192019950124,0.01587301587301604,-0.11272727272727279,0.01407035175879397,82544,82544,2.7,7.8,35.9,23.0,9.1,21.6,"Kokomo, IN",East North Central Division,Midwest Region,18,82544
554,29100.0,4.29,89.42,1.3,1.8599999999999999,3.1300000000000003,17.214784130976156,0.0155038759689921,0.09979254706108338,78.1,11.1,67.0,71.4,11.2,60.2,78.6,11.6,67.0,-0.085787451984635,0.009009009009008917,-0.10149253731343277,0.021755725190839695,202785,202785,2.3,4.04,28.74,21.310000000000002,12.64,30.930000000000003,"La Crosse-Onalaska, WI-MN",East North Central Division,Midwest Region,55,136616
556,29180.0,4.04,67.35,25.019999999999996,1.8399999999999999,1.7399999999999998,14.755103667772538,-0.04246383574428382,0.10389931625039021,203.9,38.3,165.6,185.8,33.6,152.2,205.2,39.1,166.0,-0.08876900441392832,-0.12271540469973885,-0.08091787439613529,0.007066276803118908,489207,489207,5.87,10.02,36.38,18.65,5.66,23.419999999999998,"Lafayette, LA",West South Central Division,South Region,22,489207
561,29200.0,8.19,77.13,5.0200000000000005,2.0500000000000003,7.6,12.86437035290139,0.041136141038197876,0.09369776476419929,107.3,23.3,84.0,94.2,22.7,71.5,106.3,23.600000000000005,82.7,-0.1220876048462255,-0.025751072961373467,-0.14880952380952384,0.016086547507055505,224737,224737,2.71,6.05,27.47,20.31,7.64,35.839999999999996,"Lafayette-West Lafayette, IN",East North Central Division,Midwest Region,18,233002
564,29340.0,4.109999999999999,67.4,24.79,2.37,1.34,15.278814119167905,0.10735009671179878,0.13179267084846488,114.6,34.9,79.7,95.2,25.0,70.2,114.5,34.6,79.9,-0.16928446771378702,-0.2836676217765043,-0.11919698870765372,0.006637554585152838,210409,210409,4.19,9.08,34.31,23.0,7.539999999999999,21.98,"Lake Charles, LA",West South Central Division,South Region,22,210409
566,29420.0,16.93,76.74,1.11,3.92,1.3,31.063101785739534,0.10615711252653927,0.14839753503533265,51.7,6.6,45.1,50.2,6.6,43.6,52.1,6.6,45.4,-0.029013539651837505,0.0,-0.03325942350332589,0.0067178502879078695,212181,212181,3.5000000000000004,10.4,35.3,29.5,8.3,12.9,"Lake Havasu City-Kingman, AZ",Mountain Division,West Region,4,212181
567,29460.0,24.610000000000003,56.93,14.66,1.92,1.87,20.4432535800667,0.13262854396924553,0.10207773031693299,233.2,31.8,201.4,231.5,32.6,198.9,235.7,32.3,203.3,-0.007289879931389298,0.02515723270440251,-0.012413108242303905,0.012049215103945694,724777,724777,6.0,9.0,34.699999999999996,20.9,9.2,20.200000000000003,"Lakeland-Winter Haven, FL",South Atlantic Division,South Region,12,724777
568,29540.0,10.96,81.28,3.62,1.67,2.48,18.394096649588437,0.06957595718402637,0.0929990845983676,255.2,54.6,200.6,231.1,52.9,178.2,259.8,55.6,204.2,-0.09443573667711602,-0.031135531135531136,-0.11166500498504495,0.013279445727482679,545724,545724,6.800000000000001,8.1,35.3,14.799999999999999,7.7,27.3,"Lancaster, PA",Middle Atlantic Division,Northeast Region,42,545724
569,29620.0,6.909999999999999,75.55,8.99,3.4799999999999995,5.08,15.670714891481724,0.051769911504424726,0.0784325918095564,238.80000000000004,27.399999999999995,211.4,209.19999999999996,26.899999999999995,182.30000000000004,237.69999999999996,27.5,210.19999999999996,-0.12395309882747074,-0.018248175182481785,-0.1376537369914853,0.033992427429533026,482269,482269,2.17,4.279999999999999,24.099999999999998,24.69,9.56,35.24,"Lansing-East Lansing, MI",East North Central Division,Midwest Region,26,550391
572,29700.0,95.39,3.63,0.32,0.16,0.5,9.730997787834536,0.06930693069306931,0.10597118155619598,106.9,4.9,102.0,98.7,3.7,95.0,108.0,4.8,103.2,-0.0767072029934518,-0.24489795918367352,-0.06862745098039214,0.006296296296296296,276652,276652,18.2,14.299999999999999,25.3,16.5,6.9,18.9,"Laredo, TX",West South Central Division,South Region,48,276652
573,29740.0,68.76,26.72,1.63,1.76,1.13,16.230436077820297,0.051063829787233964,0.10972717472427226,74.1,6.4,67.7,67.3,6.5,60.8,74.1,6.5,67.6,-0.09176788124156543,0.015625,-0.10192023633678005,0.02564102564102564,218195,218195,11.600000000000001,8.9,22.7,21.7,7.9,27.1,"Las Cruces, NM",Mountain Division,West Region,35,218195
574,29820.0,31.64,41.67,11.88,4.25,10.549999999999999,15.116986476023673,0.1286180631120784,0.280560535429452,1022.7,93.2,929.5,842.9,91.4,751.5,1037.2,96.1,941.1,-0.17580913268798282,-0.01931330472102999,-0.19150080688542226,0.01546471268800617,2266715,2266715,5.8999999999999995,8.0,28.499999999999996,25.1,8.1,24.5,"Las Vegas-Henderson-Paradise, NV",Mountain Division,West Region,32,2266715
575,29940.0,6.5,78.14999999999999,4.38,5.93,5.04,12.823595808897503,0.013358778625954254,0.1289849425893246,54.2,6.3,47.9,44.0,6.3,37.7,53.1,6.5,46.6,-0.1881918819188192,0.0,-0.21294363256784965,0.024105461393596987,122259,122259,1.2,3.4000000000000004,18.4,19.5,7.8,49.6,"Lawrence, KS",West North Central Division,Midwest Region,20,122259
576,30020.0,13.28,56.76,15.440000000000001,11.469999999999999,3.04,13.255547205632242,-0.019565217391304318,0.11142327060694403,44.9,5.1,39.8,41.9,4.9,37.0,45.1,5.2,40.0,-0.06681514476614703,-0.039215686274509665,-0.07035175879396982,0.014412416851441241,126415,126415,2.48,7.670000000000001,33.2,27.76,7.07,21.82,"Lawton, OK",West South Central Division,South Region,40,126415
578,30140.0,14.149999999999999,81.01,2.06,1.3,1.48,19.869104962868406,0.05893909626719057,,53.3,11.3,42.0,48.8,11.1,37.7,53.9,11.5,42.4,-0.08442776735459667,-0.017699115044247926,-0.10238095238095235,0.00816326530612245,141793,141793,4.3,8.6,44.0,15.0,7.5,20.7,"Lebanon, PA",Middle Atlantic Division,Northeast Region,42,141793
579,30300.0,4.42,96.58,0.51,8.110000000000001,1.01,23.391407642051078,0.03636363636363636,0.09461622714634757,28.1,5.4,22.7,27.7,5.8,21.9,28.5,5.6,22.9,-0.014234875444839923,0.07407407407407396,-0.03524229074889873,0.008421052631578947,40408,40408,1.2,6.800000000000001,32.1,27.3,9.700000000000001,22.900000000000002,"Lewiston, ID-WA",Mountain Division,West Region,16,62990
581,30460.0,6.329999999999999,77.03,11.26,2.41,2.97,14.690284998143335,0.031423290203327174,0.1101960562053947,273.5,43.300000000000004,230.20000000000002,258.0,41.5,216.5,279.0,44.1,234.79999999999998,-0.05667276051188297,-0.04157043879907618,-0.059513466550825345,0.017885304659498207,517056,517056,3.8699999999999997,5.949999999999999,24.09,20.78,7.9,37.37,"Lexington-Fayette, KY",East South Central Division,South Region,21,517056
587,30620.0,3.34,80.60000000000001,12.24,3.04,0.7799999999999999,18.083848716671064,0.013384321223709424,0.09403226173412506,52.3,11.0,41.3,49.2,10.5,38.7,53.0,11.3,41.7,-0.05927342256214141,-0.045454545454545414,-0.06295399515738487,0.008679245283018867,102351,102351,2.1,7.6,38.800000000000004,21.0,11.5,18.9,"Lima, OH",East North Central Division,Midwest Region,39,102351
588,30700.0,7.140000000000001,81.34,3.85,3.09,4.569999999999999,14.528768573076398,0.03817204301075266,0.09538636077146094,191.1,21.9,169.2,179.6,22.8,156.8,193.1,22.9,170.3,-0.06017791732077449,0.04109589041095907,-0.07328605200945615,0.03138270326255826,336374,336374,2.78,3.5999999999999996,21.86,21.12,11.68,38.96,"Lincoln, NE",West North Central Division,Midwest Region,31,336374
